"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.307,1.267,0.829,0,1.286,0.829,0,0,0,0,0,0.829,1.266,1.294,0,1.267,0.829,0.829,0,0
"leaf_2",1.267,1.306,0.829,0,1.267,0.829,0,0,0,0,0,0.829,1.266,1.267,0,1.295,0.829,0.829,0,0
"leaf_3",0.829,0.829,1.307,0,0.829,1.087,0,0,0,0,0,1.298,0.829,0.829,0,0.829,1.087,1.087,0,0
"leaf_4",0,0,0,1.307,0,0,1.21,1.21,1.124,1.124,1.19,0,0,0,1.124,0,0,0,1.19,1.21
"leaf_5",1.286,1.267,0.829,0,1.306,0.829,0,0,0,0,0,0.829,1.266,1.286,0,1.267,0.829,0.829,0,0
"leaf_6",0.829,0.829,1.087,0,0.829,1.307,0,0,0,0,0,1.087,0.829,0.829,0,0.829,1.239,1.267,0,0
"leaf_7",0,0,0,1.21,0,0,1.306,1.305,1.124,1.124,1.19,0,0,0,1.124,0,0,0,1.19,1.294
"leaf_8",0,0,0,1.21,0,0,1.305,1.306,1.124,1.124,1.19,0,0,0,1.124,0,0,0,1.19,1.294
"leaf_9",0,0,0,1.124,0,0,1.124,1.124,1.307,1.252,1.124,0,0,0,1.252,0,0,0,1.124,1.124
"leaf_10",0,0,0,1.124,0,0,1.124,1.124,1.252,1.307,1.124,0,0,0,1.299,0,0,0,1.124,1.124
"leaf_11",0,0,0,1.19,0,0,1.19,1.19,1.124,1.124,1.307,0,0,0,1.124,0,0,0,1.229,1.19
"leaf_12",0.829,0.829,1.298,0,0.829,1.087,0,0,0,0,0,1.307,0.829,0.829,0,0.829,1.087,1.087,0,0
"leaf_13",1.266,1.266,0.829,0,1.266,0.829,0,0,0,0,0,0.829,1.307,1.266,0,1.266,0.829,0.829,0,0
"leaf_14",1.294,1.267,0.829,0,1.286,0.829,0,0,0,0,0,0.829,1.266,1.307,0,1.267,0.829,0.829,0,0
"leaf_15",0,0,0,1.124,0,0,1.124,1.124,1.252,1.299,1.124,0,0,0,1.307,0,0,0,1.124,1.124
"leaf_16",1.267,1.295,0.829,0,1.267,0.829,0,0,0,0,0,0.829,1.266,1.267,0,1.306,0.829,0.829,0,0
"leaf_17",0.829,0.829,1.087,0,0.829,1.239,0,0,0,0,0,1.087,0.829,0.829,0,0.829,1.307,1.239,0,0
"leaf_18",0.829,0.829,1.087,0,0.829,1.267,0,0,0,0,0,1.087,0.829,0.829,0,0.829,1.239,1.307,0,0
"leaf_19",0,0,0,1.19,0,0,1.19,1.19,1.124,1.124,1.229,0,0,0,1.124,0,0,0,1.307,1.19
"leaf_20",0,0,0,1.21,0,0,1.294,1.294,1.124,1.124,1.19,0,0,0,1.124,0,0,0,1.19,1.306
