"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.675,0,0,0.63,0,0,0,0,0.636,0,0,0,0.65,0,0,0.57,0.614,0,0.619,0
"leaf_2",0,0.675,0.653,0,0.57,0.391,0.391,0.636,0,0.57,0.56,0.391,0,0.391,0.391,0,0,0.391,0,0.391
"leaf_3",0,0.653,0.675,0,0.57,0.391,0.391,0.636,0,0.57,0.56,0.391,0,0.391,0.391,0,0,0.391,0,0.391
"leaf_4",0.63,0,0,0.675,0,0,0,0,0.63,0,0,0,0.63,0,0,0.57,0.614,0,0.619,0
"leaf_5",0,0.57,0.57,0,0.675,0.391,0.391,0.57,0,0.663,0.56,0.391,0,0.391,0.391,0,0,0.391,0,0.391
"leaf_6",0,0.391,0.391,0,0.391,0.675,0.575,0.391,0,0.391,0.391,0.406,0,0.575,0.571,0,0,0.406,0,0.406
"leaf_7",0,0.391,0.391,0,0.391,0.575,0.675,0.391,0,0.391,0.391,0.406,0,0.674,0.571,0,0,0.406,0,0.406
"leaf_8",0,0.636,0.636,0,0.57,0.391,0.391,0.675,0,0.57,0.56,0.391,0,0.391,0.391,0,0,0.391,0,0.391
"leaf_9",0.636,0,0,0.63,0,0,0,0,0.675,0,0,0,0.636,0,0,0.57,0.614,0,0.619,0
"leaf_10",0,0.57,0.57,0,0.663,0.391,0.391,0.57,0,0.675,0.56,0.391,0,0.391,0.391,0,0,0.391,0,0.391
"leaf_11",0,0.56,0.56,0,0.56,0.391,0.391,0.56,0,0.56,0.675,0.391,0,0.391,0.391,0,0,0.391,0,0.391
"leaf_12",0,0.391,0.391,0,0.391,0.406,0.406,0.391,0,0.391,0.391,0.676,0,0.406,0.406,0,0,0.528,0,0.528
"leaf_13",0.65,0,0,0.63,0,0,0,0,0.636,0,0,0,0.675,0,0,0.57,0.614,0,0.619,0
"leaf_14",0,0.391,0.391,0,0.391,0.575,0.674,0.391,0,0.391,0.391,0.406,0,0.675,0.571,0,0,0.406,0,0.406
"leaf_15",0,0.391,0.391,0,0.391,0.571,0.571,0.391,0,0.391,0.391,0.406,0,0.571,0.675,0,0,0.406,0,0.406
"leaf_16",0.57,0,0,0.57,0,0,0,0,0.57,0,0,0,0.57,0,0,0.675,0.57,0,0.57,0
"leaf_17",0.614,0,0,0.614,0,0,0,0,0.614,0,0,0,0.614,0,0,0.57,0.675,0,0.614,0
"leaf_18",0,0.391,0.391,0,0.391,0.406,0.406,0.391,0,0.391,0.391,0.528,0,0.406,0.406,0,0,0.676,0,0.673
"leaf_19",0.619,0,0,0.619,0,0,0,0,0.619,0,0,0,0.619,0,0,0.57,0.614,0,0.675,0
"leaf_20",0,0.391,0.391,0,0.391,0.406,0.406,0.391,0,0.391,0.391,0.528,0,0.406,0.406,0,0,0.673,0,0.676
