"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.74,0,0.607,0,0,0.737,0.312,0.67,0,0.608,0,0.67,0,0.67,0.67,0,0,0.718,0,0.667
"leaf_2",0,0.741,0,0.4,0.657,0,0,0,0.73,0,0.628,0,0.657,0,0,0.657,0.4,0,0.73,0
"leaf_3",0.607,0,0.74,0,0,0.607,0.312,0.607,0,0.607,0,0.607,0,0.607,0.607,0,0,0.607,0,0.607
"leaf_4",0,0.4,0,0.74,0.4,0,0,0,0.4,0,0.4,0,0.4,0,0,0.4,0.695,0,0.4,0
"leaf_5",0,0.657,0,0.4,0.741,0,0,0,0.657,0,0.628,0,0.695,0,0,0.737,0.4,0,0.657,0
"leaf_6",0.737,0,0.607,0,0,0.74,0.312,0.67,0,0.608,0,0.67,0,0.67,0.67,0,0,0.718,0,0.667
"leaf_7",0.312,0,0.312,0,0,0.312,0.74,0.312,0,0.312,0,0.312,0,0.312,0.312,0,0,0.312,0,0.312
"leaf_8",0.67,0,0.607,0,0,0.67,0.312,0.739,0,0.608,0,0.735,0,0.735,0.707,0,0,0.67,0,0.667
"leaf_9",0,0.73,0,0.4,0.657,0,0,0,0.741,0,0.628,0,0.657,0,0,0.657,0.4,0,0.73,0
"leaf_10",0.608,0,0.607,0,0,0.608,0.312,0.608,0,0.739,0,0.608,0,0.608,0.608,0,0,0.608,0,0.608
"leaf_11",0,0.628,0,0.4,0.628,0,0,0,0.628,0,0.741,0,0.628,0,0,0.628,0.4,0,0.628,0
"leaf_12",0.67,0,0.607,0,0,0.67,0.312,0.735,0,0.608,0,0.739,0,0.738,0.707,0,0,0.67,0,0.667
"leaf_13",0,0.657,0,0.4,0.695,0,0,0,0.657,0,0.628,0,0.741,0,0,0.695,0.4,0,0.657,0
"leaf_14",0.67,0,0.607,0,0,0.67,0.312,0.735,0,0.608,0,0.738,0,0.739,0.707,0,0,0.67,0,0.667
"leaf_15",0.67,0,0.607,0,0,0.67,0.312,0.707,0,0.608,0,0.707,0,0.707,0.74,0,0,0.67,0,0.667
"leaf_16",0,0.657,0,0.4,0.737,0,0,0,0.657,0,0.628,0,0.695,0,0,0.741,0.4,0,0.657,0
"leaf_17",0,0.4,0,0.695,0.4,0,0,0,0.4,0,0.4,0,0.4,0,0,0.4,0.74,0,0.4,0
"leaf_18",0.718,0,0.607,0,0,0.718,0.312,0.67,0,0.608,0,0.67,0,0.67,0.67,0,0,0.74,0,0.667
"leaf_19",0,0.73,0,0.4,0.657,0,0,0,0.73,0,0.628,0,0.657,0,0,0.657,0.4,0,0.741,0
"leaf_20",0.667,0,0.607,0,0,0.667,0.312,0.667,0,0.608,0,0.667,0,0.667,0.667,0,0,0.667,0,0.74
