"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",3.783,0,3.703,3.709,3.757,3.757,3.703,3.703,3.703,3.602,3.709,0,3.703,3.709,3.703,3.602,3.392,3.703,3.703,3.763
"leaf_2",0,3.781,0,0,0,0,0,0,0,0,0,3.747,0,0,0,0,0,0,0,0
"leaf_3",3.703,0,3.781,3.703,3.703,3.703,3.739,3.764,3.739,3.602,3.703,0,3.764,3.703,3.747,3.602,3.392,3.732,3.764,3.703
"leaf_4",3.709,0,3.703,3.783,3.709,3.709,3.703,3.703,3.703,3.602,3.723,0,3.703,3.773,3.703,3.602,3.392,3.703,3.703,3.709
"leaf_5",3.757,0,3.703,3.709,3.783,3.758,3.703,3.703,3.703,3.602,3.709,0,3.703,3.709,3.703,3.602,3.392,3.703,3.703,3.757
"leaf_6",3.757,0,3.703,3.709,3.758,3.783,3.703,3.703,3.703,3.602,3.709,0,3.703,3.709,3.703,3.602,3.392,3.703,3.703,3.757
"leaf_7",3.703,0,3.739,3.703,3.703,3.703,3.781,3.739,3.78,3.602,3.703,0,3.739,3.703,3.739,3.602,3.392,3.732,3.739,3.703
"leaf_8",3.703,0,3.764,3.703,3.703,3.703,3.739,3.781,3.739,3.602,3.703,0,3.768,3.703,3.747,3.602,3.392,3.732,3.769,3.703
"leaf_9",3.703,0,3.739,3.703,3.703,3.703,3.78,3.739,3.781,3.602,3.703,0,3.739,3.703,3.739,3.602,3.392,3.732,3.739,3.703
"leaf_10",3.602,0,3.602,3.602,3.602,3.602,3.602,3.602,3.602,3.782,3.602,0,3.602,3.602,3.602,3.77,3.392,3.602,3.602,3.602
"leaf_11",3.709,0,3.703,3.723,3.709,3.709,3.703,3.703,3.703,3.602,3.783,0,3.703,3.723,3.703,3.602,3.392,3.703,3.703,3.709
"leaf_12",0,3.747,0,0,0,0,0,0,0,0,0,3.781,0,0,0,0,0,0,0,0
"leaf_13",3.703,0,3.764,3.703,3.703,3.703,3.739,3.768,3.739,3.602,3.703,0,3.781,3.703,3.747,3.602,3.392,3.732,3.768,3.703
"leaf_14",3.709,0,3.703,3.773,3.709,3.709,3.703,3.703,3.703,3.602,3.723,0,3.703,3.783,3.703,3.602,3.392,3.703,3.703,3.709
"leaf_15",3.703,0,3.747,3.703,3.703,3.703,3.739,3.747,3.739,3.602,3.703,0,3.747,3.703,3.782,3.602,3.392,3.732,3.747,3.703
"leaf_16",3.602,0,3.602,3.602,3.602,3.602,3.602,3.602,3.602,3.77,3.602,0,3.602,3.602,3.602,3.782,3.392,3.602,3.602,3.602
"leaf_17",3.392,0,3.392,3.392,3.392,3.392,3.392,3.392,3.392,3.392,3.392,0,3.392,3.392,3.392,3.392,3.782,3.392,3.392,3.392
"leaf_18",3.703,0,3.732,3.703,3.703,3.703,3.732,3.732,3.732,3.602,3.703,0,3.732,3.703,3.732,3.602,3.392,3.782,3.732,3.703
"leaf_19",3.703,0,3.764,3.703,3.703,3.703,3.739,3.769,3.739,3.602,3.703,0,3.768,3.703,3.747,3.602,3.392,3.732,3.781,3.703
"leaf_20",3.763,0,3.703,3.709,3.757,3.757,3.703,3.703,3.703,3.602,3.709,0,3.703,3.709,3.703,3.602,3.392,3.703,3.703,3.783
