	leaf_19	leaf_2	leaf_5	leaf_12	leaf_11	leaf_15	leaf_20	leaf_9	leaf_14	leaf_1	leaf_13	leaf_4	leaf_10	leaf_3	leaf_7	leaf_17	leaf_6	leaf_18	leaf_8	leaf_16
leaf_19	0.881	0.849	0.849	0.849	0.849	0.849	0.35	0.35	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_2	0.849	0.881	0.876	0.851	0.851	0.851	0.35	0.35	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_5	0.849	0.876	0.881	0.851	0.851	0.851	0.35	0.35	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_12	0.849	0.851	0.851	0.88	0.854	0.854	0.35	0.35	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_11	0.849	0.851	0.851	0.854	0.88	0.879	0.35	0.35	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_15	0.849	0.851	0.851	0.854	0.879	0.88	0.35	0.35	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	0.35	0.35	0.35	0.35	0.35	0.35	0.881	0.46399999999999997	0.46399999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_9	0.35	0.35	0.35	0.35	0.35	0.35	0.46399999999999997	0.88	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_14	0.35	0.35	0.35	0.35	0.35	0.35	0.46399999999999997	0.71	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.881	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231
leaf_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.8809999999999999	0.536	0.536	0.536	0.536	0.536	0.536	0.536	0.536	0.536
leaf_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.536	0.881	0.801	0.801	0.801	0.801	0.801	0.801	0.801	0.801
leaf_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.536	0.801	0.88	0.867	0.867	0.867	0.867	0.867	0.8290000000000001	0.8290000000000001
leaf_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.536	0.801	0.867	0.88	0.874	0.867	0.867	0.867	0.8290000000000001	0.8290000000000001
leaf_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.536	0.801	0.867	0.874	0.88	0.867	0.867	0.867	0.8290000000000001	0.8290000000000001
leaf_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.536	0.801	0.867	0.867	0.867	0.88	0.87	0.87	0.8290000000000001	0.8290000000000001
leaf_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.536	0.801	0.867	0.867	0.867	0.87	0.879	0.878	0.8290000000000001	0.8290000000000001
leaf_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.536	0.801	0.867	0.867	0.867	0.87	0.878	0.879	0.8290000000000001	0.8290000000000001
leaf_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.536	0.801	0.8290000000000001	0.8290000000000001	0.8290000000000001	0.8290000000000001	0.8290000000000001	0.8290000000000001	0.88	0.855
leaf_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.231	0.536	0.801	0.8290000000000001	0.8290000000000001	0.8290000000000001	0.8290000000000001	0.8290000000000001	0.8290000000000001	0.855	0.88
