"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.334,1.004,1.034,1.004,0,1.141,1.141,1.141,0.869,0,1.329,1.329,1.034,1.141,0.869,0,0.869,1.004,1.141,0.869
"leaf_2",1.004,1.333,1.004,1.213,0,1.004,1.004,1.004,0.869,0,1.004,1.004,1.004,1.004,0.869,0,0.869,1.213,1.004,0.869
"leaf_3",1.034,1.004,1.333,1.004,0,1.034,1.034,1.034,0.869,0,1.034,1.034,1.257,1.034,0.869,0,0.869,1.004,1.034,0.869
"leaf_4",1.004,1.213,1.004,1.333,0,1.004,1.004,1.004,0.869,0,1.004,1.004,1.004,1.004,0.869,0,0.869,1.322,1.004,0.869
"leaf_5",0,0,0,0,1.333,0,0,0,0,1.323,0,0,0,0,0,1.054,0,0,0,0
"leaf_6",1.141,1.004,1.034,1.004,0,1.333,1.264,1.305,0.869,0,1.141,1.141,1.034,1.276,0.869,0,0.869,1.004,1.32,0.869
"leaf_7",1.141,1.004,1.034,1.004,0,1.264,1.333,1.264,0.869,0,1.141,1.141,1.034,1.264,0.869,0,0.869,1.004,1.264,0.869
"leaf_8",1.141,1.004,1.034,1.004,0,1.305,1.264,1.333,0.869,0,1.141,1.141,1.034,1.276,0.869,0,0.869,1.004,1.305,0.869
"leaf_9",0.869,0.869,0.869,0.869,0,0.869,0.869,0.869,1.332,0,0.869,0.869,0.869,0.869,1.244,0,1.244,0.869,0.869,1.239
"leaf_10",0,0,0,0,1.323,0,0,0,0,1.333,0,0,0,0,0,1.054,0,0,0,0
"leaf_11",1.329,1.004,1.034,1.004,0,1.141,1.141,1.141,0.869,0,1.334,1.333,1.034,1.141,0.869,0,0.869,1.004,1.141,0.869
"leaf_12",1.329,1.004,1.034,1.004,0,1.141,1.141,1.141,0.869,0,1.333,1.334,1.034,1.141,0.869,0,0.869,1.004,1.141,0.869
"leaf_13",1.034,1.004,1.257,1.004,0,1.034,1.034,1.034,0.869,0,1.034,1.034,1.333,1.034,0.869,0,0.869,1.004,1.034,0.869
"leaf_14",1.141,1.004,1.034,1.004,0,1.276,1.264,1.276,0.869,0,1.141,1.141,1.034,1.333,0.869,0,0.869,1.004,1.276,0.869
"leaf_15",0.869,0.869,0.869,0.869,0,0.869,0.869,0.869,1.244,0,0.869,0.869,0.869,0.869,1.332,0,1.325,0.869,0.869,1.239
"leaf_16",0,0,0,0,1.054,0,0,0,0,1.054,0,0,0,0,0,1.333,0,0,0,0
"leaf_17",0.869,0.869,0.869,0.869,0,0.869,0.869,0.869,1.244,0,0.869,0.869,0.869,0.869,1.325,0,1.332,0.869,0.869,1.239
"leaf_18",1.004,1.213,1.004,1.322,0,1.004,1.004,1.004,0.869,0,1.004,1.004,1.004,1.004,0.869,0,0.869,1.333,1.004,0.869
"leaf_19",1.141,1.004,1.034,1.004,0,1.32,1.264,1.305,0.869,0,1.141,1.141,1.034,1.276,0.869,0,0.869,1.004,1.333,0.869
"leaf_20",0.869,0.869,0.869,0.869,0,0.869,0.869,0.869,1.239,0,0.869,0.869,0.869,0.869,1.239,0,1.239,0.869,0.869,1.333
