"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.568,0,0,0,0.551,0,0.514,0,0,0,0.567,0,0.514,0,0,0.514,0.211,0,0,0.538
"leaf_2",0,0.567,0.559,0.307,0,0.1,0,0.307,0.307,0.307,0,0.511,0,0.307,0.307,0,0,0.307,0.562,0
"leaf_3",0,0.559,0.567,0.307,0,0.1,0,0.307,0.307,0.307,0,0.511,0,0.307,0.307,0,0,0.307,0.559,0
"leaf_4",0,0.307,0.307,0.567,0,0.1,0,0.519,0.317,0.317,0,0.307,0,0.525,0.317,0,0,0.519,0.307,0
"leaf_5",0.551,0,0,0,0.568,0,0.514,0,0,0,0.551,0,0.514,0,0,0.514,0.211,0,0,0.538
"leaf_6",0,0.1,0.1,0.1,0,0.567,0,0.1,0.1,0.1,0,0.1,0,0.1,0.1,0,0,0.1,0.1,0
"leaf_7",0.514,0,0,0,0.514,0,0.568,0,0,0,0.514,0,0.562,0,0,0.526,0.211,0,0,0.514
"leaf_8",0,0.307,0.307,0.519,0,0.1,0,0.567,0.317,0.317,0,0.307,0,0.519,0.317,0,0,0.525,0.307,0
"leaf_9",0,0.307,0.307,0.317,0,0.1,0,0.317,0.567,0.452,0,0.307,0,0.317,0.469,0,0,0.317,0.307,0
"leaf_10",0,0.307,0.307,0.317,0,0.1,0,0.317,0.452,0.567,0,0.307,0,0.317,0.452,0,0,0.317,0.307,0
"leaf_11",0.567,0,0,0,0.551,0,0.514,0,0,0,0.568,0,0.514,0,0,0.514,0.211,0,0,0.538
"leaf_12",0,0.511,0.511,0.307,0,0.1,0,0.307,0.307,0.307,0,0.567,0,0.307,0.307,0,0,0.307,0.511,0
"leaf_13",0.514,0,0,0,0.514,0,0.562,0,0,0,0.514,0,0.568,0,0,0.526,0.211,0,0,0.514
"leaf_14",0,0.307,0.307,0.525,0,0.1,0,0.519,0.317,0.317,0,0.307,0,0.567,0.317,0,0,0.519,0.307,0
"leaf_15",0,0.307,0.307,0.317,0,0.1,0,0.317,0.469,0.452,0,0.307,0,0.317,0.567,0,0,0.317,0.307,0
"leaf_16",0.514,0,0,0,0.514,0,0.526,0,0,0,0.514,0,0.526,0,0,0.568,0.211,0,0,0.514
"leaf_17",0.211,0,0,0,0.211,0,0.211,0,0,0,0.211,0,0.211,0,0,0.211,0.567,0,0,0.211
"leaf_18",0,0.307,0.307,0.519,0,0.1,0,0.525,0.317,0.317,0,0.307,0,0.519,0.317,0,0,0.567,0.307,0
"leaf_19",0,0.562,0.559,0.307,0,0.1,0,0.307,0.307,0.307,0,0.511,0,0.307,0.307,0,0,0.307,0.567,0
"leaf_20",0.538,0,0,0,0.538,0,0.514,0,0,0,0.538,0,0.514,0,0,0.514,0.211,0,0,0.568
