"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.375,1.247,1.247,1.086,1.086,0.917,0.917,1.247,1.111,1.247,1.086,1.247,0,1.086,1.34,1.346,1.111,1.374,1.158,1.086
"leaf_2",1.247,1.374,1.313,1.086,1.086,0.917,0.917,1.313,1.111,1.31,1.086,1.36,0,1.086,1.247,1.247,1.111,1.247,1.158,1.086
"leaf_3",1.247,1.313,1.374,1.086,1.086,0.917,0.917,1.36,1.111,1.31,1.086,1.313,0,1.086,1.247,1.247,1.111,1.247,1.158,1.086
"leaf_4",1.086,1.086,1.086,1.375,1.264,0.917,0.917,1.086,1.086,1.086,1.264,1.086,0,1.264,1.086,1.086,1.086,1.086,1.086,1.264
"leaf_5",1.086,1.086,1.086,1.264,1.375,0.917,0.917,1.086,1.086,1.086,1.357,1.086,0,1.357,1.086,1.086,1.086,1.086,1.086,1.281
"leaf_6",0.917,0.917,0.917,0.917,0.917,1.374,1.323,0.917,0.917,0.917,0.917,0.917,0,0.917,0.917,0.917,0.917,0.917,0.917,0.917
"leaf_7",0.917,0.917,0.917,0.917,0.917,1.323,1.374,0.917,0.917,0.917,0.917,0.917,0,0.917,0.917,0.917,0.917,0.917,0.917,0.917
"leaf_8",1.247,1.313,1.36,1.086,1.086,0.917,0.917,1.374,1.111,1.31,1.086,1.313,0,1.086,1.247,1.247,1.111,1.247,1.158,1.086
"leaf_9",1.111,1.111,1.111,1.086,1.086,0.917,0.917,1.111,1.375,1.111,1.086,1.111,0,1.086,1.111,1.111,1.359,1.111,1.111,1.086
"leaf_10",1.247,1.31,1.31,1.086,1.086,0.917,0.917,1.31,1.111,1.375,1.086,1.31,0,1.086,1.247,1.247,1.111,1.247,1.158,1.086
"leaf_11",1.086,1.086,1.086,1.264,1.357,0.917,0.917,1.086,1.086,1.086,1.375,1.086,0,1.372,1.086,1.086,1.086,1.086,1.086,1.281
"leaf_12",1.247,1.36,1.313,1.086,1.086,0.917,0.917,1.313,1.111,1.31,1.086,1.374,0,1.086,1.247,1.247,1.111,1.247,1.158,1.086
"leaf_13",0,0,0,0,0,0,0,0,0,0,0,0,1.375,0,0,0,0,0,0,0
"leaf_14",1.086,1.086,1.086,1.264,1.357,0.917,0.917,1.086,1.086,1.086,1.372,1.086,0,1.375,1.086,1.086,1.086,1.086,1.086,1.281
"leaf_15",1.34,1.247,1.247,1.086,1.086,0.917,0.917,1.247,1.111,1.247,1.086,1.247,0,1.086,1.375,1.34,1.111,1.34,1.158,1.086
"leaf_16",1.346,1.247,1.247,1.086,1.086,0.917,0.917,1.247,1.111,1.247,1.086,1.247,0,1.086,1.34,1.375,1.111,1.346,1.158,1.086
"leaf_17",1.111,1.111,1.111,1.086,1.086,0.917,0.917,1.111,1.359,1.111,1.086,1.111,0,1.086,1.111,1.111,1.375,1.111,1.111,1.086
"leaf_18",1.374,1.247,1.247,1.086,1.086,0.917,0.917,1.247,1.111,1.247,1.086,1.247,0,1.086,1.34,1.346,1.111,1.375,1.158,1.086
"leaf_19",1.158,1.158,1.158,1.086,1.086,0.917,0.917,1.158,1.111,1.158,1.086,1.158,0,1.086,1.158,1.158,1.111,1.158,1.375,1.086
"leaf_20",1.086,1.086,1.086,1.264,1.281,0.917,0.917,1.086,1.086,1.086,1.281,1.086,0,1.281,1.086,1.086,1.086,1.086,1.086,1.375
