	leaf_17	leaf_15	leaf_2	leaf_3	leaf_16	leaf_13	leaf_7	leaf_10	leaf_19	leaf_4	leaf_5	leaf_1	leaf_14	leaf_9	leaf_11	leaf_18	leaf_20	leaf_6	leaf_8	leaf_12
leaf_17	1.1300000000000001	1.048	1.048	1.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_15	1.048	1.129	1.11	1.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_2	1.048	1.11	1.129	1.1260000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_3	1.048	1.11	1.1260000000000001	1.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_16	0.0	0.0	0.0	0.0	1.13	1.107	1.107	1.107	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573
leaf_13	0.0	0.0	0.0	0.0	1.107	1.129	1.107	1.107	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573
leaf_7	0.0	0.0	0.0	0.0	1.107	1.107	1.129	1.1280000000000001	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573
leaf_10	0.0	0.0	0.0	0.0	1.107	1.107	1.1280000000000001	1.129	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573
leaf_19	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	1.129	0.8999999999999999	0.8999999999999999	0.8999999999999999	0.8999999999999999	0.8999999999999999	0.8999999999999999	0.8999999999999999	0.8999999999999999	0.8999999999999999	0.8999999999999999	0.8999999999999999
leaf_4	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	1.129	1.112	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999
leaf_5	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	1.112	1.129	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999	0.9219999999999999
leaf_1	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	0.9219999999999999	0.9219999999999999	1.13	1.1019999999999999	0.95	0.95	0.95	0.95	0.95	0.95	0.95
leaf_14	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	0.9219999999999999	0.9219999999999999	1.1019999999999999	1.13	0.95	0.95	0.95	0.95	0.95	0.95	0.95
leaf_9	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	0.9219999999999999	0.9219999999999999	0.95	0.95	1.13	1.0659999999999998	1.0659999999999998	1.0659999999999998	1.0659999999999998	1.0659999999999998	1.0659999999999998
leaf_11	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	0.9219999999999999	0.9219999999999999	0.95	0.95	1.0659999999999998	1.13	1.068	1.068	1.068	1.068	1.068
leaf_18	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	0.9219999999999999	0.9219999999999999	0.95	0.95	1.0659999999999998	1.068	1.13	1.124	1.101	1.101	1.101
leaf_20	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	0.9219999999999999	0.9219999999999999	0.95	0.95	1.0659999999999998	1.068	1.124	1.13	1.101	1.101	1.101
leaf_6	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	0.9219999999999999	0.9219999999999999	0.95	0.95	1.0659999999999998	1.068	1.101	1.101	1.13	1.105	1.105
leaf_8	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	0.9219999999999999	0.9219999999999999	0.95	0.95	1.0659999999999998	1.068	1.101	1.101	1.105	1.13	1.125
leaf_12	0.0	0.0	0.0	0.0	0.573	0.573	0.573	0.573	0.8999999999999999	0.9219999999999999	0.9219999999999999	0.95	0.95	1.0659999999999998	1.068	1.101	1.101	1.105	1.125	1.13
