	leaf_1	leaf_11	leaf_14	leaf_10	leaf_18	leaf_20	leaf_5	leaf_13	leaf_2	leaf_17	leaf_6	leaf_12	leaf_16	leaf_15	leaf_3	leaf_4	leaf_8	leaf_19	leaf_7	leaf_9
leaf_1	0.67	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_11	0.535	0.67	0.639	0.549	0.549	0.549	0.549	0.549	0.549	0.549	0.549	0.549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_14	0.535	0.639	0.67	0.549	0.549	0.549	0.549	0.549	0.549	0.549	0.549	0.549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_10	0.535	0.549	0.549	0.67	0.652	0.652	0.597	0.597	0.597	0.597	0.597	0.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_18	0.535	0.549	0.549	0.652	0.67	0.665	0.597	0.597	0.597	0.597	0.597	0.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	0.535	0.549	0.549	0.652	0.665	0.67	0.597	0.597	0.597	0.597	0.597	0.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_5	0.535	0.549	0.549	0.597	0.597	0.597	0.67	0.637	0.637	0.637	0.637	0.637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_13	0.535	0.549	0.549	0.597	0.597	0.597	0.637	0.67	0.667	0.667	0.644	0.644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_2	0.535	0.549	0.549	0.597	0.597	0.597	0.637	0.667	0.67	0.669	0.644	0.644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_17	0.535	0.549	0.549	0.597	0.597	0.597	0.637	0.667	0.669	0.67	0.644	0.644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_6	0.535	0.549	0.549	0.597	0.597	0.597	0.637	0.644	0.644	0.644	0.671	0.654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_12	0.535	0.549	0.549	0.597	0.597	0.597	0.637	0.644	0.644	0.644	0.654	0.671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6699999999999999	0.43	0.43	0.43	0.43	0.43	0.43	0.43
leaf_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.6699999999999999	0.643	0.643	0.627	0.627	0.627	0.627
leaf_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.643	0.6699999999999999	0.647	0.627	0.627	0.627	0.627
leaf_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.643	0.647	0.6699999999999999	0.627	0.627	0.627	0.627
leaf_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.627	0.627	0.627	0.67	0.629	0.629	0.629
leaf_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.627	0.627	0.627	0.629	0.67	0.657	0.657
leaf_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.627	0.627	0.627	0.629	0.657	0.67	0.668
leaf_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.627	0.627	0.627	0.629	0.657	0.668	0.67
