	leaf_5	leaf_10	leaf_20	leaf_11	leaf_9	leaf_6	leaf_18	leaf_16	leaf_8	leaf_15	leaf_14	leaf_1	leaf_13	leaf_2	leaf_7	leaf_3	leaf_17	leaf_12	leaf_4	leaf_19
leaf_5	1.613	1.544	1.544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_10	1.544	1.613	1.611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	1.544	1.611	1.613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_11	0.0	0.0	0.0	1.612	1.569	1.569	1.569	1.42	1.42	1.42	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185
leaf_9	0.0	0.0	0.0	1.569	1.612	1.604	1.604	1.42	1.42	1.42	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185
leaf_6	0.0	0.0	0.0	1.569	1.604	1.612	1.607	1.42	1.42	1.42	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185
leaf_18	0.0	0.0	0.0	1.569	1.604	1.607	1.612	1.42	1.42	1.42	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185
leaf_16	0.0	0.0	0.0	1.42	1.42	1.42	1.42	1.611	1.557	1.557	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185
leaf_8	0.0	0.0	0.0	1.42	1.42	1.42	1.42	1.557	1.612	1.6	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185
leaf_15	0.0	0.0	0.0	1.42	1.42	1.42	1.42	1.557	1.6	1.612	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185
leaf_14	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.612	1.588	1.588	1.588	1.588	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001
leaf_1	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.588	1.612	1.592	1.592	1.592	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001
leaf_13	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.588	1.592	1.612	1.604	1.604	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001
leaf_2	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.588	1.592	1.604	1.612	1.6110000000000002	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001
leaf_7	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.588	1.592	1.604	1.6110000000000002	1.612	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001
leaf_3	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.612	1.565	1.565	1.565	1.565
leaf_17	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.565	1.611	1.572	1.572	1.572
leaf_12	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.565	1.572	1.611	1.601	1.601
leaf_4	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.565	1.572	1.601	1.611	1.601
leaf_19	0.0	0.0	0.0	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.2590000000000001	1.565	1.572	1.601	1.601	1.611
