	leaf_5	leaf_18	leaf_20	leaf_1	leaf_7	leaf_3	leaf_12	leaf_16	leaf_17	leaf_8	leaf_19	leaf_2	leaf_13	leaf_6	leaf_9	leaf_4	leaf_15	leaf_11	leaf_10	leaf_14
leaf_5	1.5999999999999999	1.539	1.539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_18	1.539	1.5999999999999999	1.547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	1.539	1.547	1.5999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_1	0.0	0.0	0.0	1.6	1.42	1.42	1.42	1.42	1.42	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983
leaf_7	0.0	0.0	0.0	1.42	1.6	1.425	1.425	1.425	1.425	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983
leaf_3	0.0	0.0	0.0	1.42	1.425	1.6	1.589	1.576	1.576	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983
leaf_12	0.0	0.0	0.0	1.42	1.425	1.589	1.6	1.576	1.576	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983
leaf_16	0.0	0.0	0.0	1.42	1.425	1.576	1.576	1.6	1.5859999999999999	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983
leaf_17	0.0	0.0	0.0	1.42	1.425	1.576	1.576	1.5859999999999999	1.6	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983
leaf_8	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.601	1.5779999999999998	1.5779999999999998	1.5779999999999998	1.289	1.289	1.289	1.289	1.289	1.289	1.289
leaf_19	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.5779999999999998	1.601	1.58	1.58	1.289	1.289	1.289	1.289	1.289	1.289	1.289
leaf_2	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.5779999999999998	1.58	1.601	1.6	1.289	1.289	1.289	1.289	1.289	1.289	1.289
leaf_13	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.5779999999999998	1.58	1.6	1.601	1.289	1.289	1.289	1.289	1.289	1.289	1.289
leaf_6	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.289	1.289	1.289	1.289	1.601	1.514	1.514	1.514	1.514	1.514	1.514
leaf_9	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.289	1.289	1.289	1.289	1.514	1.6	1.5190000000000001	1.5190000000000001	1.5190000000000001	1.5190000000000001	1.5190000000000001
leaf_4	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.289	1.289	1.289	1.289	1.514	1.5190000000000001	1.6	1.528	1.528	1.528	1.528
leaf_15	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.289	1.289	1.289	1.289	1.514	1.5190000000000001	1.528	1.6	1.568	1.568	1.568
leaf_11	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.289	1.289	1.289	1.289	1.514	1.5190000000000001	1.528	1.568	1.6	1.5739999999999998	1.5739999999999998
leaf_10	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.289	1.289	1.289	1.289	1.514	1.5190000000000001	1.528	1.568	1.5739999999999998	1.6	1.593
leaf_14	0.0	0.0	0.0	0.983	0.983	0.983	0.983	0.983	0.983	1.289	1.289	1.289	1.289	1.514	1.5190000000000001	1.528	1.568	1.5739999999999998	1.593	1.6
