	leaf_2	leaf_12	leaf_17	leaf_10	leaf_16	leaf_18	leaf_7	leaf_9	leaf_15	leaf_3	leaf_13	leaf_8	leaf_19	leaf_1	leaf_20	leaf_5	leaf_6	leaf_11	leaf_4	leaf_14
leaf_2	3.7809999999999997	3.747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_12	3.747	3.7809999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_17	0.0	0.0	3.782	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392	3.392
leaf_10	0.0	0.0	3.392	3.782	3.77	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602
leaf_16	0.0	0.0	3.392	3.77	3.782	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602	3.602
leaf_18	0.0	0.0	3.392	3.602	3.602	3.782	3.7319999999999998	3.7319999999999998	3.7319999999999998	3.7319999999999998	3.7319999999999998	3.7319999999999998	3.7319999999999998	3.703	3.703	3.703	3.703	3.703	3.703	3.703
leaf_7	0.0	0.0	3.392	3.602	3.602	3.7319999999999998	3.7809999999999997	3.78	3.739	3.739	3.739	3.739	3.739	3.703	3.703	3.703	3.703	3.703	3.703	3.703
leaf_9	0.0	0.0	3.392	3.602	3.602	3.7319999999999998	3.78	3.7809999999999997	3.739	3.739	3.739	3.739	3.739	3.703	3.703	3.703	3.703	3.703	3.703	3.703
leaf_15	0.0	0.0	3.392	3.602	3.602	3.7319999999999998	3.739	3.739	3.782	3.747	3.747	3.747	3.747	3.703	3.703	3.703	3.703	3.703	3.703	3.703
leaf_3	0.0	0.0	3.392	3.602	3.602	3.7319999999999998	3.739	3.739	3.747	3.7809999999999997	3.764	3.764	3.764	3.703	3.703	3.703	3.703	3.703	3.703	3.703
leaf_13	0.0	0.0	3.392	3.602	3.602	3.7319999999999998	3.739	3.739	3.747	3.764	3.7809999999999997	3.768	3.768	3.703	3.703	3.703	3.703	3.703	3.703	3.703
leaf_8	0.0	0.0	3.392	3.602	3.602	3.7319999999999998	3.739	3.739	3.747	3.764	3.768	3.7809999999999997	3.769	3.703	3.703	3.703	3.703	3.703	3.703	3.703
leaf_19	0.0	0.0	3.392	3.602	3.602	3.7319999999999998	3.739	3.739	3.747	3.764	3.768	3.769	3.7809999999999997	3.703	3.703	3.703	3.703	3.703	3.703	3.703
leaf_1	0.0	0.0	3.392	3.602	3.602	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.783	3.763	3.7569999999999997	3.7569999999999997	3.709	3.709	3.709
leaf_20	0.0	0.0	3.392	3.602	3.602	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.763	3.783	3.7569999999999997	3.7569999999999997	3.709	3.709	3.709
leaf_5	0.0	0.0	3.392	3.602	3.602	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.7569999999999997	3.7569999999999997	3.783	3.758	3.709	3.709	3.709
leaf_6	0.0	0.0	3.392	3.602	3.602	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.7569999999999997	3.7569999999999997	3.758	3.783	3.709	3.709	3.709
leaf_11	0.0	0.0	3.392	3.602	3.602	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.709	3.709	3.709	3.709	3.783	3.723	3.723
leaf_4	0.0	0.0	3.392	3.602	3.602	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.709	3.709	3.709	3.709	3.723	3.783	3.7729999999999997
leaf_14	0.0	0.0	3.392	3.602	3.602	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.703	3.709	3.709	3.709	3.709	3.723	3.7729999999999997	3.783
