	leaf_18	leaf_6	leaf_9	leaf_20	leaf_3	leaf_17	leaf_19	leaf_1	leaf_2	leaf_12	leaf_5	leaf_13	leaf_15	leaf_16	leaf_10	leaf_11	leaf_4	leaf_7	leaf_8	leaf_14
leaf_18	1.071	1.042	1.042	1.03	1.03	1.03	0.923	0.923	0.923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_6	1.042	1.07	1.069	1.03	1.03	1.03	0.923	0.923	0.923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_9	1.042	1.069	1.07	1.03	1.03	1.03	0.923	0.923	0.923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	1.03	1.03	1.03	1.071	1.032	1.032	0.923	0.923	0.923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_3	1.03	1.03	1.03	1.032	1.072	1.053	0.923	0.923	0.923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_17	1.03	1.03	1.03	1.032	1.053	1.072	0.923	0.923	0.923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_19	0.923	0.923	0.923	0.923	0.923	0.923	1.0710000000000002	1.004	1.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_1	0.923	0.923	0.923	0.923	0.923	0.923	1.004	1.072	1.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_2	0.923	0.923	0.923	0.923	0.923	0.923	1.004	1.026	1.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.072	0.973	0.973	0.973	0.838	0.838	0.838	0.838	0.838	0.838	0.838
leaf_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.973	1.072	0.996	0.996	0.838	0.838	0.838	0.838	0.838	0.838	0.838
leaf_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.973	0.996	1.071	1.059	0.838	0.838	0.838	0.838	0.838	0.838	0.838
leaf_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.973	0.996	1.059	1.071	0.838	0.838	0.838	0.838	0.838	0.838	0.838
leaf_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.838	0.838	0.838	0.838	1.072	0.982	0.982	0.9129999999999999	0.9129999999999999	0.9129999999999999	0.9129999999999999
leaf_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.838	0.838	0.838	0.838	0.982	1.072	1.057	0.9129999999999999	0.9129999999999999	0.9129999999999999	0.9129999999999999
leaf_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.838	0.838	0.838	0.838	0.982	1.057	1.072	0.9129999999999999	0.9129999999999999	0.9129999999999999	0.9129999999999999
leaf_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.838	0.838	0.838	0.838	0.9129999999999999	0.9129999999999999	0.9129999999999999	1.072	0.945	0.945	0.945
leaf_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.838	0.838	0.838	0.838	0.9129999999999999	0.9129999999999999	0.9129999999999999	0.945	1.072	1.068	1.068
leaf_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.838	0.838	0.838	0.838	0.9129999999999999	0.9129999999999999	0.9129999999999999	0.945	1.068	1.072	1.071
leaf_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.838	0.838	0.838	0.838	0.9129999999999999	0.9129999999999999	0.9129999999999999	0.945	1.068	1.071	1.072
