	leaf_3	leaf_16	leaf_9	leaf_5	leaf_6	leaf_8	leaf_4	leaf_20	leaf_7	leaf_18	leaf_1	leaf_15	leaf_11	leaf_17	leaf_19	leaf_2	leaf_10	leaf_13	leaf_12	leaf_14
leaf_3	0.605	0.484	0.484	0.484	0.484	0.26	0.26	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_16	0.484	0.605	0.538	0.538	0.538	0.26	0.26	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_9	0.484	0.538	0.605	0.555	0.555	0.26	0.26	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_5	0.484	0.538	0.555	0.605	0.573	0.26	0.26	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_6	0.484	0.538	0.555	0.573	0.605	0.26	0.26	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_8	0.26	0.26	0.26	0.26	0.26	0.604	0.46599999999999997	0.46599999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_4	0.26	0.26	0.26	0.26	0.26	0.46599999999999997	0.604	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	0.26	0.26	0.26	0.26	0.26	0.46599999999999997	0.55	0.604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.605	0.576	0.093	0.093	0.093	0.093	0.093	0.093	0.093	0.093	0.093	0.093
leaf_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.576	0.605	0.093	0.093	0.093	0.093	0.093	0.093	0.093	0.093	0.093	0.093
leaf_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.605	0.593	0.586	0.586	0.586	0.586	0.586	0.492	0.492	0.492
leaf_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.593	0.605	0.586	0.586	0.586	0.586	0.586	0.492	0.492	0.492
leaf_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.586	0.586	0.604	0.594	0.586	0.586	0.586	0.492	0.492	0.492
leaf_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.586	0.586	0.594	0.604	0.586	0.586	0.586	0.492	0.492	0.492
leaf_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.586	0.586	0.586	0.586	0.604	0.586	0.586	0.492	0.492	0.492
leaf_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.586	0.586	0.586	0.586	0.586	0.604	0.603	0.492	0.492	0.492
leaf_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.586	0.586	0.586	0.586	0.586	0.603	0.604	0.492	0.492	0.492
leaf_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.605	0.5670000000000001	0.5670000000000001
leaf_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.5670000000000001	0.605	0.5700000000000001
leaf_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.093	0.093	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.5670000000000001	0.5700000000000001	0.605
