"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.799,0.644,0.581,0,0.606,0.64,0.644,0.644,0.64,0.581,0.644,0.708,0.64,0.64,0.64,0.798,0.606,0.64,0.64,0.64
"leaf_2",0.644,0.799,0.581,0,0.606,0.64,0.728,0.684,0.64,0.581,0.732,0.644,0.64,0.64,0.64,0.644,0.606,0.64,0.64,0.64
"leaf_3",0.581,0.581,0.798,0,0.581,0.581,0.581,0.581,0.581,0.636,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581
"leaf_4",0,0,0,0.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"leaf_5",0.606,0.606,0.581,0,0.799,0.606,0.606,0.606,0.606,0.581,0.606,0.606,0.606,0.606,0.606,0.606,0.793,0.606,0.606,0.606
"leaf_6",0.64,0.64,0.581,0,0.606,0.798,0.64,0.64,0.747,0.581,0.64,0.64,0.707,0.747,0.747,0.64,0.606,0.788,0.747,0.747
"leaf_7",0.644,0.728,0.581,0,0.606,0.64,0.799,0.684,0.64,0.581,0.728,0.644,0.64,0.64,0.64,0.644,0.606,0.64,0.64,0.64
"leaf_8",0.644,0.684,0.581,0,0.606,0.64,0.684,0.799,0.64,0.581,0.684,0.644,0.64,0.64,0.64,0.644,0.606,0.64,0.64,0.64
"leaf_9",0.64,0.64,0.581,0,0.606,0.747,0.64,0.64,0.798,0.581,0.64,0.64,0.707,0.774,0.748,0.64,0.606,0.747,0.796,0.774
"leaf_10",0.581,0.581,0.636,0,0.581,0.581,0.581,0.581,0.581,0.798,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581,0.581
"leaf_11",0.644,0.732,0.581,0,0.606,0.64,0.728,0.684,0.64,0.581,0.799,0.644,0.64,0.64,0.64,0.644,0.606,0.64,0.64,0.64
"leaf_12",0.708,0.644,0.581,0,0.606,0.64,0.644,0.644,0.64,0.581,0.644,0.799,0.64,0.64,0.64,0.708,0.606,0.64,0.64,0.64
"leaf_13",0.64,0.64,0.581,0,0.606,0.707,0.64,0.64,0.707,0.581,0.64,0.64,0.799,0.707,0.707,0.64,0.606,0.707,0.707,0.707
"leaf_14",0.64,0.64,0.581,0,0.606,0.747,0.64,0.64,0.774,0.581,0.64,0.64,0.707,0.798,0.748,0.64,0.606,0.747,0.774,0.794
"leaf_15",0.64,0.64,0.581,0,0.606,0.747,0.64,0.64,0.748,0.581,0.64,0.64,0.707,0.748,0.798,0.64,0.606,0.747,0.748,0.748
"leaf_16",0.798,0.644,0.581,0,0.606,0.64,0.644,0.644,0.64,0.581,0.644,0.708,0.64,0.64,0.64,0.799,0.606,0.64,0.64,0.64
"leaf_17",0.606,0.606,0.581,0,0.793,0.606,0.606,0.606,0.606,0.581,0.606,0.606,0.606,0.606,0.606,0.606,0.799,0.606,0.606,0.606
"leaf_18",0.64,0.64,0.581,0,0.606,0.788,0.64,0.64,0.747,0.581,0.64,0.64,0.707,0.747,0.747,0.64,0.606,0.798,0.747,0.747
"leaf_19",0.64,0.64,0.581,0,0.606,0.747,0.64,0.64,0.796,0.581,0.64,0.64,0.707,0.774,0.748,0.64,0.606,0.747,0.798,0.774
"leaf_20",0.64,0.64,0.581,0,0.606,0.747,0.64,0.64,0.774,0.581,0.64,0.64,0.707,0.794,0.748,0.64,0.606,0.747,0.774,0.798
