"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.809,0.236,0.606,0.236,0.236,0.236,0.236,0.236,0.236,0.737,0,0.236,0.236,0.236,0,0.737,0.236,0.236,0.236,0.808
"leaf_2",0.236,0.81,0.236,0.697,0.697,0.757,0.806,0.699,0.757,0.236,0,0.795,0.508,0.508,0,0.236,0.699,0.699,0.794,0.236
"leaf_3",0.606,0.236,0.809,0.236,0.236,0.236,0.236,0.236,0.236,0.606,0,0.236,0.236,0.236,0,0.606,0.236,0.236,0.236,0.606
"leaf_4",0.236,0.697,0.236,0.81,0.731,0.697,0.697,0.697,0.697,0.236,0,0.697,0.508,0.508,0,0.236,0.697,0.697,0.697,0.236
"leaf_5",0.236,0.697,0.236,0.731,0.81,0.697,0.697,0.697,0.697,0.236,0,0.697,0.508,0.508,0,0.236,0.697,0.697,0.697,0.236
"leaf_6",0.236,0.757,0.236,0.697,0.697,0.81,0.757,0.699,0.802,0.236,0,0.757,0.508,0.508,0,0.236,0.699,0.699,0.757,0.236
"leaf_7",0.236,0.806,0.236,0.697,0.697,0.757,0.81,0.699,0.757,0.236,0,0.795,0.508,0.508,0,0.236,0.699,0.699,0.794,0.236
"leaf_8",0.236,0.699,0.236,0.697,0.697,0.699,0.699,0.81,0.699,0.236,0,0.699,0.508,0.508,0,0.236,0.804,0.772,0.699,0.236
"leaf_9",0.236,0.757,0.236,0.697,0.697,0.802,0.757,0.699,0.81,0.236,0,0.757,0.508,0.508,0,0.236,0.699,0.699,0.757,0.236
"leaf_10",0.737,0.236,0.606,0.236,0.236,0.236,0.236,0.236,0.236,0.809,0,0.236,0.236,0.236,0,0.803,0.236,0.236,0.236,0.737
"leaf_11",0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0.768,0,0,0,0,0
"leaf_12",0.236,0.795,0.236,0.697,0.697,0.757,0.795,0.699,0.757,0.236,0,0.81,0.508,0.508,0,0.236,0.699,0.699,0.794,0.236
"leaf_13",0.236,0.508,0.236,0.508,0.508,0.508,0.508,0.508,0.508,0.236,0,0.508,0.81,0.776,0,0.236,0.508,0.508,0.508,0.236
"leaf_14",0.236,0.508,0.236,0.508,0.508,0.508,0.508,0.508,0.508,0.236,0,0.508,0.776,0.81,0,0.236,0.508,0.508,0.508,0.236
"leaf_15",0,0,0,0,0,0,0,0,0,0,0.768,0,0,0,0.81,0,0,0,0,0
"leaf_16",0.737,0.236,0.606,0.236,0.236,0.236,0.236,0.236,0.236,0.803,0,0.236,0.236,0.236,0,0.809,0.236,0.236,0.236,0.737
"leaf_17",0.236,0.699,0.236,0.697,0.697,0.699,0.699,0.804,0.699,0.236,0,0.699,0.508,0.508,0,0.236,0.81,0.772,0.699,0.236
"leaf_18",0.236,0.699,0.236,0.697,0.697,0.699,0.699,0.772,0.699,0.236,0,0.699,0.508,0.508,0,0.236,0.772,0.81,0.699,0.236
"leaf_19",0.236,0.794,0.236,0.697,0.697,0.757,0.794,0.699,0.757,0.236,0,0.794,0.508,0.508,0,0.236,0.699,0.699,0.81,0.236
"leaf_20",0.808,0.236,0.606,0.236,0.236,0.236,0.236,0.236,0.236,0.737,0,0.236,0.236,0.236,0,0.737,0.236,0.236,0.236,0.809
