"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.699,0.501,0.336,0.336,0.527,0.697,0,0.336,0.527,0.501,0.336,0.679,0.549,0.336,0,0.472,0.527,0.336,0.336,0.549
"leaf_2",0.501,0.7,0.336,0.336,0.501,0.501,0,0.336,0.501,0.623,0.336,0.501,0.501,0.336,0,0.472,0.501,0.336,0.336,0.501
"leaf_3",0.336,0.336,0.699,0.693,0.336,0.336,0,0.657,0.336,0.336,0.665,0.336,0.336,0.657,0,0.336,0.336,0.665,0.657,0.336
"leaf_4",0.336,0.336,0.693,0.699,0.336,0.336,0,0.657,0.336,0.336,0.665,0.336,0.336,0.657,0,0.336,0.336,0.665,0.657,0.336
"leaf_5",0.527,0.501,0.336,0.336,0.699,0.527,0,0.336,0.697,0.501,0.336,0.527,0.527,0.336,0,0.472,0.598,0.336,0.336,0.527
"leaf_6",0.697,0.501,0.336,0.336,0.527,0.699,0,0.336,0.527,0.501,0.336,0.679,0.549,0.336,0,0.472,0.527,0.336,0.336,0.549
"leaf_7",0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0.695,0,0,0,0,0
"leaf_8",0.336,0.336,0.657,0.657,0.336,0.336,0,0.699,0.336,0.336,0.657,0.336,0.336,0.698,0,0.336,0.336,0.657,0.68,0.336
"leaf_9",0.527,0.501,0.336,0.336,0.697,0.527,0,0.336,0.699,0.501,0.336,0.527,0.527,0.336,0,0.472,0.598,0.336,0.336,0.527
"leaf_10",0.501,0.623,0.336,0.336,0.501,0.501,0,0.336,0.501,0.7,0.336,0.501,0.501,0.336,0,0.472,0.501,0.336,0.336,0.501
"leaf_11",0.336,0.336,0.665,0.665,0.336,0.336,0,0.657,0.336,0.336,0.698,0.336,0.336,0.657,0,0.336,0.336,0.696,0.657,0.336
"leaf_12",0.679,0.501,0.336,0.336,0.527,0.679,0,0.336,0.527,0.501,0.336,0.699,0.549,0.336,0,0.472,0.527,0.336,0.336,0.549
"leaf_13",0.549,0.501,0.336,0.336,0.527,0.549,0,0.336,0.527,0.501,0.336,0.549,0.7,0.336,0,0.472,0.527,0.336,0.336,0.597
"leaf_14",0.336,0.336,0.657,0.657,0.336,0.336,0,0.698,0.336,0.336,0.657,0.336,0.336,0.699,0,0.336,0.336,0.657,0.68,0.336
"leaf_15",0,0,0,0,0,0,0.695,0,0,0,0,0,0,0,0.698,0,0,0,0,0
"leaf_16",0.472,0.472,0.336,0.336,0.472,0.472,0,0.336,0.472,0.472,0.336,0.472,0.472,0.336,0,0.699,0.472,0.336,0.336,0.472
"leaf_17",0.527,0.501,0.336,0.336,0.598,0.527,0,0.336,0.598,0.501,0.336,0.527,0.527,0.336,0,0.472,0.699,0.336,0.336,0.527
"leaf_18",0.336,0.336,0.665,0.665,0.336,0.336,0,0.657,0.336,0.336,0.696,0.336,0.336,0.657,0,0.336,0.336,0.698,0.657,0.336
"leaf_19",0.336,0.336,0.657,0.657,0.336,0.336,0,0.68,0.336,0.336,0.657,0.336,0.336,0.68,0,0.336,0.336,0.657,0.699,0.336
"leaf_20",0.549,0.501,0.336,0.336,0.527,0.549,0,0.336,0.527,0.501,0.336,0.549,0.597,0.336,0,0.472,0.527,0.336,0.336,0.7
