"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.739,0.554,0,0.554,0,0,0.554,0.554,0,0,0.148,0,0,0.148,0.148,0.148,0.148,0.554,0.554,0.148
"leaf_2",0.554,0.74,0,0.56,0,0,0.72,0.719,0,0,0.148,0,0,0.148,0.148,0.148,0.148,0.56,0.719,0.148
"leaf_3",0,0,0.739,0,0.486,0.693,0,0,0.693,0.486,0,0.693,0.693,0,0,0,0,0,0,0
"leaf_4",0.554,0.56,0,0.74,0,0,0.56,0.56,0,0,0.148,0,0,0.148,0.148,0.148,0.148,0.737,0.56,0.148
"leaf_5",0,0,0.486,0,0.739,0.486,0,0,0.486,0.616,0,0.486,0.486,0,0,0,0,0,0,0
"leaf_6",0,0,0.693,0,0.486,0.739,0,0,0.709,0.486,0,0.709,0.709,0,0,0,0,0,0,0
"leaf_7",0.554,0.72,0,0.56,0,0,0.74,0.719,0,0,0.148,0,0,0.148,0.148,0.148,0.148,0.56,0.719,0.148
"leaf_8",0.554,0.719,0,0.56,0,0,0.719,0.74,0,0,0.148,0,0,0.148,0.148,0.148,0.148,0.56,0.731,0.148
"leaf_9",0,0,0.693,0,0.486,0.709,0,0,0.74,0.486,0,0.739,0.724,0,0,0,0,0,0,0
"leaf_10",0,0,0.486,0,0.616,0.486,0,0,0.486,0.739,0,0.486,0.486,0,0,0,0,0,0,0
"leaf_11",0.148,0.148,0,0.148,0,0,0.148,0.148,0,0,0.739,0,0,0.307,0.307,0.725,0.307,0.148,0.148,0.725
"leaf_12",0,0,0.693,0,0.486,0.709,0,0,0.739,0.486,0,0.74,0.724,0,0,0,0,0,0,0
"leaf_13",0,0,0.693,0,0.486,0.709,0,0,0.724,0.486,0,0.724,0.739,0,0,0,0,0,0,0
"leaf_14",0.148,0.148,0,0.148,0,0,0.148,0.148,0,0,0.307,0,0,0.738,0.734,0.307,0.648,0.148,0.148,0.307
"leaf_15",0.148,0.148,0,0.148,0,0,0.148,0.148,0,0,0.307,0,0,0.734,0.738,0.307,0.648,0.148,0.148,0.307
"leaf_16",0.148,0.148,0,0.148,0,0,0.148,0.148,0,0,0.725,0,0,0.307,0.307,0.739,0.307,0.148,0.148,0.73
"leaf_17",0.148,0.148,0,0.148,0,0,0.148,0.148,0,0,0.307,0,0,0.648,0.648,0.307,0.739,0.148,0.148,0.307
"leaf_18",0.554,0.56,0,0.737,0,0,0.56,0.56,0,0,0.148,0,0,0.148,0.148,0.148,0.148,0.74,0.56,0.148
"leaf_19",0.554,0.719,0,0.56,0,0,0.719,0.731,0,0,0.148,0,0,0.148,0.148,0.148,0.148,0.56,0.74,0.148
"leaf_20",0.148,0.148,0,0.148,0,0,0.148,0.148,0,0,0.725,0,0,0.307,0.307,0.73,0.307,0.148,0.148,0.739
