"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.426,0.221,0.313,0.221,0.424,0,0.345,0.221,0,0.221,0.221,0.221,0.221,0.221,0.424,0.221,0.221,0.221,0.313,0.313
"leaf_2",0.221,0.428,0.221,0.324,0.221,0,0.221,0.324,0,0.415,0.324,0.324,0.422,0.298,0.221,0.324,0.422,0.298,0.221,0.221
"leaf_3",0.313,0.221,0.427,0.221,0.313,0,0.313,0.221,0,0.221,0.221,0.221,0.221,0.221,0.313,0.221,0.221,0.221,0.352,0.407
"leaf_4",0.221,0.324,0.221,0.428,0.221,0,0.221,0.378,0,0.324,0.393,0.393,0.324,0.298,0.221,0.393,0.324,0.298,0.221,0.221
"leaf_5",0.424,0.221,0.313,0.221,0.426,0,0.345,0.221,0,0.221,0.221,0.221,0.221,0.221,0.424,0.221,0.221,0.221,0.313,0.313
"leaf_6",0,0,0,0,0,0.428,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0
"leaf_7",0.345,0.221,0.313,0.221,0.345,0,0.426,0.221,0,0.221,0.221,0.221,0.221,0.221,0.345,0.221,0.221,0.221,0.313,0.313
"leaf_8",0.221,0.324,0.221,0.378,0.221,0,0.221,0.427,0,0.324,0.378,0.378,0.324,0.298,0.221,0.378,0.324,0.298,0.221,0.221
"leaf_9",0,0,0,0,0,0.404,0,0,0.428,0,0,0,0,0,0,0,0,0,0,0
"leaf_10",0.221,0.415,0.221,0.324,0.221,0,0.221,0.324,0,0.428,0.324,0.324,0.415,0.298,0.221,0.324,0.415,0.298,0.221,0.221
"leaf_11",0.221,0.324,0.221,0.393,0.221,0,0.221,0.378,0,0.324,0.428,0.399,0.324,0.298,0.221,0.399,0.324,0.298,0.221,0.221
"leaf_12",0.221,0.324,0.221,0.393,0.221,0,0.221,0.378,0,0.324,0.399,0.428,0.324,0.298,0.221,0.406,0.324,0.298,0.221,0.221
"leaf_13",0.221,0.422,0.221,0.324,0.221,0,0.221,0.324,0,0.415,0.324,0.324,0.428,0.298,0.221,0.324,0.427,0.298,0.221,0.221
"leaf_14",0.221,0.298,0.221,0.298,0.221,0,0.221,0.298,0,0.298,0.298,0.298,0.298,0.427,0.221,0.298,0.298,0.404,0.221,0.221
"leaf_15",0.424,0.221,0.313,0.221,0.424,0,0.345,0.221,0,0.221,0.221,0.221,0.221,0.221,0.427,0.221,0.221,0.221,0.313,0.313
"leaf_16",0.221,0.324,0.221,0.393,0.221,0,0.221,0.378,0,0.324,0.399,0.406,0.324,0.298,0.221,0.428,0.324,0.298,0.221,0.221
"leaf_17",0.221,0.422,0.221,0.324,0.221,0,0.221,0.324,0,0.415,0.324,0.324,0.427,0.298,0.221,0.324,0.428,0.298,0.221,0.221
"leaf_18",0.221,0.298,0.221,0.298,0.221,0,0.221,0.298,0,0.298,0.298,0.298,0.298,0.404,0.221,0.298,0.298,0.427,0.221,0.221
"leaf_19",0.313,0.221,0.352,0.221,0.313,0,0.313,0.221,0,0.221,0.221,0.221,0.221,0.221,0.313,0.221,0.221,0.221,0.427,0.352
"leaf_20",0.313,0.221,0.407,0.221,0.313,0,0.313,0.221,0,0.221,0.221,0.221,0.221,0.221,0.313,0.221,0.221,0.221,0.352,0.427
