"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.663,0.565,0.312,0.556,0,0.629,0.565,0,0.556,0.556,0,0.565,0.657,0.657,0.643,0.565,0,0.629,0,0.565
"leaf_2",0.565,0.664,0.312,0.556,0,0.565,0.64,0,0.556,0.556,0,0.622,0.565,0.565,0.565,0.622,0,0.565,0,0.622
"leaf_3",0.312,0.312,0.663,0.312,0,0.312,0.312,0,0.312,0.312,0,0.312,0.312,0.312,0.312,0.312,0,0.312,0,0.312
"leaf_4",0.556,0.556,0.312,0.664,0,0.556,0.556,0,0.607,0.66,0,0.556,0.556,0.556,0.556,0.556,0,0.556,0,0.556
"leaf_5",0,0,0,0,0.664,0,0,0.54,0,0,0.538,0,0,0,0,0,0.404,0,0.538,0
"leaf_6",0.629,0.565,0.312,0.556,0,0.664,0.565,0,0.556,0.556,0,0.565,0.629,0.629,0.629,0.565,0,0.663,0,0.565
"leaf_7",0.565,0.64,0.312,0.556,0,0.565,0.664,0,0.556,0.556,0,0.622,0.565,0.565,0.565,0.622,0,0.565,0,0.622
"leaf_8",0,0,0,0,0.54,0,0,0.664,0,0,0.538,0,0,0,0,0,0.404,0,0.538,0
"leaf_9",0.556,0.556,0.312,0.607,0,0.556,0.556,0,0.664,0.607,0,0.556,0.556,0.556,0.556,0.556,0,0.556,0,0.556
"leaf_10",0.556,0.556,0.312,0.66,0,0.556,0.556,0,0.607,0.664,0,0.556,0.556,0.556,0.556,0.556,0,0.556,0,0.556
"leaf_11",0,0,0,0,0.538,0,0,0.538,0,0,0.663,0,0,0,0,0,0.404,0,0.539,0
"leaf_12",0.565,0.622,0.312,0.556,0,0.565,0.622,0,0.556,0.556,0,0.664,0.565,0.565,0.565,0.623,0,0.565,0,0.625
"leaf_13",0.657,0.565,0.312,0.556,0,0.629,0.565,0,0.556,0.556,0,0.565,0.663,0.662,0.643,0.565,0,0.629,0,0.565
"leaf_14",0.657,0.565,0.312,0.556,0,0.629,0.565,0,0.556,0.556,0,0.565,0.662,0.663,0.643,0.565,0,0.629,0,0.565
"leaf_15",0.643,0.565,0.312,0.556,0,0.629,0.565,0,0.556,0.556,0,0.565,0.643,0.643,0.663,0.565,0,0.629,0,0.565
"leaf_16",0.565,0.622,0.312,0.556,0,0.565,0.622,0,0.556,0.556,0,0.623,0.565,0.565,0.565,0.665,0,0.565,0,0.623
"leaf_17",0,0,0,0,0.404,0,0,0.404,0,0,0.404,0,0,0,0,0,0.663,0,0.404,0
"leaf_18",0.629,0.565,0.312,0.556,0,0.663,0.565,0,0.556,0.556,0,0.565,0.629,0.629,0.629,0.565,0,0.664,0,0.565
"leaf_19",0,0,0,0,0.538,0,0,0.538,0,0,0.539,0,0,0,0,0,0.404,0,0.663,0
"leaf_20",0.565,0.622,0.312,0.556,0,0.565,0.622,0,0.556,0.556,0,0.625,0.565,0.565,0.565,0.623,0,0.565,0,0.664
