"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.84,0,0.469,0.822,0.469,0.469,0,0.639,0.469,0,0.639,0.826,0,0.469,0.779,0.469,0,0.469,0,0.639
"leaf_2",0,0.841,0,0,0,0,0.73,0,0,0.73,0,0,0.781,0,0,0,0.73,0,0.73,0
"leaf_3",0.469,0,0.841,0.469,0.718,0.621,0,0.469,0.71,0,0.469,0.469,0,0.621,0.469,0.621,0,0.834,0,0.469
"leaf_4",0.822,0,0.469,0.841,0.469,0.469,0,0.639,0.469,0,0.639,0.822,0,0.469,0.779,0.469,0,0.469,0,0.639
"leaf_5",0.469,0,0.718,0.469,0.841,0.621,0,0.469,0.71,0,0.469,0.469,0,0.621,0.469,0.621,0,0.718,0,0.469
"leaf_6",0.469,0,0.621,0.469,0.621,0.841,0,0.469,0.621,0,0.469,0.469,0,0.817,0.469,0.817,0,0.621,0,0.469
"leaf_7",0,0.73,0,0,0,0,0.841,0,0,0.822,0,0,0.73,0,0,0,0.822,0,0.775,0
"leaf_8",0.639,0,0.469,0.639,0.469,0.469,0,0.84,0.469,0,0.779,0.639,0,0.469,0.639,0.469,0,0.469,0,0.837
"leaf_9",0.469,0,0.71,0.469,0.71,0.621,0,0.469,0.841,0,0.469,0.469,0,0.621,0.469,0.621,0,0.71,0,0.469
"leaf_10",0,0.73,0,0,0,0,0.822,0,0,0.841,0,0,0.73,0,0,0,0.826,0,0.775,0
"leaf_11",0.639,0,0.469,0.639,0.469,0.469,0,0.779,0.469,0,0.84,0.639,0,0.469,0.639,0.469,0,0.469,0,0.779
"leaf_12",0.826,0,0.469,0.822,0.469,0.469,0,0.639,0.469,0,0.639,0.84,0,0.469,0.779,0.469,0,0.469,0,0.639
"leaf_13",0,0.781,0,0,0,0,0.73,0,0,0.73,0,0,0.841,0,0,0,0.73,0,0.73,0
"leaf_14",0.469,0,0.621,0.469,0.621,0.817,0,0.469,0.621,0,0.469,0.469,0,0.841,0.469,0.84,0,0.621,0,0.469
"leaf_15",0.779,0,0.469,0.779,0.469,0.469,0,0.639,0.469,0,0.639,0.779,0,0.469,0.84,0.469,0,0.469,0,0.639
"leaf_16",0.469,0,0.621,0.469,0.621,0.817,0,0.469,0.621,0,0.469,0.469,0,0.84,0.469,0.841,0,0.621,0,0.469
"leaf_17",0,0.73,0,0,0,0,0.822,0,0,0.826,0,0,0.73,0,0,0,0.841,0,0.775,0
"leaf_18",0.469,0,0.834,0.469,0.718,0.621,0,0.469,0.71,0,0.469,0.469,0,0.621,0.469,0.621,0,0.841,0,0.469
"leaf_19",0,0.73,0,0,0,0,0.775,0,0,0.775,0,0,0.73,0,0,0,0.775,0,0.841,0
"leaf_20",0.639,0,0.469,0.639,0.469,0.469,0,0.837,0.469,0,0.779,0.639,0,0.469,0.639,0.469,0,0.469,0,0.84
