"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.215,0.923,0.768,0,0.768,0,0.768,0,0.768,0,0.923,0.768,0.923,0.768,1.186,0.768,0.768,0.768,0,1.2
"leaf_2",0.923,1.214,0.768,0,0.768,0,0.768,0,0.768,0,1.201,0.768,1.184,0.768,0.923,0.768,0.768,0.768,0,0.923
"leaf_3",0.768,0.768,1.215,0,0.917,0,1.141,0,1.107,0,0.768,0.917,0.768,0.917,0.768,1.168,0.917,0.917,0,0.768
"leaf_4",0,0,0,1.215,0,1.192,0,1.192,0,1.192,0,0,0,0,0,0,0,0,1.192,0
"leaf_5",0.768,0.768,0.917,0,1.214,0,0.917,0,0.917,0,0.768,1.132,0.768,1.069,0.768,0.917,1.132,1.132,0,0.768
"leaf_6",0,0,0,1.192,0,1.214,0,1.213,0,1.21,0,0,0,0,0,0,0,0,1.211,0
"leaf_7",0.768,0.768,1.141,0,0.917,0,1.215,0,1.107,0,0.768,0.917,0.768,0.917,0.768,1.141,0.917,0.917,0,0.768
"leaf_8",0,0,0,1.192,0,1.213,0,1.214,0,1.21,0,0,0,0,0,0,0,0,1.211,0
"leaf_9",0.768,0.768,1.107,0,0.917,0,1.107,0,1.215,0,0.768,0.917,0.768,0.917,0.768,1.107,0.917,0.917,0,0.768
"leaf_10",0,0,0,1.192,0,1.21,0,1.21,0,1.214,0,0,0,0,0,0,0,0,1.21,0
"leaf_11",0.923,1.201,0.768,0,0.768,0,0.768,0,0.768,0,1.214,0.768,1.184,0.768,0.923,0.768,0.768,0.768,0,0.923
"leaf_12",0.768,0.768,0.917,0,1.132,0,0.917,0,0.917,0,0.768,1.215,0.768,1.069,0.768,0.917,1.18,1.208,0,0.768
"leaf_13",0.923,1.184,0.768,0,0.768,0,0.768,0,0.768,0,1.184,0.768,1.214,0.768,0.923,0.768,0.768,0.768,0,0.923
"leaf_14",0.768,0.768,0.917,0,1.069,0,0.917,0,0.917,0,0.768,1.069,0.768,1.215,0.768,0.917,1.069,1.069,0,0.768
"leaf_15",1.186,0.923,0.768,0,0.768,0,0.768,0,0.768,0,0.923,0.768,0.923,0.768,1.215,0.768,0.768,0.768,0,1.186
"leaf_16",0.768,0.768,1.168,0,0.917,0,1.141,0,1.107,0,0.768,0.917,0.768,0.917,0.768,1.215,0.917,0.917,0,0.768
"leaf_17",0.768,0.768,0.917,0,1.132,0,0.917,0,0.917,0,0.768,1.18,0.768,1.069,0.768,0.917,1.214,1.18,0,0.768
"leaf_18",0.768,0.768,0.917,0,1.132,0,0.917,0,0.917,0,0.768,1.208,0.768,1.069,0.768,0.917,1.18,1.215,0,0.768
"leaf_19",0,0,0,1.192,0,1.211,0,1.211,0,1.21,0,0,0,0,0,0,0,0,1.214,0
"leaf_20",1.2,0.923,0.768,0,0.768,0,0.768,0,0.768,0,0.923,0.768,0.923,0.768,1.186,0.768,0.768,0.768,0,1.215
