"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.927,0.695,0.695,0,0.694,0,0.86,0.694,0,0.695,0.695,0.695,0,0.694,0.695,0,0.695,0.695,0.695,0.695
"leaf_2",0.695,0.928,0.788,0,0.694,0,0.695,0.694,0,0.788,0.806,0.84,0,0.694,0.788,0,0.84,0.84,0.788,0.806
"leaf_3",0.695,0.788,0.927,0,0.694,0,0.695,0.694,0,0.897,0.788,0.788,0,0.694,0.879,0,0.788,0.788,0.87,0.788
"leaf_4",0,0,0,0.928,0,0.67,0,0,0.912,0,0,0,0.787,0,0,0.927,0,0,0,0
"leaf_5",0.694,0.694,0.694,0,0.927,0,0.694,0.894,0,0.694,0.694,0.694,0,0.915,0.694,0,0.694,0.694,0.694,0.694
"leaf_6",0,0,0,0.67,0,0.928,0,0,0.67,0,0,0,0.67,0,0,0.67,0,0,0,0
"leaf_7",0.86,0.695,0.695,0,0.694,0,0.927,0.694,0,0.695,0.695,0.695,0,0.694,0.695,0,0.695,0.695,0.695,0.695
"leaf_8",0.694,0.694,0.694,0,0.894,0,0.694,0.927,0,0.694,0.694,0.694,0,0.894,0.694,0,0.694,0.694,0.694,0.694
"leaf_9",0,0,0,0.912,0,0.67,0,0,0.928,0,0,0,0.787,0,0,0.912,0,0,0,0
"leaf_10",0.695,0.788,0.897,0,0.694,0,0.695,0.694,0,0.927,0.788,0.788,0,0.694,0.879,0,0.788,0.788,0.87,0.788
"leaf_11",0.695,0.806,0.788,0,0.694,0,0.695,0.694,0,0.788,0.928,0.806,0,0.694,0.788,0,0.806,0.806,0.788,0.918
"leaf_12",0.695,0.84,0.788,0,0.694,0,0.695,0.694,0,0.788,0.806,0.927,0,0.694,0.788,0,0.909,0.909,0.788,0.806
"leaf_13",0,0,0,0.787,0,0.67,0,0,0.787,0,0,0,0.928,0,0,0.787,0,0,0,0
"leaf_14",0.694,0.694,0.694,0,0.915,0,0.694,0.894,0,0.694,0.694,0.694,0,0.927,0.694,0,0.694,0.694,0.694,0.694
"leaf_15",0.695,0.788,0.879,0,0.694,0,0.695,0.694,0,0.879,0.788,0.788,0,0.694,0.927,0,0.788,0.788,0.87,0.788
"leaf_16",0,0,0,0.927,0,0.67,0,0,0.912,0,0,0,0.787,0,0,0.928,0,0,0,0
"leaf_17",0.695,0.84,0.788,0,0.694,0,0.695,0.694,0,0.788,0.806,0.909,0,0.694,0.788,0,0.928,0.913,0.788,0.806
"leaf_18",0.695,0.84,0.788,0,0.694,0,0.695,0.694,0,0.788,0.806,0.909,0,0.694,0.788,0,0.913,0.928,0.788,0.806
"leaf_19",0.695,0.788,0.87,0,0.694,0,0.695,0.694,0,0.87,0.788,0.788,0,0.694,0.87,0,0.788,0.788,0.927,0.788
"leaf_20",0.695,0.806,0.788,0,0.694,0,0.695,0.694,0,0.788,0.918,0.806,0,0.694,0.788,0,0.806,0.806,0.788,0.928
