"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.072,1.026,0.923,0,0,0.923,0,0,0.923,0,0,0,0,0,0,0,0.923,0.923,1.004,0.923
"leaf_2",1.026,1.072,0.923,0,0,0.923,0,0,0.923,0,0,0,0,0,0,0,0.923,0.923,1.004,0.923
"leaf_3",0.923,0.923,1.072,0,0,1.03,0,0,1.03,0,0,0,0,0,0,0,1.053,1.03,0.923,1.032
"leaf_4",0,0,0,1.072,0.838,0,0.945,0.945,0,0.913,0.913,0.838,0.838,0.945,0.838,0.913,0,0,0,0
"leaf_5",0,0,0,0.838,1.072,0,0.838,0.838,0,0.838,0.838,0.973,0.996,0.838,0.996,0.838,0,0,0,0
"leaf_6",0.923,0.923,1.03,0,0,1.07,0,0,1.069,0,0,0,0,0,0,0,1.03,1.042,0.923,1.03
"leaf_7",0,0,0,0.945,0.838,0,1.072,1.068,0,0.913,0.913,0.838,0.838,1.068,0.838,0.913,0,0,0,0
"leaf_8",0,0,0,0.945,0.838,0,1.068,1.072,0,0.913,0.913,0.838,0.838,1.071,0.838,0.913,0,0,0,0
"leaf_9",0.923,0.923,1.03,0,0,1.069,0,0,1.07,0,0,0,0,0,0,0,1.03,1.042,0.923,1.03
"leaf_10",0,0,0,0.913,0.838,0,0.913,0.913,0,1.072,1.057,0.838,0.838,0.913,0.838,0.982,0,0,0,0
"leaf_11",0,0,0,0.913,0.838,0,0.913,0.913,0,1.057,1.072,0.838,0.838,0.913,0.838,0.982,0,0,0,0
"leaf_12",0,0,0,0.838,0.973,0,0.838,0.838,0,0.838,0.838,1.072,0.973,0.838,0.973,0.838,0,0,0,0
"leaf_13",0,0,0,0.838,0.996,0,0.838,0.838,0,0.838,0.838,0.973,1.071,0.838,1.059,0.838,0,0,0,0
"leaf_14",0,0,0,0.945,0.838,0,1.068,1.071,0,0.913,0.913,0.838,0.838,1.072,0.838,0.913,0,0,0,0
"leaf_15",0,0,0,0.838,0.996,0,0.838,0.838,0,0.838,0.838,0.973,1.059,0.838,1.071,0.838,0,0,0,0
"leaf_16",0,0,0,0.913,0.838,0,0.913,0.913,0,0.982,0.982,0.838,0.838,0.913,0.838,1.072,0,0,0,0
"leaf_17",0.923,0.923,1.053,0,0,1.03,0,0,1.03,0,0,0,0,0,0,0,1.072,1.03,0.923,1.032
"leaf_18",0.923,0.923,1.03,0,0,1.042,0,0,1.042,0,0,0,0,0,0,0,1.03,1.071,0.923,1.03
"leaf_19",1.004,1.004,0.923,0,0,0.923,0,0,0.923,0,0,0,0,0,0,0,0.923,0.923,1.071,0.923
"leaf_20",0.923,0.923,1.032,0,0,1.03,0,0,1.03,0,0,0,0,0,0,0,1.032,1.03,0.923,1.071
