	leaf_10	leaf_16	leaf_20	leaf_9	leaf_12	leaf_15	leaf_6	leaf_13	leaf_1	leaf_2	leaf_4	leaf_19	leaf_5	leaf_7	leaf_18	leaf_17	leaf_14	leaf_8	leaf_3	leaf_11
leaf_10	0.658	0.437	0.437	0.437	0.437	0.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_16	0.437	0.6579999999999999	0.628	0.613	0.613	0.613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	0.437	0.628	0.6579999999999999	0.613	0.613	0.613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_9	0.437	0.613	0.613	0.6579999999999999	0.62	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_12	0.437	0.613	0.613	0.62	0.6579999999999999	0.627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_15	0.437	0.613	0.613	0.62	0.627	0.6579999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_6	0.0	0.0	0.0	0.0	0.0	0.0	0.6579999999999999	0.572	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101
leaf_13	0.0	0.0	0.0	0.0	0.0	0.0	0.572	0.6579999999999999	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101	0.101
leaf_1	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.6569999999999999	0.313	0.313	0.313	0.313	0.313	0.313	0.313	0.313	0.313	0.313	0.313
leaf_2	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.6569999999999999	0.6549999999999999	0.6549999999999999	0.6339999999999999	0.6339999999999999	0.6339999999999999	0.491	0.491	0.491	0.491	0.491
leaf_4	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.6549999999999999	0.6569999999999999	0.6559999999999999	0.6339999999999999	0.6339999999999999	0.6339999999999999	0.491	0.491	0.491	0.491	0.491
leaf_19	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.6549999999999999	0.6559999999999999	0.6569999999999999	0.6339999999999999	0.6339999999999999	0.6339999999999999	0.491	0.491	0.491	0.491	0.491
leaf_5	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.6339999999999999	0.6339999999999999	0.6339999999999999	0.6569999999999999	0.6489999999999999	0.6489999999999999	0.491	0.491	0.491	0.491	0.491
leaf_7	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.6339999999999999	0.6339999999999999	0.6339999999999999	0.6489999999999999	0.6569999999999999	0.6529999999999999	0.491	0.491	0.491	0.491	0.491
leaf_18	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.6339999999999999	0.6339999999999999	0.6339999999999999	0.6489999999999999	0.6529999999999999	0.6569999999999999	0.491	0.491	0.491	0.491	0.491
leaf_17	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.491	0.491	0.491	0.491	0.491	0.491	0.6569999999999999	0.59	0.59	0.59	0.59
leaf_14	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.491	0.491	0.491	0.491	0.491	0.491	0.59	0.6569999999999999	0.597	0.597	0.597
leaf_8	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.491	0.491	0.491	0.491	0.491	0.491	0.59	0.597	0.6569999999999999	0.627	0.627
leaf_3	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.491	0.491	0.491	0.491	0.491	0.491	0.59	0.597	0.627	0.6569999999999999	0.629
leaf_11	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.101	0.313	0.491	0.491	0.491	0.491	0.491	0.491	0.59	0.597	0.627	0.629	0.6569999999999999
