	leaf_20	leaf_17	leaf_18	leaf_19	leaf_13	leaf_14	leaf_5	leaf_11	leaf_6	leaf_2	leaf_8	leaf_12	leaf_9	leaf_7	leaf_10	leaf_3	leaf_4	leaf_15	leaf_1	leaf_16
leaf_20	1.455	1.347	1.347	1.347	1.347	1.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_17	1.347	1.456	1.455	1.407	1.407	1.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_18	1.347	1.455	1.456	1.407	1.407	1.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_19	1.347	1.407	1.407	1.456	1.429	1.429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_13	1.347	1.407	1.407	1.429	1.456	1.436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_14	1.347	1.407	1.407	1.429	1.436	1.456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_5	0.0	0.0	0.0	0.0	0.0	0.0	1.456	1.448	1.362	1.362	1.362	1.362	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607
leaf_11	0.0	0.0	0.0	0.0	0.0	0.0	1.448	1.456	1.362	1.362	1.362	1.362	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607
leaf_6	0.0	0.0	0.0	0.0	0.0	0.0	1.362	1.362	1.455	1.367	1.367	1.367	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607
leaf_2	0.0	0.0	0.0	0.0	0.0	0.0	1.362	1.362	1.367	1.455	1.442	1.442	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607
leaf_8	0.0	0.0	0.0	0.0	0.0	0.0	1.362	1.362	1.367	1.442	1.456	1.447	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607
leaf_12	0.0	0.0	0.0	0.0	0.0	0.0	1.362	1.362	1.367	1.442	1.447	1.456	0.607	0.607	0.607	0.607	0.607	0.607	0.607	0.607
leaf_9	0.0	0.0	0.0	0.0	0.0	0.0	0.607	0.607	0.607	0.607	0.607	0.607	1.455	1.335	1.335	1.335	1.335	1.197	1.197	1.197
leaf_7	0.0	0.0	0.0	0.0	0.0	0.0	0.607	0.607	0.607	0.607	0.607	0.607	1.335	1.455	1.408	1.408	1.408	1.197	1.197	1.197
leaf_10	0.0	0.0	0.0	0.0	0.0	0.0	0.607	0.607	0.607	0.607	0.607	0.607	1.335	1.408	1.455	1.435	1.435	1.197	1.197	1.197
leaf_3	0.0	0.0	0.0	0.0	0.0	0.0	0.607	0.607	0.607	0.607	0.607	0.607	1.335	1.408	1.435	1.455	1.44	1.197	1.197	1.197
leaf_4	0.0	0.0	0.0	0.0	0.0	0.0	0.607	0.607	0.607	0.607	0.607	0.607	1.335	1.408	1.435	1.44	1.455	1.197	1.197	1.197
leaf_15	0.0	0.0	0.0	0.0	0.0	0.0	0.607	0.607	0.607	0.607	0.607	0.607	1.197	1.197	1.197	1.197	1.197	1.456	1.3199999999999998	1.3199999999999998
leaf_1	0.0	0.0	0.0	0.0	0.0	0.0	0.607	0.607	0.607	0.607	0.607	0.607	1.197	1.197	1.197	1.197	1.197	1.3199999999999998	1.456	1.3239999999999998
leaf_16	0.0	0.0	0.0	0.0	0.0	0.0	0.607	0.607	0.607	0.607	0.607	0.607	1.197	1.197	1.197	1.197	1.197	1.3199999999999998	1.3239999999999998	1.456
