"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.188,0,1.177,1.177,0.782,1.063,0.995,0.995,1.063,1.137,1.063,0.995,0,0,1.174,0.874,0.782,1.065,0.995,0
"leaf_2",0,1.189,0,0,0,0,0,0,0,0,0,0,1.161,1.178,0,0,0,0,0,1.161
"leaf_3",1.177,0,1.188,1.187,0.782,1.063,0.995,0.995,1.063,1.137,1.063,0.995,0,0,1.174,0.874,0.782,1.065,0.995,0
"leaf_4",1.177,0,1.187,1.188,0.782,1.063,0.995,0.995,1.063,1.137,1.063,0.995,0,0,1.174,0.874,0.782,1.065,0.995,0
"leaf_5",0.782,0,0.782,0.782,1.189,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0,0,0.782,0.782,1.155,0.782,0.782,0
"leaf_6",1.063,0,1.063,1.063,0.782,1.188,0.995,0.995,1.165,1.063,1.18,0.995,0,0,1.063,0.874,0.782,1.063,0.995,0
"leaf_7",0.995,0,0.995,0.995,0.782,0.995,1.188,1.18,0.995,0.995,0.995,1.069,0,0,0.995,0.874,0.782,0.995,1.069,0
"leaf_8",0.995,0,0.995,0.995,0.782,0.995,1.18,1.188,0.995,0.995,0.995,1.069,0,0,0.995,0.874,0.782,0.995,1.069,0
"leaf_9",1.063,0,1.063,1.063,0.782,1.165,0.995,0.995,1.188,1.063,1.165,0.995,0,0,1.063,0.874,0.782,1.063,0.995,0
"leaf_10",1.137,0,1.137,1.137,0.782,1.063,0.995,0.995,1.063,1.188,1.063,0.995,0,0,1.137,0.874,0.782,1.065,0.995,0
"leaf_11",1.063,0,1.063,1.063,0.782,1.18,0.995,0.995,1.165,1.063,1.188,0.995,0,0,1.063,0.874,0.782,1.063,0.995,0
"leaf_12",0.995,0,0.995,0.995,0.782,0.995,1.069,1.069,0.995,0.995,0.995,1.189,0,0,0.995,0.874,0.782,0.995,1.18,0
"leaf_13",0,1.161,0,0,0,0,0,0,0,0,0,0,1.189,1.161,0,0,0,0,0,1.181
"leaf_14",0,1.178,0,0,0,0,0,0,0,0,0,0,1.161,1.189,0,0,0,0,0,1.161
"leaf_15",1.174,0,1.174,1.174,0.782,1.063,0.995,0.995,1.063,1.137,1.063,0.995,0,0,1.188,0.874,0.782,1.065,0.995,0
"leaf_16",0.874,0,0.874,0.874,0.782,0.874,0.874,0.874,0.874,0.874,0.874,0.874,0,0,0.874,1.189,0.782,0.874,0.874,0
"leaf_17",0.782,0,0.782,0.782,1.155,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0,0,0.782,0.782,1.189,0.782,0.782,0
"leaf_18",1.065,0,1.065,1.065,0.782,1.063,0.995,0.995,1.063,1.065,1.063,0.995,0,0,1.065,0.874,0.782,1.189,0.995,0
"leaf_19",0.995,0,0.995,0.995,0.782,0.995,1.069,1.069,0.995,0.995,0.995,1.18,0,0,0.995,0.874,0.782,0.995,1.189,0
"leaf_20",0,1.161,0,0,0,0,0,0,0,0,0,0,1.181,1.161,0,0,0,0,0,1.189
