	leaf_8	leaf_5	leaf_14	leaf_1	leaf_7	leaf_19	leaf_15	leaf_3	leaf_10	leaf_11	leaf_20	leaf_2	leaf_12	leaf_17	leaf_18	leaf_6	leaf_13	leaf_9	leaf_4	leaf_16
leaf_8	0.9269999999999999	0.8939999999999999	0.8939999999999999	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.0	0.0	0.0	0.0	0.0
leaf_5	0.8939999999999999	0.9269999999999999	0.9149999999999999	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.0	0.0	0.0	0.0	0.0
leaf_14	0.8939999999999999	0.9149999999999999	0.9269999999999999	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.694	0.0	0.0	0.0	0.0	0.0
leaf_1	0.694	0.694	0.694	0.9269999999999999	0.86	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.0	0.0	0.0	0.0	0.0
leaf_7	0.694	0.694	0.694	0.86	0.9269999999999999	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.0	0.0	0.0	0.0	0.0
leaf_19	0.694	0.694	0.694	0.695	0.695	0.9269999999999999	0.8699999999999999	0.8699999999999999	0.8699999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.0	0.0	0.0	0.0	0.0
leaf_15	0.694	0.694	0.694	0.695	0.695	0.8699999999999999	0.9269999999999999	0.879	0.879	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.0	0.0	0.0	0.0	0.0
leaf_3	0.694	0.694	0.694	0.695	0.695	0.8699999999999999	0.879	0.9269999999999999	0.897	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.0	0.0	0.0	0.0	0.0
leaf_10	0.694	0.694	0.694	0.695	0.695	0.8699999999999999	0.879	0.897	0.9269999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.0	0.0	0.0	0.0	0.0
leaf_11	0.694	0.694	0.694	0.695	0.695	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.9279999999999999	0.9179999999999999	0.8059999999999999	0.8059999999999999	0.8059999999999999	0.8059999999999999	0.0	0.0	0.0	0.0	0.0
leaf_20	0.694	0.694	0.694	0.695	0.695	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.9179999999999999	0.9279999999999999	0.8059999999999999	0.8059999999999999	0.8059999999999999	0.8059999999999999	0.0	0.0	0.0	0.0	0.0
leaf_2	0.694	0.694	0.694	0.695	0.695	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.8059999999999999	0.8059999999999999	0.9279999999999999	0.84	0.84	0.84	0.0	0.0	0.0	0.0	0.0
leaf_12	0.694	0.694	0.694	0.695	0.695	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.8059999999999999	0.8059999999999999	0.84	0.9269999999999999	0.909	0.909	0.0	0.0	0.0	0.0	0.0
leaf_17	0.694	0.694	0.694	0.695	0.695	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.8059999999999999	0.8059999999999999	0.84	0.909	0.9279999999999999	0.9129999999999999	0.0	0.0	0.0	0.0	0.0
leaf_18	0.694	0.694	0.694	0.695	0.695	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.7879999999999999	0.8059999999999999	0.8059999999999999	0.84	0.909	0.9129999999999999	0.9279999999999999	0.0	0.0	0.0	0.0	0.0
leaf_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.928	0.67	0.67	0.67	0.67
leaf_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.928	0.787	0.787	0.787
leaf_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.787	0.928	0.912	0.912
leaf_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.787	0.912	0.928	0.927
leaf_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.787	0.912	0.927	0.928
