"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.447,0,0.397,0,0,0,0.308,0,0.444,0,0,0,0.309,0.407,0.081,0.438,0.081,0.308,0.377,0.377
"leaf_2",0,0.446,0,0.357,0.405,0.357,0,0.445,0,0.405,0.087,0.357,0,0,0,0,0,0,0,0
"leaf_3",0.397,0,0.446,0,0,0,0.308,0,0.397,0,0,0,0.309,0.397,0.081,0.397,0.081,0.308,0.377,0.377
"leaf_4",0,0.357,0,0.446,0.357,0.444,0,0.357,0,0.357,0.087,0.436,0,0,0,0,0,0,0,0
"leaf_5",0,0.405,0,0.357,0.446,0.357,0,0.405,0,0.438,0.087,0.357,0,0,0,0,0,0,0,0
"leaf_6",0,0.357,0,0.444,0.357,0.446,0,0.357,0,0.357,0.087,0.436,0,0,0,0,0,0,0,0
"leaf_7",0.308,0,0.308,0,0,0,0.447,0,0.308,0,0,0,0.308,0.308,0.081,0.308,0.081,0.435,0.308,0.308
"leaf_8",0,0.445,0,0.357,0.405,0.357,0,0.446,0,0.405,0.087,0.357,0,0,0,0,0,0,0,0
"leaf_9",0.444,0,0.397,0,0,0,0.308,0,0.447,0,0,0,0.309,0.407,0.081,0.438,0.081,0.308,0.377,0.377
"leaf_10",0,0.405,0,0.357,0.438,0.357,0,0.405,0,0.446,0.087,0.357,0,0,0,0,0,0,0,0
"leaf_11",0,0.087,0,0.087,0.087,0.087,0,0.087,0,0.087,0.446,0.087,0,0,0,0,0,0,0,0
"leaf_12",0,0.357,0,0.436,0.357,0.436,0,0.357,0,0.357,0.087,0.446,0,0,0,0,0,0,0,0
"leaf_13",0.309,0,0.309,0,0,0,0.308,0,0.309,0,0,0,0.447,0.309,0.081,0.309,0.081,0.308,0.309,0.309
"leaf_14",0.407,0,0.397,0,0,0,0.308,0,0.407,0,0,0,0.309,0.446,0.081,0.407,0.081,0.308,0.377,0.377
"leaf_15",0.081,0,0.081,0,0,0,0.081,0,0.081,0,0,0,0.081,0.081,0.447,0.081,0.349,0.081,0.081,0.081
"leaf_16",0.438,0,0.397,0,0,0,0.308,0,0.438,0,0,0,0.309,0.407,0.081,0.447,0.081,0.308,0.377,0.377
"leaf_17",0.081,0,0.081,0,0,0,0.081,0,0.081,0,0,0,0.081,0.081,0.349,0.081,0.447,0.081,0.081,0.081
"leaf_18",0.308,0,0.308,0,0,0,0.435,0,0.308,0,0,0,0.308,0.308,0.081,0.308,0.081,0.447,0.308,0.308
"leaf_19",0.377,0,0.377,0,0,0,0.308,0,0.377,0,0,0,0.309,0.377,0.081,0.377,0.081,0.308,0.446,0.438
"leaf_20",0.377,0,0.377,0,0,0,0.308,0,0.377,0,0,0,0.309,0.377,0.081,0.377,0.081,0.308,0.438,0.446
