"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.636,0.432,0.432,0.432,0.432,0.432,0.175,0.635,0.432,0.432,0.432,0.432,0.432,0.462,0.432,0.432,0.432,0.432,0.432,0
"leaf_2",0.432,0.634,0.62,0.608,0.549,0.549,0.175,0.432,0.549,0.572,0.62,0.508,0.613,0.432,0.629,0.508,0.508,0.549,0.508,0
"leaf_3",0.432,0.62,0.634,0.608,0.549,0.549,0.175,0.432,0.549,0.572,0.633,0.508,0.613,0.432,0.62,0.508,0.508,0.549,0.508,0
"leaf_4",0.432,0.608,0.608,0.635,0.549,0.549,0.175,0.432,0.549,0.572,0.608,0.508,0.608,0.432,0.608,0.508,0.508,0.549,0.508,0
"leaf_5",0.432,0.549,0.549,0.549,0.635,0.576,0.175,0.432,0.552,0.549,0.549,0.508,0.549,0.432,0.549,0.508,0.508,0.552,0.508,0
"leaf_6",0.432,0.549,0.549,0.549,0.576,0.635,0.175,0.432,0.552,0.549,0.549,0.508,0.549,0.432,0.549,0.508,0.508,0.552,0.508,0
"leaf_7",0.175,0.175,0.175,0.175,0.175,0.175,0.636,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0
"leaf_8",0.635,0.432,0.432,0.432,0.432,0.432,0.175,0.636,0.432,0.432,0.432,0.432,0.432,0.462,0.432,0.432,0.432,0.432,0.432,0
"leaf_9",0.432,0.549,0.549,0.549,0.552,0.552,0.175,0.432,0.636,0.549,0.549,0.508,0.549,0.432,0.549,0.508,0.508,0.627,0.508,0
"leaf_10",0.432,0.572,0.572,0.572,0.549,0.549,0.175,0.432,0.549,0.635,0.572,0.508,0.572,0.432,0.572,0.508,0.508,0.549,0.508,0
"leaf_11",0.432,0.62,0.633,0.608,0.549,0.549,0.175,0.432,0.549,0.572,0.634,0.508,0.613,0.432,0.62,0.508,0.508,0.549,0.508,0
"leaf_12",0.432,0.508,0.508,0.508,0.508,0.508,0.175,0.432,0.508,0.508,0.508,0.636,0.508,0.432,0.508,0.606,0.606,0.508,0.606,0
"leaf_13",0.432,0.613,0.613,0.608,0.549,0.549,0.175,0.432,0.549,0.572,0.613,0.508,0.635,0.432,0.613,0.508,0.508,0.549,0.508,0
"leaf_14",0.462,0.432,0.432,0.432,0.432,0.432,0.175,0.462,0.432,0.432,0.432,0.432,0.432,0.636,0.432,0.432,0.432,0.432,0.432,0
"leaf_15",0.432,0.629,0.62,0.608,0.549,0.549,0.175,0.432,0.549,0.572,0.62,0.508,0.613,0.432,0.634,0.508,0.508,0.549,0.508,0
"leaf_16",0.432,0.508,0.508,0.508,0.508,0.508,0.175,0.432,0.508,0.508,0.508,0.606,0.508,0.432,0.508,0.636,0.608,0.508,0.611,0
"leaf_17",0.432,0.508,0.508,0.508,0.508,0.508,0.175,0.432,0.508,0.508,0.508,0.606,0.508,0.432,0.508,0.608,0.636,0.508,0.608,0
"leaf_18",0.432,0.549,0.549,0.549,0.552,0.552,0.175,0.432,0.627,0.549,0.549,0.508,0.549,0.432,0.549,0.508,0.508,0.636,0.508,0
"leaf_19",0.432,0.508,0.508,0.508,0.508,0.508,0.175,0.432,0.508,0.508,0.508,0.606,0.508,0.432,0.508,0.611,0.608,0.508,0.636,0
"leaf_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636
