"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.456,0.607,1.197,1.197,0.607,0.607,1.197,0.607,1.197,1.197,0.607,0.607,0,0,1.32,1.324,0,0,0,0
"leaf_2",0.607,1.455,0.607,0.607,1.362,1.367,0.607,1.442,0.607,0.607,1.362,1.442,0,0,0.607,0.607,0,0,0,0
"leaf_3",1.197,0.607,1.455,1.44,0.607,0.607,1.408,0.607,1.335,1.435,0.607,0.607,0,0,1.197,1.197,0,0,0,0
"leaf_4",1.197,0.607,1.44,1.455,0.607,0.607,1.408,0.607,1.335,1.435,0.607,0.607,0,0,1.197,1.197,0,0,0,0
"leaf_5",0.607,1.362,0.607,0.607,1.456,1.362,0.607,1.362,0.607,0.607,1.448,1.362,0,0,0.607,0.607,0,0,0,0
"leaf_6",0.607,1.367,0.607,0.607,1.362,1.455,0.607,1.367,0.607,0.607,1.362,1.367,0,0,0.607,0.607,0,0,0,0
"leaf_7",1.197,0.607,1.408,1.408,0.607,0.607,1.455,0.607,1.335,1.408,0.607,0.607,0,0,1.197,1.197,0,0,0,0
"leaf_8",0.607,1.442,0.607,0.607,1.362,1.367,0.607,1.456,0.607,0.607,1.362,1.447,0,0,0.607,0.607,0,0,0,0
"leaf_9",1.197,0.607,1.335,1.335,0.607,0.607,1.335,0.607,1.455,1.335,0.607,0.607,0,0,1.197,1.197,0,0,0,0
"leaf_10",1.197,0.607,1.435,1.435,0.607,0.607,1.408,0.607,1.335,1.455,0.607,0.607,0,0,1.197,1.197,0,0,0,0
"leaf_11",0.607,1.362,0.607,0.607,1.448,1.362,0.607,1.362,0.607,0.607,1.456,1.362,0,0,0.607,0.607,0,0,0,0
"leaf_12",0.607,1.442,0.607,0.607,1.362,1.367,0.607,1.447,0.607,0.607,1.362,1.456,0,0,0.607,0.607,0,0,0,0
"leaf_13",0,0,0,0,0,0,0,0,0,0,0,0,1.456,1.436,0,0,1.407,1.407,1.429,1.347
"leaf_14",0,0,0,0,0,0,0,0,0,0,0,0,1.436,1.456,0,0,1.407,1.407,1.429,1.347
"leaf_15",1.32,0.607,1.197,1.197,0.607,0.607,1.197,0.607,1.197,1.197,0.607,0.607,0,0,1.456,1.32,0,0,0,0
"leaf_16",1.324,0.607,1.197,1.197,0.607,0.607,1.197,0.607,1.197,1.197,0.607,0.607,0,0,1.32,1.456,0,0,0,0
"leaf_17",0,0,0,0,0,0,0,0,0,0,0,0,1.407,1.407,0,0,1.456,1.455,1.407,1.347
"leaf_18",0,0,0,0,0,0,0,0,0,0,0,0,1.407,1.407,0,0,1.455,1.456,1.407,1.347
"leaf_19",0,0,0,0,0,0,0,0,0,0,0,0,1.429,1.429,0,0,1.407,1.407,1.456,1.347
"leaf_20",0,0,0,0,0,0,0,0,0,0,0,0,1.347,1.347,0,0,1.347,1.347,1.347,1.455
