"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",2.374,0,2.005,2.139,0,2.139,2.005,2.005,2.22,0,2.098,2.139,0,0,2.22,2.139,0,2.005,2.22,2.22
"leaf_2",0,2.375,0,0,2.366,0,0,0,0,2.349,0,0,2.323,2.146,0,0,2.364,0,0,0
"leaf_3",2.005,0,2.375,2.005,0,2.005,2.35,2.09,2.005,0,2.005,2.005,0,0,2.005,2.005,0,2.35,2.005,2.005
"leaf_4",2.139,0,2.005,2.375,0,2.276,2.005,2.005,2.139,0,2.098,2.276,0,0,2.139,2.276,0,2.005,2.139,2.139
"leaf_5",0,2.366,0,0,2.375,0,0,0,0,2.349,0,0,2.323,2.146,0,0,2.364,0,0,0
"leaf_6",2.139,0,2.005,2.276,0,2.375,2.005,2.005,2.139,0,2.098,2.368,0,0,2.139,2.322,0,2.005,2.139,2.139
"leaf_7",2.005,0,2.35,2.005,0,2.005,2.375,2.09,2.005,0,2.005,2.005,0,0,2.005,2.005,0,2.374,2.005,2.005
"leaf_8",2.005,0,2.09,2.005,0,2.005,2.09,2.375,2.005,0,2.005,2.005,0,0,2.005,2.005,0,2.09,2.005,2.005
"leaf_9",2.22,0,2.005,2.139,0,2.139,2.005,2.005,2.374,0,2.098,2.139,0,0,2.246,2.139,0,2.005,2.331,2.331
"leaf_10",0,2.349,0,0,2.349,0,0,0,0,2.375,0,0,2.323,2.146,0,0,2.349,0,0,0
"leaf_11",2.098,0,2.005,2.098,0,2.098,2.005,2.005,2.098,0,2.374,2.098,0,0,2.098,2.098,0,2.005,2.098,2.098
"leaf_12",2.139,0,2.005,2.276,0,2.368,2.005,2.005,2.139,0,2.098,2.375,0,0,2.139,2.322,0,2.005,2.139,2.139
"leaf_13",0,2.323,0,0,2.323,0,0,0,0,2.323,0,0,2.375,2.146,0,0,2.323,0,0,0
"leaf_14",0,2.146,0,0,2.146,0,0,0,0,2.146,0,0,2.146,2.375,0,0,2.146,0,0,0
"leaf_15",2.22,0,2.005,2.139,0,2.139,2.005,2.005,2.246,0,2.098,2.139,0,0,2.374,2.139,0,2.005,2.246,2.246
"leaf_16",2.139,0,2.005,2.276,0,2.322,2.005,2.005,2.139,0,2.098,2.322,0,0,2.139,2.374,0,2.005,2.139,2.139
"leaf_17",0,2.364,0,0,2.364,0,0,0,0,2.349,0,0,2.323,2.146,0,0,2.375,0,0,0
"leaf_18",2.005,0,2.35,2.005,0,2.005,2.374,2.09,2.005,0,2.005,2.005,0,0,2.005,2.005,0,2.375,2.005,2.005
"leaf_19",2.22,0,2.005,2.139,0,2.139,2.005,2.005,2.331,0,2.098,2.139,0,0,2.246,2.139,0,2.005,2.374,2.37
"leaf_20",2.22,0,2.005,2.139,0,2.139,2.005,2.005,2.331,0,2.098,2.139,0,0,2.246,2.139,0,2.005,2.37,2.374
