"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.798,0,0,0.667,0,0,0,0,0.086,0.667,0,0.667,0,0,0.667,0,0,0,0,0
"leaf_2",0,0.797,0.665,0,0.796,0.753,0.665,0.665,0,0,0.665,0,0.785,0.665,0,0.665,0.665,0.796,0.665,0.665
"leaf_3",0,0.665,0.798,0,0.665,0.665,0.762,0.749,0,0,0.743,0,0.665,0.762,0,0.749,0.762,0.665,0.749,0.715
"leaf_4",0.667,0,0,0.798,0,0,0,0,0.086,0.689,0,0.689,0,0,0.689,0,0,0,0,0
"leaf_5",0,0.796,0.665,0,0.797,0.753,0.665,0.665,0,0,0.665,0,0.785,0.665,0,0.665,0.665,0.796,0.665,0.665
"leaf_6",0,0.753,0.665,0,0.753,0.797,0.665,0.665,0,0,0.665,0,0.753,0.665,0,0.665,0.665,0.753,0.665,0.665
"leaf_7",0,0.665,0.762,0,0.665,0.665,0.797,0.749,0,0,0.743,0,0.665,0.771,0,0.749,0.787,0.665,0.749,0.715
"leaf_8",0,0.665,0.749,0,0.665,0.665,0.749,0.797,0,0,0.743,0,0.665,0.749,0,0.796,0.749,0.665,0.754,0.715
"leaf_9",0.086,0,0,0.086,0,0,0,0,0.798,0.086,0,0.086,0,0,0.086,0,0,0,0,0
"leaf_10",0.667,0,0,0.689,0,0,0,0,0.086,0.798,0,0.736,0,0,0.736,0,0,0,0,0
"leaf_11",0,0.665,0.743,0,0.665,0.665,0.743,0.743,0,0,0.798,0,0.665,0.743,0,0.743,0.743,0.665,0.743,0.715
"leaf_12",0.667,0,0,0.689,0,0,0,0,0.086,0.736,0,0.797,0,0,0.77,0,0,0,0,0
"leaf_13",0,0.785,0.665,0,0.785,0.753,0.665,0.665,0,0,0.665,0,0.797,0.665,0,0.665,0.665,0.785,0.665,0.665
"leaf_14",0,0.665,0.762,0,0.665,0.665,0.771,0.749,0,0,0.743,0,0.665,0.797,0,0.749,0.771,0.665,0.749,0.715
"leaf_15",0.667,0,0,0.689,0,0,0,0,0.086,0.736,0,0.77,0,0,0.797,0,0,0,0,0
"leaf_16",0,0.665,0.749,0,0.665,0.665,0.749,0.796,0,0,0.743,0,0.665,0.749,0,0.797,0.749,0.665,0.754,0.715
"leaf_17",0,0.665,0.762,0,0.665,0.665,0.787,0.749,0,0,0.743,0,0.665,0.771,0,0.749,0.797,0.665,0.749,0.715
"leaf_18",0,0.796,0.665,0,0.796,0.753,0.665,0.665,0,0,0.665,0,0.785,0.665,0,0.665,0.665,0.797,0.665,0.665
"leaf_19",0,0.665,0.749,0,0.665,0.665,0.749,0.754,0,0,0.743,0,0.665,0.749,0,0.754,0.749,0.665,0.798,0.715
"leaf_20",0,0.665,0.715,0,0.665,0.665,0.715,0.715,0,0,0.715,0,0.665,0.715,0,0.715,0.715,0.665,0.715,0.798
