"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.727,0.566,0,0.566,0.645,0.566,0.566,0.566,0.566,0,0.566,0.581,0.581,0,0.581,0.566,0.581,0.566,0.566,0.566
"leaf_2",0.566,0.727,0,0.643,0.566,0.633,0.643,0.643,0.643,0,0.643,0.566,0.566,0,0.566,0.643,0.566,0.643,0.643,0.643
"leaf_3",0,0,0.728,0,0,0,0,0,0,0.162,0,0,0,0.162,0,0,0,0,0,0
"leaf_4",0.566,0.643,0,0.727,0.566,0.633,0.719,0.713,0.673,0,0.713,0.566,0.566,0,0.566,0.726,0.566,0.72,0.712,0.718
"leaf_5",0.645,0.566,0,0.566,0.727,0.566,0.566,0.566,0.566,0,0.566,0.581,0.581,0,0.581,0.566,0.581,0.566,0.566,0.566
"leaf_6",0.566,0.633,0,0.633,0.566,0.727,0.633,0.633,0.633,0,0.633,0.566,0.566,0,0.566,0.633,0.566,0.633,0.633,0.633
"leaf_7",0.566,0.643,0,0.719,0.566,0.633,0.727,0.713,0.673,0,0.713,0.566,0.566,0,0.566,0.719,0.566,0.719,0.712,0.718
"leaf_8",0.566,0.643,0,0.713,0.566,0.633,0.713,0.727,0.673,0,0.726,0.566,0.566,0,0.566,0.713,0.566,0.713,0.712,0.713
"leaf_9",0.566,0.643,0,0.673,0.566,0.633,0.673,0.673,0.727,0,0.673,0.566,0.566,0,0.566,0.673,0.566,0.673,0.673,0.673
"leaf_10",0,0,0.162,0,0,0,0,0,0,0.728,0,0,0,0.536,0,0,0,0,0,0
"leaf_11",0.566,0.643,0,0.713,0.566,0.633,0.713,0.726,0.673,0,0.727,0.566,0.566,0,0.566,0.713,0.566,0.713,0.712,0.713
"leaf_12",0.581,0.566,0,0.566,0.581,0.566,0.566,0.566,0.566,0,0.566,0.727,0.661,0,0.712,0.566,0.661,0.566,0.566,0.566
"leaf_13",0.581,0.566,0,0.566,0.581,0.566,0.566,0.566,0.566,0,0.566,0.661,0.727,0,0.661,0.566,0.671,0.566,0.566,0.566
"leaf_14",0,0,0.162,0,0,0,0,0,0,0.536,0,0,0,0.728,0,0,0,0,0,0
"leaf_15",0.581,0.566,0,0.566,0.581,0.566,0.566,0.566,0.566,0,0.566,0.712,0.661,0,0.727,0.566,0.661,0.566,0.566,0.566
"leaf_16",0.566,0.643,0,0.726,0.566,0.633,0.719,0.713,0.673,0,0.713,0.566,0.566,0,0.566,0.727,0.566,0.72,0.712,0.718
"leaf_17",0.581,0.566,0,0.566,0.581,0.566,0.566,0.566,0.566,0,0.566,0.661,0.671,0,0.661,0.566,0.727,0.566,0.566,0.566
"leaf_18",0.566,0.643,0,0.72,0.566,0.633,0.719,0.713,0.673,0,0.713,0.566,0.566,0,0.566,0.72,0.566,0.728,0.712,0.718
"leaf_19",0.566,0.643,0,0.712,0.566,0.633,0.712,0.712,0.673,0,0.712,0.566,0.566,0,0.566,0.712,0.566,0.712,0.727,0.712
"leaf_20",0.566,0.643,0,0.718,0.566,0.633,0.718,0.713,0.673,0,0.713,0.566,0.566,0,0.566,0.718,0.566,0.718,0.712,0.727
