"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.251,1.105,0.992,0.833,1.217,0,0.833,0.833,0,0.833,0,0.833,0,0.992,1.033,0.992,0,0.992,0.992,0.992
"leaf_2",1.105,1.252,0.992,0.833,1.105,0,0.833,0.833,0,0.833,0,0.833,0,0.992,1.033,0.992,0,0.992,0.992,0.992
"leaf_3",0.992,0.992,1.251,0.833,0.992,0,0.833,0.833,0,0.833,0,0.833,0,1.177,0.992,1.249,0,1.177,1.177,1.248
"leaf_4",0.833,0.833,0.833,1.252,0.833,0,1.237,1.054,0,1.245,0,1.054,0,0.833,0.833,0.833,0,0.833,0.833,0.833
"leaf_5",1.217,1.105,0.992,0.833,1.251,0,0.833,0.833,0,0.833,0,0.833,0,0.992,1.033,0.992,0,0.992,0.992,0.992
"leaf_6",0,0,0,0,0,1.251,0,0,1.199,0,1.119,0,1.119,0,0,0,1.208,0,0,0
"leaf_7",0.833,0.833,0.833,1.237,0.833,0,1.252,1.054,0,1.237,0,1.054,0,0.833,0.833,0.833,0,0.833,0.833,0.833
"leaf_8",0.833,0.833,0.833,1.054,0.833,0,1.054,1.251,0,1.054,0,1.095,0,0.833,0.833,0.833,0,0.833,0.833,0.833
"leaf_9",0,0,0,0,0,1.199,0,0,1.251,0,1.119,0,1.119,0,0,0,1.199,0,0,0
"leaf_10",0.833,0.833,0.833,1.245,0.833,0,1.237,1.054,0,1.252,0,1.054,0,0.833,0.833,0.833,0,0.833,0.833,0.833
"leaf_11",0,0,0,0,0,1.119,0,0,1.119,0,1.25,0,1.247,0,0,0,1.119,0,0,0
"leaf_12",0.833,0.833,0.833,1.054,0.833,0,1.054,1.095,0,1.054,0,1.251,0,0.833,0.833,0.833,0,0.833,0.833,0.833
"leaf_13",0,0,0,0,0,1.119,0,0,1.119,0,1.247,0,1.25,0,0,0,1.119,0,0,0
"leaf_14",0.992,0.992,1.177,0.833,0.992,0,0.833,0.833,0,0.833,0,0.833,0,1.251,0.992,1.177,0,1.216,1.25,1.177
"leaf_15",1.033,1.033,0.992,0.833,1.033,0,0.833,0.833,0,0.833,0,0.833,0,0.992,1.251,0.992,0,0.992,0.992,0.992
"leaf_16",0.992,0.992,1.249,0.833,0.992,0,0.833,0.833,0,0.833,0,0.833,0,1.177,0.992,1.251,0,1.177,1.177,1.248
"leaf_17",0,0,0,0,0,1.208,0,0,1.199,0,1.119,0,1.119,0,0,0,1.251,0,0,0
"leaf_18",0.992,0.992,1.177,0.833,0.992,0,0.833,0.833,0,0.833,0,0.833,0,1.216,0.992,1.177,0,1.251,1.216,1.177
"leaf_19",0.992,0.992,1.177,0.833,0.992,0,0.833,0.833,0,0.833,0,0.833,0,1.25,0.992,1.177,0,1.216,1.251,1.177
"leaf_20",0.992,0.992,1.248,0.833,0.992,0,0.833,0.833,0,0.833,0,0.833,0,1.177,0.992,1.248,0,1.177,1.177,1.251
