"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.43,0.284,0.284,0.284,0.041,0.378,0,0.041,0.284,0.306,0.041,0.368,0.041,0.041,0,0.041,0.284,0.284,0.284,0.041
"leaf_2",0.284,0.43,0.305,0.305,0.041,0.284,0,0.041,0.305,0.284,0.041,0.284,0.041,0.041,0,0.041,0.319,0.305,0.305,0.041
"leaf_3",0.284,0.305,0.43,0.391,0.041,0.284,0,0.041,0.341,0.284,0.041,0.284,0.041,0.041,0,0.041,0.305,0.341,0.391,0.041
"leaf_4",0.284,0.305,0.391,0.43,0.041,0.284,0,0.041,0.341,0.284,0.041,0.284,0.041,0.041,0,0.041,0.305,0.341,0.429,0.041
"leaf_5",0.041,0.041,0.041,0.041,0.43,0.041,0,0.429,0.041,0.041,0.077,0.041,0.283,0.23,0,0.23,0.041,0.041,0.041,0.077
"leaf_6",0.378,0.284,0.284,0.284,0.041,0.43,0,0.041,0.284,0.306,0.041,0.368,0.041,0.041,0,0.041,0.284,0.284,0.284,0.041
"leaf_7",0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.412,0,0,0,0,0
"leaf_8",0.041,0.041,0.041,0.041,0.429,0.041,0,0.43,0.041,0.041,0.077,0.041,0.283,0.23,0,0.23,0.041,0.041,0.041,0.077
"leaf_9",0.284,0.305,0.341,0.341,0.041,0.284,0,0.041,0.431,0.284,0.041,0.284,0.041,0.041,0,0.041,0.305,0.424,0.341,0.041
"leaf_10",0.306,0.284,0.284,0.284,0.041,0.306,0,0.041,0.284,0.43,0.041,0.306,0.041,0.041,0,0.041,0.284,0.284,0.284,0.041
"leaf_11",0.041,0.041,0.041,0.041,0.077,0.041,0,0.077,0.041,0.041,0.43,0.041,0.077,0.077,0,0.077,0.041,0.041,0.041,0.335
"leaf_12",0.368,0.284,0.284,0.284,0.041,0.368,0,0.041,0.284,0.306,0.041,0.43,0.041,0.041,0,0.041,0.284,0.284,0.284,0.041
"leaf_13",0.041,0.041,0.041,0.041,0.283,0.041,0,0.283,0.041,0.041,0.077,0.041,0.43,0.23,0,0.23,0.041,0.041,0.041,0.077
"leaf_14",0.041,0.041,0.041,0.041,0.23,0.041,0,0.23,0.041,0.041,0.077,0.041,0.23,0.43,0,0.404,0.041,0.041,0.041,0.077
"leaf_15",0,0,0,0,0,0,0.412,0,0,0,0,0,0,0,0.43,0,0,0,0,0
"leaf_16",0.041,0.041,0.041,0.041,0.23,0.041,0,0.23,0.041,0.041,0.077,0.041,0.23,0.404,0,0.43,0.041,0.041,0.041,0.077
"leaf_17",0.284,0.319,0.305,0.305,0.041,0.284,0,0.041,0.305,0.284,0.041,0.284,0.041,0.041,0,0.041,0.43,0.305,0.305,0.041
"leaf_18",0.284,0.305,0.341,0.341,0.041,0.284,0,0.041,0.424,0.284,0.041,0.284,0.041,0.041,0,0.041,0.305,0.431,0.341,0.041
"leaf_19",0.284,0.305,0.391,0.429,0.041,0.284,0,0.041,0.341,0.284,0.041,0.284,0.041,0.041,0,0.041,0.305,0.341,0.43,0.041
"leaf_20",0.041,0.041,0.041,0.041,0.077,0.041,0,0.077,0.041,0.041,0.335,0.041,0.077,0.077,0,0.077,0.041,0.041,0.041,0.43
