	leaf_6	leaf_2	leaf_9	leaf_19	leaf_8	leaf_11	leaf_20	leaf_7	leaf_18	leaf_4	leaf_16	leaf_12	leaf_15	leaf_13	leaf_17	leaf_1	leaf_5	leaf_3	leaf_10	leaf_14
leaf_6	0.727	0.633	0.633	0.633	0.633	0.633	0.633	0.633	0.633	0.633	0.633	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_2	0.633	0.727	0.6429999999999999	0.6429999999999999	0.6429999999999999	0.6429999999999999	0.6429999999999999	0.6429999999999999	0.6429999999999999	0.6429999999999999	0.6429999999999999	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_9	0.633	0.6429999999999999	0.7269999999999999	0.6729999999999999	0.6729999999999999	0.6729999999999999	0.6729999999999999	0.6729999999999999	0.6729999999999999	0.6729999999999999	0.6729999999999999	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_19	0.633	0.6429999999999999	0.6729999999999999	0.7269999999999999	0.712	0.712	0.712	0.712	0.712	0.712	0.712	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_8	0.633	0.6429999999999999	0.6729999999999999	0.712	0.7269999999999999	0.726	0.713	0.713	0.713	0.713	0.713	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_11	0.633	0.6429999999999999	0.6729999999999999	0.712	0.726	0.7269999999999999	0.713	0.713	0.713	0.713	0.713	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_20	0.633	0.6429999999999999	0.6729999999999999	0.712	0.713	0.713	0.7269999999999999	0.718	0.718	0.718	0.718	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_7	0.633	0.6429999999999999	0.6729999999999999	0.712	0.713	0.713	0.718	0.727	0.719	0.719	0.719	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_18	0.633	0.6429999999999999	0.6729999999999999	0.712	0.713	0.713	0.718	0.719	0.728	0.72	0.72	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_4	0.633	0.6429999999999999	0.6729999999999999	0.712	0.713	0.713	0.718	0.719	0.72	0.727	0.726	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_16	0.633	0.6429999999999999	0.6729999999999999	0.712	0.713	0.713	0.718	0.719	0.72	0.726	0.727	0.566	0.566	0.566	0.566	0.566	0.566	0.0	0.0	0.0
leaf_12	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.727	0.712	0.6609999999999999	0.6609999999999999	0.581	0.581	0.0	0.0	0.0
leaf_15	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.712	0.727	0.6609999999999999	0.6609999999999999	0.581	0.581	0.0	0.0	0.0
leaf_13	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.6609999999999999	0.6609999999999999	0.727	0.6709999999999999	0.581	0.581	0.0	0.0	0.0
leaf_17	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.6609999999999999	0.6609999999999999	0.6709999999999999	0.727	0.581	0.581	0.0	0.0	0.0
leaf_1	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.581	0.581	0.581	0.581	0.727	0.6449999999999999	0.0	0.0	0.0
leaf_5	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.566	0.581	0.581	0.581	0.581	0.6449999999999999	0.727	0.0	0.0	0.0
leaf_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.728	0.162	0.162
leaf_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.7280000000000001	0.536
leaf_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162	0.536	0.7280000000000001
