	leaf_16	leaf_5	leaf_10	leaf_20	leaf_9	leaf_15	leaf_17	leaf_2	leaf_4	leaf_18	leaf_3	leaf_13	leaf_1	leaf_11	leaf_12	leaf_7	leaf_14	leaf_8	leaf_6	leaf_19
leaf_16	1.3330000000000002	1.054	1.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_5	1.054	1.3330000000000002	1.323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_10	1.054	1.323	1.3330000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	0.0	0.0	0.0	1.333	1.2389999999999999	1.2389999999999999	1.2389999999999999	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869
leaf_9	0.0	0.0	0.0	1.2389999999999999	1.3319999999999999	1.244	1.244	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869
leaf_15	0.0	0.0	0.0	1.2389999999999999	1.244	1.332	1.325	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869
leaf_17	0.0	0.0	0.0	1.2389999999999999	1.244	1.325	1.332	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869	0.869
leaf_2	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.333	1.213	1.213	1.004	1.004	1.004	1.004	1.004	1.004	1.004	1.004	1.004	1.004
leaf_4	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.213	1.333	1.322	1.004	1.004	1.004	1.004	1.004	1.004	1.004	1.004	1.004	1.004
leaf_18	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.213	1.322	1.333	1.004	1.004	1.004	1.004	1.004	1.004	1.004	1.004	1.004	1.004
leaf_3	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.333	1.2570000000000001	1.034	1.034	1.034	1.034	1.034	1.034	1.034	1.034
leaf_13	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.2570000000000001	1.333	1.034	1.034	1.034	1.034	1.034	1.034	1.034	1.034
leaf_1	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.034	1.034	1.334	1.329	1.329	1.141	1.141	1.141	1.141	1.141
leaf_11	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.034	1.034	1.329	1.334	1.333	1.141	1.141	1.141	1.141	1.141
leaf_12	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.034	1.034	1.329	1.333	1.334	1.141	1.141	1.141	1.141	1.141
leaf_7	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.034	1.034	1.141	1.141	1.141	1.333	1.264	1.264	1.264	1.264
leaf_14	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.034	1.034	1.141	1.141	1.141	1.264	1.333	1.276	1.276	1.276
leaf_8	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.034	1.034	1.141	1.141	1.141	1.264	1.276	1.333	1.3050000000000002	1.3050000000000002
leaf_6	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.034	1.034	1.141	1.141	1.141	1.264	1.276	1.3050000000000002	1.333	1.3199999999999998
leaf_19	0.0	0.0	0.0	0.869	0.869	0.869	0.869	1.004	1.004	1.004	1.034	1.034	1.141	1.141	1.141	1.264	1.276	1.3050000000000002	1.3199999999999998	1.333
