"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.223,0,0.218,1.088,0.218,0.218,1.165,1.088,1.198,1.101,1.088,0.218,0.218,0.218,1.101,0.218,0.218,1.165,0.218,1.088
"leaf_2",0,1.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"leaf_3",0.218,0,1.224,0.218,1.175,1.13,0.218,0.218,0.218,0.218,0.218,1.21,1.13,1.221,0.218,1.13,1.13,0.218,1.13,0.218
"leaf_4",1.088,0,0.218,1.223,0.218,0.218,1.088,1.208,1.088,1.088,1.132,0.218,0.218,0.218,1.088,0.218,0.218,1.088,0.218,1.222
"leaf_5",0.218,0,1.175,0.218,1.224,1.13,0.218,0.218,0.218,0.218,0.218,1.175,1.13,1.175,0.218,1.13,1.13,0.218,1.13,0.218
"leaf_6",0.218,0,1.13,0.218,1.13,1.224,0.218,0.218,0.218,0.218,0.218,1.13,1.167,1.13,0.218,1.223,1.159,0.218,1.159,0.218
"leaf_7",1.165,0,0.218,1.088,0.218,0.218,1.223,1.088,1.165,1.101,1.088,0.218,0.218,0.218,1.101,0.218,0.218,1.214,0.218,1.088
"leaf_8",1.088,0,0.218,1.208,0.218,0.218,1.088,1.223,1.088,1.088,1.132,0.218,0.218,0.218,1.088,0.218,0.218,1.088,0.218,1.208
"leaf_9",1.198,0,0.218,1.088,0.218,0.218,1.165,1.088,1.223,1.101,1.088,0.218,0.218,0.218,1.101,0.218,0.218,1.165,0.218,1.088
"leaf_10",1.101,0,0.218,1.088,0.218,0.218,1.101,1.088,1.101,1.223,1.088,0.218,0.218,0.218,1.199,0.218,0.218,1.101,0.218,1.088
"leaf_11",1.088,0,0.218,1.132,0.218,0.218,1.088,1.132,1.088,1.088,1.223,0.218,0.218,0.218,1.088,0.218,0.218,1.088,0.218,1.132
"leaf_12",0.218,0,1.21,0.218,1.175,1.13,0.218,0.218,0.218,0.218,0.218,1.224,1.13,1.21,0.218,1.13,1.13,0.218,1.13,0.218
"leaf_13",0.218,0,1.13,0.218,1.13,1.167,0.218,0.218,0.218,0.218,0.218,1.13,1.224,1.13,0.218,1.167,1.159,0.218,1.159,0.218
"leaf_14",0.218,0,1.221,0.218,1.175,1.13,0.218,0.218,0.218,0.218,0.218,1.21,1.13,1.224,0.218,1.13,1.13,0.218,1.13,0.218
"leaf_15",1.101,0,0.218,1.088,0.218,0.218,1.101,1.088,1.101,1.199,1.088,0.218,0.218,0.218,1.223,0.218,0.218,1.101,0.218,1.088
"leaf_16",0.218,0,1.13,0.218,1.13,1.223,0.218,0.218,0.218,0.218,0.218,1.13,1.167,1.13,0.218,1.224,1.159,0.218,1.159,0.218
"leaf_17",0.218,0,1.13,0.218,1.13,1.159,0.218,0.218,0.218,0.218,0.218,1.13,1.159,1.13,0.218,1.159,1.225,0.218,1.21,0.218
"leaf_18",1.165,0,0.218,1.088,0.218,0.218,1.214,1.088,1.165,1.101,1.088,0.218,0.218,0.218,1.101,0.218,0.218,1.223,0.218,1.088
"leaf_19",0.218,0,1.13,0.218,1.13,1.159,0.218,0.218,0.218,0.218,0.218,1.13,1.159,1.13,0.218,1.159,1.21,0.218,1.225,0.218
"leaf_20",1.088,0,0.218,1.222,0.218,0.218,1.088,1.208,1.088,1.088,1.132,0.218,0.218,0.218,1.088,0.218,0.218,1.088,0.218,1.223
