	leaf_8	leaf_13	leaf_14	leaf_9	leaf_12	leaf_3	leaf_20	leaf_2	leaf_10	leaf_19	leaf_5	leaf_6	leaf_15	leaf_1	leaf_4	leaf_18	leaf_7	leaf_16	leaf_11	leaf_17
leaf_8	0.728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_13	0.0	0.7280000000000001	0.659	0.659	0.659	0.543	0.543	0.543	0.543	0.543	0.543	0.543	0.543	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_14	0.0	0.659	0.727	0.719	0.719	0.543	0.543	0.543	0.543	0.543	0.543	0.543	0.543	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_9	0.0	0.659	0.719	0.727	0.723	0.543	0.543	0.543	0.543	0.543	0.543	0.543	0.543	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_12	0.0	0.659	0.719	0.723	0.727	0.543	0.543	0.543	0.543	0.543	0.543	0.543	0.543	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_3	0.0	0.543	0.543	0.543	0.543	0.727	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_20	0.0	0.543	0.543	0.543	0.543	0.639	0.727	0.7120000000000001	0.7120000000000001	0.668	0.668	0.668	0.668	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_2	0.0	0.543	0.543	0.543	0.543	0.639	0.7120000000000001	0.727	0.717	0.668	0.668	0.668	0.668	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_10	0.0	0.543	0.543	0.543	0.543	0.639	0.7120000000000001	0.717	0.727	0.668	0.668	0.668	0.668	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_19	0.0	0.543	0.543	0.543	0.543	0.639	0.668	0.668	0.668	0.727	0.6920000000000001	0.6920000000000001	0.6920000000000001	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_5	0.0	0.543	0.543	0.543	0.543	0.639	0.668	0.668	0.668	0.6920000000000001	0.727	0.7120000000000001	0.7120000000000001	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_6	0.0	0.543	0.543	0.543	0.543	0.639	0.668	0.668	0.668	0.6920000000000001	0.7120000000000001	0.727	0.7180000000000001	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_15	0.0	0.543	0.543	0.543	0.543	0.639	0.668	0.668	0.668	0.6920000000000001	0.7120000000000001	0.7180000000000001	0.727	0.144	0.144	0.144	0.144	0.144	0.144	0.144
leaf_1	0.0	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.728	0.727	0.3	0.3	0.3	0.3	0.3
leaf_4	0.0	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.727	0.728	0.3	0.3	0.3	0.3	0.3
leaf_18	0.0	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.3	0.3	0.7290000000000001	0.7260000000000001	0.7260000000000001	0.627	0.627
leaf_7	0.0	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.3	0.3	0.7260000000000001	0.7290000000000001	0.7260000000000001	0.627	0.627
leaf_16	0.0	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.3	0.3	0.7260000000000001	0.7260000000000001	0.7290000000000001	0.627	0.627
leaf_11	0.0	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.3	0.3	0.627	0.627	0.627	0.7280000000000001	0.644
leaf_17	0.0	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.144	0.3	0.3	0.627	0.627	0.627	0.644	0.7280000000000001
