"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.348,1.203,0,0,1.331,0,0,0,0,0,1.287,1.291,0,1.287,1.287,0,0,0,1.287,1.287
"leaf_2",1.203,1.348,0,0,1.203,0,0,0,0,0,1.203,1.203,0,1.203,1.203,0,0,0,1.203,1.203
"leaf_3",0,0,1.347,1.343,0,0.929,1.126,0.929,0.929,0.929,0,0,1.344,0,0,1.289,0.929,1.126,0,0
"leaf_4",0,0,1.343,1.347,0,0.929,1.126,0.929,0.929,0.929,0,0,1.343,0,0,1.289,0.929,1.126,0,0
"leaf_5",1.331,1.203,0,0,1.348,0,0,0,0,0,1.287,1.291,0,1.287,1.287,0,0,0,1.287,1.287
"leaf_6",0,0,0.929,0.929,0,1.348,0.929,1.164,1.209,1.209,0,0,0.929,0,0,0.929,1.209,0.929,0,0
"leaf_7",0,0,1.126,1.126,0,0.929,1.347,0.929,0.929,0.929,0,0,1.126,0,0,1.126,0.929,1.303,0,0
"leaf_8",0,0,0.929,0.929,0,1.164,0.929,1.348,1.164,1.164,0,0,0.929,0,0,0.929,1.164,0.929,0,0
"leaf_9",0,0,0.929,0.929,0,1.209,0.929,1.164,1.348,1.318,0,0,0.929,0,0,0.929,1.312,0.929,0,0
"leaf_10",0,0,0.929,0.929,0,1.209,0.929,1.164,1.318,1.348,0,0,0.929,0,0,0.929,1.312,0.929,0,0
"leaf_11",1.287,1.203,0,0,1.287,0,0,0,0,0,1.348,1.287,0,1.289,1.289,0,0,0,1.347,1.344
"leaf_12",1.291,1.203,0,0,1.291,0,0,0,0,0,1.287,1.347,0,1.287,1.287,0,0,0,1.287,1.287
"leaf_13",0,0,1.344,1.343,0,0.929,1.126,0.929,0.929,0.929,0,0,1.347,0,0,1.289,0.929,1.126,0,0
"leaf_14",1.287,1.203,0,0,1.287,0,0,0,0,0,1.289,1.287,0,1.348,1.339,0,0,0,1.289,1.289
"leaf_15",1.287,1.203,0,0,1.287,0,0,0,0,0,1.289,1.287,0,1.339,1.348,0,0,0,1.289,1.289
"leaf_16",0,0,1.289,1.289,0,0.929,1.126,0.929,0.929,0.929,0,0,1.289,0,0,1.347,0.929,1.126,0,0
"leaf_17",0,0,0.929,0.929,0,1.209,0.929,1.164,1.312,1.312,0,0,0.929,0,0,0.929,1.348,0.929,0,0
"leaf_18",0,0,1.126,1.126,0,0.929,1.303,0.929,0.929,0.929,0,0,1.126,0,0,1.126,0.929,1.347,0,0
"leaf_19",1.287,1.203,0,0,1.287,0,0,0,0,0,1.347,1.287,0,1.289,1.289,0,0,0,1.348,1.344
"leaf_20",1.287,1.203,0,0,1.287,0,0,0,0,0,1.344,1.287,0,1.289,1.289,0,0,0,1.344,1.348
