"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.968,0.097,0.88,0.287,0.097,0.939,0.287,0.903,0.847,0,0.097,0.88,0.097,0,0.903,0.287,0.939,0.097,0.847,0.097
"leaf_2",0.097,0.97,0.097,0.097,0.951,0.097,0.097,0.097,0.097,0,0.803,0.097,0.803,0,0.097,0.097,0.097,0.87,0.097,0.87
"leaf_3",0.88,0.097,0.969,0.287,0.097,0.88,0.287,0.88,0.847,0,0.097,0.922,0.097,0,0.88,0.287,0.88,0.097,0.847,0.097
"leaf_4",0.287,0.097,0.287,0.969,0.097,0.287,0.952,0.287,0.287,0,0.097,0.287,0.097,0,0.287,0.965,0.287,0.097,0.287,0.097
"leaf_5",0.097,0.951,0.097,0.097,0.97,0.097,0.097,0.097,0.097,0,0.803,0.097,0.803,0,0.097,0.097,0.097,0.87,0.097,0.87
"leaf_6",0.939,0.097,0.88,0.287,0.097,0.968,0.287,0.903,0.847,0,0.097,0.88,0.097,0,0.903,0.287,0.967,0.097,0.847,0.097
"leaf_7",0.287,0.097,0.287,0.952,0.097,0.287,0.969,0.287,0.287,0,0.097,0.287,0.097,0,0.287,0.952,0.287,0.097,0.287,0.097
"leaf_8",0.903,0.097,0.88,0.287,0.097,0.903,0.287,0.969,0.847,0,0.097,0.88,0.097,0,0.95,0.287,0.903,0.097,0.847,0.097
"leaf_9",0.847,0.097,0.847,0.287,0.097,0.847,0.287,0.847,0.969,0,0.097,0.847,0.097,0,0.847,0.287,0.847,0.097,0.946,0.097
"leaf_10",0,0,0,0,0,0,0,0,0,0.969,0,0,0,0.896,0,0,0,0,0,0
"leaf_11",0.097,0.803,0.097,0.097,0.803,0.097,0.097,0.097,0.097,0,0.969,0.097,0.894,0,0.097,0.097,0.097,0.803,0.097,0.803
"leaf_12",0.88,0.097,0.922,0.287,0.097,0.88,0.287,0.88,0.847,0,0.097,0.969,0.097,0,0.88,0.287,0.88,0.097,0.847,0.097
"leaf_13",0.097,0.803,0.097,0.097,0.803,0.097,0.097,0.097,0.097,0,0.894,0.097,0.969,0,0.097,0.097,0.097,0.803,0.097,0.803
"leaf_14",0,0,0,0,0,0,0,0,0,0.896,0,0,0,0.969,0,0,0,0,0,0
"leaf_15",0.903,0.097,0.88,0.287,0.097,0.903,0.287,0.95,0.847,0,0.097,0.88,0.097,0,0.969,0.287,0.903,0.097,0.847,0.097
"leaf_16",0.287,0.097,0.287,0.965,0.097,0.287,0.952,0.287,0.287,0,0.097,0.287,0.097,0,0.287,0.969,0.287,0.097,0.287,0.097
"leaf_17",0.939,0.097,0.88,0.287,0.097,0.967,0.287,0.903,0.847,0,0.097,0.88,0.097,0,0.903,0.287,0.968,0.097,0.847,0.097
"leaf_18",0.097,0.87,0.097,0.097,0.87,0.097,0.097,0.097,0.097,0,0.803,0.097,0.803,0,0.097,0.097,0.097,0.97,0.097,0.895
"leaf_19",0.847,0.097,0.847,0.287,0.097,0.847,0.287,0.847,0.946,0,0.097,0.847,0.097,0,0.847,0.287,0.847,0.097,0.969,0.097
"leaf_20",0.097,0.87,0.097,0.097,0.87,0.097,0.097,0.097,0.097,0,0.803,0.097,0.803,0,0.097,0.097,0.097,0.895,0.097,0.97
