"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.588,0.437,0.426,0,0.426,0.427,0.437,0.587,0,0.426,0.437,0,0.387,0.427,0.426,0.426,0,0.426,0.387,0.34
"leaf_2",0.437,0.588,0.426,0,0.426,0.427,0.554,0.437,0,0.426,0.554,0,0.387,0.427,0.426,0.426,0,0.426,0.387,0.34
"leaf_3",0.426,0.426,0.589,0,0.538,0.426,0.426,0.426,0,0.538,0.426,0,0.387,0.426,0.582,0.569,0,0.5,0.387,0.34
"leaf_4",0,0,0,0.587,0,0,0,0,0.194,0,0,0.584,0,0,0,0,0.573,0,0,0
"leaf_5",0.426,0.426,0.538,0,0.589,0.426,0.426,0.426,0,0.576,0.426,0,0.387,0.426,0.538,0.538,0,0.5,0.387,0.34
"leaf_6",0.427,0.427,0.426,0,0.426,0.588,0.427,0.427,0,0.426,0.427,0,0.387,0.565,0.426,0.426,0,0.426,0.387,0.34
"leaf_7",0.437,0.554,0.426,0,0.426,0.427,0.588,0.437,0,0.426,0.574,0,0.387,0.427,0.426,0.426,0,0.426,0.387,0.34
"leaf_8",0.587,0.437,0.426,0,0.426,0.427,0.437,0.588,0,0.426,0.437,0,0.387,0.427,0.426,0.426,0,0.426,0.387,0.34
"leaf_9",0,0,0,0.194,0,0,0,0,0.588,0,0,0.194,0,0,0,0,0.194,0,0,0
"leaf_10",0.426,0.426,0.538,0,0.576,0.426,0.426,0.426,0,0.589,0.426,0,0.387,0.426,0.538,0.538,0,0.5,0.387,0.34
"leaf_11",0.437,0.554,0.426,0,0.426,0.427,0.574,0.437,0,0.426,0.588,0,0.387,0.427,0.426,0.426,0,0.426,0.387,0.34
"leaf_12",0,0,0,0.584,0,0,0,0,0.194,0,0,0.587,0,0,0,0,0.573,0,0,0
"leaf_13",0.387,0.387,0.387,0,0.387,0.387,0.387,0.387,0,0.387,0.387,0,0.588,0.387,0.387,0.387,0,0.387,0.585,0.34
"leaf_14",0.427,0.427,0.426,0,0.426,0.565,0.427,0.427,0,0.426,0.427,0,0.387,0.588,0.426,0.426,0,0.426,0.387,0.34
"leaf_15",0.426,0.426,0.582,0,0.538,0.426,0.426,0.426,0,0.538,0.426,0,0.387,0.426,0.589,0.569,0,0.5,0.387,0.34
"leaf_16",0.426,0.426,0.569,0,0.538,0.426,0.426,0.426,0,0.538,0.426,0,0.387,0.426,0.569,0.589,0,0.5,0.387,0.34
"leaf_17",0,0,0,0.573,0,0,0,0,0.194,0,0,0.573,0,0,0,0,0.588,0,0,0
"leaf_18",0.426,0.426,0.5,0,0.5,0.426,0.426,0.426,0,0.5,0.426,0,0.387,0.426,0.5,0.5,0,0.588,0.387,0.34
"leaf_19",0.387,0.387,0.387,0,0.387,0.387,0.387,0.387,0,0.387,0.387,0,0.585,0.387,0.387,0.387,0,0.387,0.588,0.34
"leaf_20",0.34,0.34,0.34,0,0.34,0.34,0.34,0.34,0,0.34,0.34,0,0.34,0.34,0.34,0.34,0,0.34,0.34,0.588
