"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.4,0.132,0.36,0.132,0.051,0.266,0.36,0.051,0,0.051,0.162,0.132,0.36,0.132,0.051,0.051,0.384,0.162,0.266,0.162
"leaf_2",0.132,0.399,0.132,0.314,0.051,0.132,0.132,0.051,0,0.051,0.132,0.314,0.132,0.396,0.051,0.051,0.132,0.132,0.132,0.132
"leaf_3",0.36,0.132,0.4,0.132,0.051,0.266,0.374,0.051,0,0.051,0.162,0.132,0.386,0.132,0.051,0.051,0.36,0.162,0.266,0.162
"leaf_4",0.132,0.314,0.132,0.399,0.051,0.132,0.132,0.051,0,0.051,0.132,0.398,0.132,0.314,0.051,0.051,0.132,0.132,0.132,0.132
"leaf_5",0.051,0.051,0.051,0.051,0.4,0.051,0.051,0.317,0,0.312,0.051,0.051,0.051,0.051,0.383,0.288,0.051,0.051,0.051,0.051
"leaf_6",0.266,0.132,0.266,0.132,0.051,0.4,0.266,0.051,0,0.051,0.162,0.132,0.266,0.132,0.051,0.051,0.266,0.162,0.39,0.162
"leaf_7",0.36,0.132,0.374,0.132,0.051,0.266,0.4,0.051,0,0.051,0.162,0.132,0.374,0.132,0.051,0.051,0.36,0.162,0.266,0.162
"leaf_8",0.051,0.051,0.051,0.051,0.317,0.051,0.051,0.4,0,0.312,0.051,0.051,0.051,0.051,0.317,0.288,0.051,0.051,0.051,0.051
"leaf_9",0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"leaf_10",0.051,0.051,0.051,0.051,0.312,0.051,0.051,0.312,0,0.4,0.051,0.051,0.051,0.051,0.312,0.288,0.051,0.051,0.051,0.051
"leaf_11",0.162,0.132,0.162,0.132,0.051,0.162,0.162,0.051,0,0.051,0.399,0.132,0.162,0.132,0.051,0.051,0.162,0.295,0.162,0.366
"leaf_12",0.132,0.314,0.132,0.398,0.051,0.132,0.132,0.051,0,0.051,0.132,0.399,0.132,0.314,0.051,0.051,0.132,0.132,0.132,0.132
"leaf_13",0.36,0.132,0.386,0.132,0.051,0.266,0.374,0.051,0,0.051,0.162,0.132,0.4,0.132,0.051,0.051,0.36,0.162,0.266,0.162
"leaf_14",0.132,0.396,0.132,0.314,0.051,0.132,0.132,0.051,0,0.051,0.132,0.314,0.132,0.399,0.051,0.051,0.132,0.132,0.132,0.132
"leaf_15",0.051,0.051,0.051,0.051,0.383,0.051,0.051,0.317,0,0.312,0.051,0.051,0.051,0.051,0.4,0.288,0.051,0.051,0.051,0.051
"leaf_16",0.051,0.051,0.051,0.051,0.288,0.051,0.051,0.288,0,0.288,0.051,0.051,0.051,0.051,0.288,0.399,0.051,0.051,0.051,0.051
"leaf_17",0.384,0.132,0.36,0.132,0.051,0.266,0.36,0.051,0,0.051,0.162,0.132,0.36,0.132,0.051,0.051,0.4,0.162,0.266,0.162
"leaf_18",0.162,0.132,0.162,0.132,0.051,0.162,0.162,0.051,0,0.051,0.295,0.132,0.162,0.132,0.051,0.051,0.162,0.399,0.162,0.295
"leaf_19",0.266,0.132,0.266,0.132,0.051,0.39,0.266,0.051,0,0.051,0.162,0.132,0.266,0.132,0.051,0.051,0.266,0.162,0.4,0.162
"leaf_20",0.162,0.132,0.162,0.132,0.051,0.162,0.162,0.051,0,0.051,0.366,0.132,0.162,0.132,0.051,0.051,0.162,0.295,0.162,0.399
