"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.088,0.823,0.823,0.823,0,0.823,0,1.021,0,0.823,1.038,0.823,1.087,0.823,0.823,0.823,0.823,1.038,0.823,0.712
"leaf_2",0.823,1.087,1.038,0.961,0,0.961,0,0.823,0,0.961,0.823,1.038,0.823,1.035,1.035,0.961,0.961,0.823,0.961,0.712
"leaf_3",0.823,1.038,1.087,0.961,0,0.961,0,0.823,0,0.961,0.823,1.076,0.823,1.035,1.035,0.961,0.961,0.823,0.961,0.712
"leaf_4",0.823,0.961,0.961,1.087,0,1.002,0,0.823,0,1.002,0.823,0.961,0.823,0.961,0.961,1.002,1.002,0.823,1.002,0.712
"leaf_5",0,0,0,0,1.088,0,1.047,0,1.085,0,0,0,0,0,0,0,0,0,0,0
"leaf_6",0.823,0.961,0.961,1.002,0,1.087,0,0.823,0,1.045,0.823,0.961,0.823,0.961,0.961,1.019,1.019,0.823,1.071,0.712
"leaf_7",0,0,0,0,1.047,0,1.088,0,1.047,0,0,0,0,0,0,0,0,0,0,0
"leaf_8",1.021,0.823,0.823,0.823,0,0.823,0,1.088,0,0.823,1.021,0.823,1.021,0.823,0.823,0.823,0.823,1.021,0.823,0.712
"leaf_9",0,0,0,0,1.085,0,1.047,0,1.088,0,0,0,0,0,0,0,0,0,0,0
"leaf_10",0.823,0.961,0.961,1.002,0,1.045,0,0.823,0,1.087,0.823,0.961,0.823,0.961,0.961,1.019,1.019,0.823,1.045,0.712
"leaf_11",1.038,0.823,0.823,0.823,0,0.823,0,1.021,0,0.823,1.088,0.823,1.038,0.823,0.823,0.823,0.823,1.067,0.823,0.712
"leaf_12",0.823,1.038,1.076,0.961,0,0.961,0,0.823,0,0.961,0.823,1.087,0.823,1.035,1.035,0.961,0.961,0.823,0.961,0.712
"leaf_13",1.087,0.823,0.823,0.823,0,0.823,0,1.021,0,0.823,1.038,0.823,1.088,0.823,0.823,0.823,0.823,1.038,0.823,0.712
"leaf_14",0.823,1.035,1.035,0.961,0,0.961,0,0.823,0,0.961,0.823,1.035,0.823,1.087,1.079,0.961,0.961,0.823,0.961,0.712
"leaf_15",0.823,1.035,1.035,0.961,0,0.961,0,0.823,0,0.961,0.823,1.035,0.823,1.079,1.087,0.961,0.961,0.823,0.961,0.712
"leaf_16",0.823,0.961,0.961,1.002,0,1.019,0,0.823,0,1.019,0.823,0.961,0.823,0.961,0.961,1.087,1.023,0.823,1.019,0.712
"leaf_17",0.823,0.961,0.961,1.002,0,1.019,0,0.823,0,1.019,0.823,0.961,0.823,0.961,0.961,1.023,1.087,0.823,1.019,0.712
"leaf_18",1.038,0.823,0.823,0.823,0,0.823,0,1.021,0,0.823,1.067,0.823,1.038,0.823,0.823,0.823,0.823,1.088,0.823,0.712
"leaf_19",0.823,0.961,0.961,1.002,0,1.071,0,0.823,0,1.045,0.823,0.961,0.823,0.961,0.961,1.019,1.019,0.823,1.087,0.712
"leaf_20",0.712,0.712,0.712,0.712,0,0.712,0,0.712,0,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,1.088
