"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.504,0,0,0,0,0,0,0.356,0,0,0,0.356,0.487,0.356,0,0,0,0,0,0.21
"leaf_2",0,0.503,0.271,0.383,0.271,0.494,0.441,0,0.271,0.383,0.461,0,0,0,0.271,0.441,0.383,0.383,0.271,0
"leaf_3",0,0.271,0.504,0.271,0.36,0.271,0.271,0,0.36,0.271,0.271,0,0,0,0.36,0.271,0.271,0.271,0.453,0
"leaf_4",0,0.383,0.271,0.504,0.271,0.383,0.383,0,0.271,0.465,0.383,0,0,0,0.271,0.383,0.465,0.465,0.271,0
"leaf_5",0,0.271,0.36,0.271,0.504,0.271,0.271,0,0.444,0.271,0.271,0,0,0,0.468,0.271,0.271,0.271,0.36,0
"leaf_6",0,0.494,0.271,0.383,0.271,0.503,0.441,0,0.271,0.383,0.461,0,0,0,0.271,0.441,0.383,0.383,0.271,0
"leaf_7",0,0.441,0.271,0.383,0.271,0.441,0.504,0,0.271,0.383,0.441,0,0,0,0.271,0.482,0.383,0.383,0.271,0
"leaf_8",0.356,0,0,0,0,0,0,0.504,0,0,0,0.491,0.356,0.461,0,0,0,0,0,0.21
"leaf_9",0,0.271,0.36,0.271,0.444,0.271,0.271,0,0.504,0.271,0.271,0,0,0,0.444,0.271,0.271,0.271,0.36,0
"leaf_10",0,0.383,0.271,0.465,0.271,0.383,0.383,0,0.271,0.504,0.383,0,0,0,0.271,0.383,0.49,0.503,0.271,0
"leaf_11",0,0.461,0.271,0.383,0.271,0.461,0.441,0,0.271,0.383,0.504,0,0,0,0.271,0.441,0.383,0.383,0.271,0
"leaf_12",0.356,0,0,0,0,0,0,0.491,0,0,0,0.504,0.356,0.461,0,0,0,0,0,0.21
"leaf_13",0.487,0,0,0,0,0,0,0.356,0,0,0,0.356,0.504,0.356,0,0,0,0,0,0.21
"leaf_14",0.356,0,0,0,0,0,0,0.461,0,0,0,0.461,0.356,0.504,0,0,0,0,0,0.21
"leaf_15",0,0.271,0.36,0.271,0.468,0.271,0.271,0,0.444,0.271,0.271,0,0,0,0.504,0.271,0.271,0.271,0.36,0
"leaf_16",0,0.441,0.271,0.383,0.271,0.441,0.482,0,0.271,0.383,0.441,0,0,0,0.271,0.504,0.383,0.383,0.271,0
"leaf_17",0,0.383,0.271,0.465,0.271,0.383,0.383,0,0.271,0.49,0.383,0,0,0,0.271,0.383,0.504,0.49,0.271,0
"leaf_18",0,0.383,0.271,0.465,0.271,0.383,0.383,0,0.271,0.503,0.383,0,0,0,0.271,0.383,0.49,0.504,0.271,0
"leaf_19",0,0.271,0.453,0.271,0.36,0.271,0.271,0,0.36,0.271,0.271,0,0,0,0.36,0.271,0.271,0.271,0.504,0
"leaf_20",0.21,0,0,0,0,0,0,0.21,0,0,0,0.21,0.21,0.21,0,0,0,0,0,0.504
