"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.04,0.424,0.876,0.597,0.597,0.806,0.806,0.597,0.876,0.806,0.876,0.597,0.876,0.876,0.996,0.876,0.597,0.806,0.424,0
"leaf_2",0.424,1.041,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,1.04,0
"leaf_3",0.876,0.424,1.041,0.597,0.597,0.806,0.806,0.597,1.006,0.806,0.911,0.597,1.022,1.006,0.876,0.93,0.597,0.806,0.424,0
"leaf_4",0.597,0.424,0.597,1.041,0.976,0.597,0.597,0.976,0.597,0.597,0.597,0.962,0.597,0.597,0.597,0.597,0.962,0.597,0.424,0
"leaf_5",0.597,0.424,0.597,0.976,1.041,0.597,0.597,1.024,0.597,0.597,0.597,0.962,0.597,0.597,0.597,0.597,0.962,0.597,0.424,0
"leaf_6",0.806,0.424,0.806,0.597,0.597,1.041,0.944,0.597,0.806,0.944,0.806,0.597,0.806,0.806,0.806,0.806,0.597,0.944,0.424,0
"leaf_7",0.806,0.424,0.806,0.597,0.597,0.944,1.041,0.597,0.806,1.024,0.806,0.597,0.806,0.806,0.806,0.806,0.597,0.991,0.424,0
"leaf_8",0.597,0.424,0.597,0.976,1.024,0.597,0.597,1.041,0.597,0.597,0.597,0.962,0.597,0.597,0.597,0.597,0.962,0.597,0.424,0
"leaf_9",0.876,0.424,1.006,0.597,0.597,0.806,0.806,0.597,1.04,0.806,0.911,0.597,1.006,1.039,0.876,0.93,0.597,0.806,0.424,0
"leaf_10",0.806,0.424,0.806,0.597,0.597,0.944,1.024,0.597,0.806,1.041,0.806,0.597,0.806,0.806,0.806,0.806,0.597,0.991,0.424,0
"leaf_11",0.876,0.424,0.911,0.597,0.597,0.806,0.806,0.597,0.911,0.806,1.041,0.597,0.911,0.911,0.876,0.911,0.597,0.806,0.424,0
"leaf_12",0.597,0.424,0.597,0.962,0.962,0.597,0.597,0.962,0.597,0.597,0.597,1.041,0.597,0.597,0.597,0.597,1.028,0.597,0.424,0
"leaf_13",0.876,0.424,1.022,0.597,0.597,0.806,0.806,0.597,1.006,0.806,0.911,0.597,1.041,1.006,0.876,0.93,0.597,0.806,0.424,0
"leaf_14",0.876,0.424,1.006,0.597,0.597,0.806,0.806,0.597,1.039,0.806,0.911,0.597,1.006,1.04,0.876,0.93,0.597,0.806,0.424,0
"leaf_15",0.996,0.424,0.876,0.597,0.597,0.806,0.806,0.597,0.876,0.806,0.876,0.597,0.876,0.876,1.04,0.876,0.597,0.806,0.424,0
"leaf_16",0.876,0.424,0.93,0.597,0.597,0.806,0.806,0.597,0.93,0.806,0.911,0.597,0.93,0.93,0.876,1.041,0.597,0.806,0.424,0
"leaf_17",0.597,0.424,0.597,0.962,0.962,0.597,0.597,0.962,0.597,0.597,0.597,1.028,0.597,0.597,0.597,0.597,1.041,0.597,0.424,0
"leaf_18",0.806,0.424,0.806,0.597,0.597,0.944,0.991,0.597,0.806,0.991,0.806,0.597,0.806,0.806,0.806,0.806,0.597,1.041,0.424,0
"leaf_19",0.424,1.04,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,1.041,0
"leaf_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041
