"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.608,1.438,1.505,0,1.438,1.438,1.5,0,0,0,1.35,1.492,1.438,1.35,0,1.35,1.505,1.35,0,0
"leaf_2",1.438,1.608,1.438,0,1.592,1.592,1.438,0,0,0,1.35,1.438,1.601,1.35,0,1.35,1.438,1.35,0,0
"leaf_3",1.505,1.438,1.608,0,1.438,1.438,1.5,0,0,0,1.35,1.492,1.438,1.35,0,1.35,1.591,1.35,0,0
"leaf_4",0,0,0,1.608,0,0,0,1.501,1.576,1.501,0,0,0,0,1.576,0,0,0,1.501,1.576
"leaf_5",1.438,1.592,1.438,0,1.608,1.607,1.438,0,0,0,1.35,1.438,1.592,1.35,0,1.35,1.438,1.35,0,0
"leaf_6",1.438,1.592,1.438,0,1.607,1.608,1.438,0,0,0,1.35,1.438,1.592,1.35,0,1.35,1.438,1.35,0,0
"leaf_7",1.5,1.438,1.5,0,1.438,1.438,1.608,0,0,0,1.35,1.492,1.438,1.35,0,1.35,1.5,1.35,0,0
"leaf_8",0,0,0,1.501,0,0,0,1.609,1.501,1.598,0,0,0,0,1.501,0,0,0,1.542,1.501
"leaf_9",0,0,0,1.576,0,0,0,1.501,1.608,1.501,0,0,0,0,1.598,0,0,0,1.501,1.59
"leaf_10",0,0,0,1.501,0,0,0,1.598,1.501,1.609,0,0,0,0,1.501,0,0,0,1.542,1.501
"leaf_11",1.35,1.35,1.35,0,1.35,1.35,1.35,0,0,0,1.608,1.35,1.35,1.469,0,1.469,1.35,1.469,0,0
"leaf_12",1.492,1.438,1.492,0,1.438,1.438,1.492,0,0,0,1.35,1.608,1.438,1.35,0,1.35,1.492,1.35,0,0
"leaf_13",1.438,1.601,1.438,0,1.592,1.592,1.438,0,0,0,1.35,1.438,1.608,1.35,0,1.35,1.438,1.35,0,0
"leaf_14",1.35,1.35,1.35,0,1.35,1.35,1.35,0,0,0,1.469,1.35,1.35,1.608,0,1.564,1.35,1.564,0,0
"leaf_15",0,0,0,1.576,0,0,0,1.501,1.598,1.501,0,0,0,0,1.608,0,0,0,1.501,1.59
"leaf_16",1.35,1.35,1.35,0,1.35,1.35,1.35,0,0,0,1.469,1.35,1.35,1.564,0,1.609,1.35,1.588,0,0
"leaf_17",1.505,1.438,1.591,0,1.438,1.438,1.5,0,0,0,1.35,1.492,1.438,1.35,0,1.35,1.608,1.35,0,0
"leaf_18",1.35,1.35,1.35,0,1.35,1.35,1.35,0,0,0,1.469,1.35,1.35,1.564,0,1.588,1.35,1.609,0,0
"leaf_19",0,0,0,1.501,0,0,0,1.542,1.501,1.542,0,0,0,0,1.501,0,0,0,1.608,1.501
"leaf_20",0,0,0,1.576,0,0,0,1.501,1.59,1.501,0,0,0,0,1.59,0,0,0,1.501,1.608
