"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.686,1.563,1.419,0,0,1.453,1.419,1.616,0,0,1.453,1.453,0,0,1.453,0,0,0,1.419,0
"leaf_2",1.563,1.686,1.419,0,0,1.453,1.419,1.563,0,0,1.453,1.453,0,0,1.453,0,0,0,1.419,0
"leaf_3",1.419,1.419,1.686,0,0,1.419,1.659,1.419,0,0,1.419,1.419,0,0,1.419,0,0,0,1.661,0
"leaf_4",0,0,0,1.686,1.665,0,0,0,1.676,1.658,0,0,1.521,1.665,0,1.521,1.521,1.521,0,1.665
"leaf_5",0,0,0,1.665,1.686,0,0,0,1.665,1.658,0,0,1.521,1.677,0,1.521,1.521,1.521,0,1.677
"leaf_6",1.453,1.453,1.419,0,0,1.687,1.419,1.453,0,0,1.641,1.641,0,0,1.677,0,0,0,1.419,0
"leaf_7",1.419,1.419,1.659,0,0,1.419,1.687,1.419,0,0,1.419,1.419,0,0,1.419,0,0,0,1.659,0
"leaf_8",1.616,1.563,1.419,0,0,1.453,1.419,1.686,0,0,1.453,1.453,0,0,1.453,0,0,0,1.419,0
"leaf_9",0,0,0,1.676,1.665,0,0,0,1.686,1.658,0,0,1.521,1.665,0,1.521,1.521,1.521,0,1.665
"leaf_10",0,0,0,1.658,1.658,0,0,0,1.658,1.686,0,0,1.521,1.658,0,1.521,1.521,1.521,0,1.658
"leaf_11",1.453,1.453,1.419,0,0,1.641,1.419,1.453,0,0,1.686,1.678,0,0,1.641,0,0,0,1.419,0
"leaf_12",1.453,1.453,1.419,0,0,1.641,1.419,1.453,0,0,1.678,1.686,0,0,1.641,0,0,0,1.419,0
"leaf_13",0,0,0,1.521,1.521,0,0,0,1.521,1.521,0,0,1.686,1.521,0,1.528,1.684,1.664,0,1.521
"leaf_14",0,0,0,1.665,1.677,0,0,0,1.665,1.658,0,0,1.521,1.687,0,1.521,1.521,1.521,0,1.686
"leaf_15",1.453,1.453,1.419,0,0,1.677,1.419,1.453,0,0,1.641,1.641,0,0,1.687,0,0,0,1.419,0
"leaf_16",0,0,0,1.521,1.521,0,0,0,1.521,1.521,0,0,1.528,1.521,0,1.687,1.528,1.528,0,1.521
"leaf_17",0,0,0,1.521,1.521,0,0,0,1.521,1.521,0,0,1.684,1.521,0,1.528,1.686,1.664,0,1.521
"leaf_18",0,0,0,1.521,1.521,0,0,0,1.521,1.521,0,0,1.664,1.521,0,1.528,1.664,1.687,0,1.521
"leaf_19",1.419,1.419,1.661,0,0,1.419,1.659,1.419,0,0,1.419,1.419,0,0,1.419,0,0,0,1.686,0
"leaf_20",0,0,0,1.665,1.677,0,0,0,1.665,1.658,0,0,1.521,1.686,0,1.521,1.521,1.521,0,1.687
