"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.156,0.987,0.998,0.987,1.081,0.998,0,0,0,0.998,0,0,0.987,1.081,0.987,1.081,0,0.998,0,0
"leaf_2",0.987,1.156,0.987,1.106,0.987,0.987,0,0,0,0.987,0,0,1.131,0.987,1.101,0.987,0,0.987,0,0
"leaf_3",0.998,0.987,1.155,0.987,0.998,1.098,0,0,0,1.098,0,0,0.987,0.998,0.987,0.998,0,1.098,0,0
"leaf_4",0.987,1.106,0.987,1.156,0.987,0.987,0,0,0,0.987,0,0,1.106,0.987,1.101,0.987,0,0.987,0,0
"leaf_5",1.081,0.987,0.998,0.987,1.156,0.998,0,0,0,0.998,0,0,0.987,1.13,0.987,1.13,0,0.998,0,0
"leaf_6",0.998,0.987,1.098,0.987,0.998,1.155,0,0,0,1.144,0,0,0.987,0.998,0.987,0.998,0,1.144,0,0
"leaf_7",0,0,0,0,0,0,1.156,1.139,1.139,0,1.13,1.069,0,0,0,0,1.103,0,1.069,0.713
"leaf_8",0,0,0,0,0,0,1.139,1.156,1.155,0,1.13,1.069,0,0,0,0,1.103,0,1.069,0.713
"leaf_9",0,0,0,0,0,0,1.139,1.155,1.156,0,1.13,1.069,0,0,0,0,1.103,0,1.069,0.713
"leaf_10",0.998,0.987,1.098,0.987,0.998,1.144,0,0,0,1.155,0,0,0.987,0.998,0.987,0.998,0,1.151,0,0
"leaf_11",0,0,0,0,0,0,1.13,1.13,1.13,0,1.155,1.069,0,0,0,0,1.103,0,1.069,0.713
"leaf_12",0,0,0,0,0,0,1.069,1.069,1.069,0,1.069,1.156,0,0,0,0,1.069,0,1.137,0.713
"leaf_13",0.987,1.131,0.987,1.106,0.987,0.987,0,0,0,0.987,0,0,1.156,0.987,1.101,0.987,0,0.987,0,0
"leaf_14",1.081,0.987,0.998,0.987,1.13,0.998,0,0,0,0.998,0,0,0.987,1.156,0.987,1.147,0,0.998,0,0
"leaf_15",0.987,1.101,0.987,1.101,0.987,0.987,0,0,0,0.987,0,0,1.101,0.987,1.155,0.987,0,0.987,0,0
"leaf_16",1.081,0.987,0.998,0.987,1.13,0.998,0,0,0,0.998,0,0,0.987,1.147,0.987,1.156,0,0.998,0,0
"leaf_17",0,0,0,0,0,0,1.103,1.103,1.103,0,1.103,1.069,0,0,0,0,1.156,0,1.069,0.713
"leaf_18",0.998,0.987,1.098,0.987,0.998,1.144,0,0,0,1.151,0,0,0.987,0.998,0.987,0.998,0,1.155,0,0
"leaf_19",0,0,0,0,0,0,1.069,1.069,1.069,0,1.069,1.137,0,0,0,0,1.069,0,1.156,0.713
"leaf_20",0,0,0,0,0,0,0.713,0.713,0.713,0,0.713,0.713,0,0,0,0,0.713,0,0.713,1.156
