	leaf_11	leaf_13	leaf_9	leaf_6	leaf_17	leaf_7	leaf_4	leaf_10	leaf_8	leaf_12	leaf_20	leaf_3	leaf_16	leaf_18	leaf_14	leaf_19	leaf_15	leaf_2	leaf_1	leaf_5
leaf_11	1.25	1.2469999999999999	1.119	1.119	1.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_13	1.2469999999999999	1.25	1.119	1.119	1.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_9	1.119	1.119	1.251	1.199	1.199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_6	1.119	1.119	1.199	1.251	1.208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_17	1.119	1.119	1.199	1.208	1.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_7	0.0	0.0	0.0	0.0	0.0	1.252	1.237	1.237	1.054	1.054	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833
leaf_4	0.0	0.0	0.0	0.0	0.0	1.237	1.252	1.245	1.054	1.054	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833
leaf_10	0.0	0.0	0.0	0.0	0.0	1.237	1.245	1.252	1.054	1.054	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833
leaf_8	0.0	0.0	0.0	0.0	0.0	1.054	1.054	1.054	1.251	1.095	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833
leaf_12	0.0	0.0	0.0	0.0	0.0	1.054	1.054	1.054	1.095	1.251	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833
leaf_20	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	1.251	1.248	1.248	1.177	1.177	1.177	0.992	0.992	0.992	0.992
leaf_3	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	1.248	1.251	1.249	1.177	1.177	1.177	0.992	0.992	0.992	0.992
leaf_16	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	1.248	1.249	1.251	1.177	1.177	1.177	0.992	0.992	0.992	0.992
leaf_18	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	1.177	1.177	1.177	1.251	1.216	1.216	0.992	0.992	0.992	0.992
leaf_14	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	1.177	1.177	1.177	1.216	1.251	1.25	0.992	0.992	0.992	0.992
leaf_19	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	1.177	1.177	1.177	1.216	1.25	1.251	0.992	0.992	0.992	0.992
leaf_15	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	0.992	0.992	0.992	0.992	0.992	0.992	1.251	1.033	1.033	1.033
leaf_2	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	0.992	0.992	0.992	0.992	0.992	0.992	1.033	1.2519999999999998	1.105	1.105
leaf_1	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	0.992	0.992	0.992	0.992	0.992	0.992	1.033	1.105	1.251	1.217
leaf_5	0.0	0.0	0.0	0.0	0.0	0.833	0.833	0.833	0.833	0.833	0.992	0.992	0.992	0.992	0.992	0.992	1.033	1.105	1.217	1.251
