"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.979,0.492,0.504,0.933,0.504,0,0.504,0.504,0.504,0,0.504,0.504,0,0.504,0.504,0.504,0.504,0.504,0.504,0.504
"leaf_2",0.492,0.979,0.492,0.492,0.492,0,0.492,0.492,0.492,0,0.492,0.492,0,0.492,0.492,0.492,0.492,0.492,0.492,0.492
"leaf_3",0.504,0.492,0.98,0.504,0.742,0,0.837,0.742,0.837,0,0.742,0.837,0,0.968,0.742,0.742,0.742,0.742,0.742,0.837
"leaf_4",0.933,0.492,0.504,0.979,0.504,0,0.504,0.504,0.504,0,0.504,0.504,0,0.504,0.504,0.504,0.504,0.504,0.504,0.504
"leaf_5",0.504,0.492,0.742,0.504,0.98,0,0.742,0.95,0.742,0,0.96,0.742,0,0.742,0.888,0.96,0.936,0.97,0.96,0.742
"leaf_6",0,0,0,0,0,0.98,0,0,0,0.971,0,0,0.934,0,0,0,0,0,0,0
"leaf_7",0.504,0.492,0.837,0.504,0.742,0,0.979,0.742,0.889,0,0.742,0.978,0,0.837,0.742,0.742,0.742,0.742,0.742,0.974
"leaf_8",0.504,0.492,0.742,0.504,0.95,0,0.742,0.979,0.742,0,0.95,0.742,0,0.742,0.888,0.95,0.936,0.95,0.95,0.742
"leaf_9",0.504,0.492,0.837,0.504,0.742,0,0.889,0.742,0.98,0,0.742,0.889,0,0.837,0.742,0.742,0.742,0.742,0.742,0.889
"leaf_10",0,0,0,0,0,0.971,0,0,0,0.98,0,0,0.934,0,0,0,0,0,0,0
"leaf_11",0.504,0.492,0.742,0.504,0.96,0,0.742,0.95,0.742,0,0.98,0.742,0,0.742,0.888,0.978,0.936,0.96,0.978,0.742
"leaf_12",0.504,0.492,0.837,0.504,0.742,0,0.978,0.742,0.889,0,0.742,0.979,0,0.837,0.742,0.742,0.742,0.742,0.742,0.974
"leaf_13",0,0,0,0,0,0.934,0,0,0,0.934,0,0,0.98,0,0,0,0,0,0,0
"leaf_14",0.504,0.492,0.968,0.504,0.742,0,0.837,0.742,0.837,0,0.742,0.837,0,0.98,0.742,0.742,0.742,0.742,0.742,0.837
"leaf_15",0.504,0.492,0.742,0.504,0.888,0,0.742,0.888,0.742,0,0.888,0.742,0,0.742,0.979,0.888,0.888,0.888,0.888,0.742
"leaf_16",0.504,0.492,0.742,0.504,0.96,0,0.742,0.95,0.742,0,0.978,0.742,0,0.742,0.888,0.98,0.936,0.96,0.979,0.742
"leaf_17",0.504,0.492,0.742,0.504,0.936,0,0.742,0.936,0.742,0,0.936,0.742,0,0.742,0.888,0.936,0.979,0.936,0.936,0.742
"leaf_18",0.504,0.492,0.742,0.504,0.97,0,0.742,0.95,0.742,0,0.96,0.742,0,0.742,0.888,0.96,0.936,0.98,0.96,0.742
"leaf_19",0.504,0.492,0.742,0.504,0.96,0,0.742,0.95,0.742,0,0.978,0.742,0,0.742,0.888,0.979,0.936,0.96,0.98,0.742
"leaf_20",0.504,0.492,0.837,0.504,0.742,0,0.974,0.742,0.889,0,0.742,0.974,0,0.837,0.742,0.742,0.742,0.742,0.742,0.979
