	leaf_13	leaf_6	leaf_20	leaf_4	leaf_10	leaf_9	leaf_11	leaf_19	leaf_14	leaf_5	leaf_16	leaf_2	leaf_17	leaf_15	leaf_3	leaf_7	leaf_8	leaf_18	leaf_1	leaf_12
leaf_13	0.8939999999999999	0.869	0.869	0.819	0.819	0.819	0.819	0.819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_6	0.869	0.8939999999999999	0.8899999999999999	0.819	0.819	0.819	0.819	0.819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	0.869	0.8899999999999999	0.8939999999999999	0.819	0.819	0.819	0.819	0.819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_4	0.819	0.819	0.819	0.8939999999999999	0.825	0.825	0.825	0.825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_10	0.819	0.819	0.819	0.825	0.8939999999999999	0.857	0.857	0.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_9	0.819	0.819	0.819	0.825	0.857	0.8939999999999999	0.878	0.878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_11	0.819	0.819	0.819	0.825	0.857	0.878	0.8939999999999999	0.8819999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_19	0.819	0.819	0.819	0.825	0.857	0.878	0.8819999999999999	0.8939999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8939999999999999	0.814	0.814	0.814	0.814	0.814	0.814	0.814	0.814	0.814	0.814	0.814
leaf_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.8939999999999999	0.879	0.879	0.879	0.826	0.826	0.826	0.826	0.826	0.826	0.826
leaf_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.879	0.8939999999999999	0.8799999999999999	0.8799999999999999	0.826	0.826	0.826	0.826	0.826	0.826	0.826
leaf_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.879	0.8799999999999999	0.8929999999999999	0.8849999999999999	0.826	0.826	0.826	0.826	0.826	0.826	0.826
leaf_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.879	0.8799999999999999	0.8849999999999999	0.8929999999999999	0.826	0.826	0.826	0.826	0.826	0.826	0.826
leaf_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.826	0.826	0.826	0.826	0.8939999999999999	0.866	0.866	0.866	0.866	0.866	0.866
leaf_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.826	0.826	0.826	0.826	0.866	0.8939999999999999	0.8779999999999999	0.873	0.873	0.873	0.873
leaf_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.826	0.826	0.826	0.826	0.866	0.8779999999999999	0.8939999999999999	0.873	0.873	0.873	0.873
leaf_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.826	0.826	0.826	0.826	0.866	0.873	0.873	0.8939999999999999	0.8739999999999999	0.8739999999999999	0.8739999999999999
leaf_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.826	0.826	0.826	0.826	0.866	0.873	0.873	0.8739999999999999	0.8939999999999999	0.8859999999999999	0.8859999999999999
leaf_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.826	0.826	0.826	0.826	0.866	0.873	0.873	0.8739999999999999	0.8859999999999999	0.8939999999999999	0.8929999999999999
leaf_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.814	0.826	0.826	0.826	0.826	0.866	0.873	0.873	0.8739999999999999	0.8859999999999999	0.8929999999999999	0.8939999999999999
