"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.181,0.99,0.99,0,1.138,0.878,0,1.138,1.118,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0,0,0.886
"leaf_2",0.99,1.182,1.051,0,0.99,0.878,0,0.99,0.99,1.051,1.051,1.051,1.051,1.051,1.051,1.051,1.051,0,0,0.886
"leaf_3",0.99,1.051,1.182,0,0.99,0.878,0,0.99,0.99,1.101,1.119,1.126,1.101,1.136,1.119,1.126,1.119,0,0,0.886
"leaf_4",0,0,0,1.181,0,0,1.071,0,0,0,0,0,0,0,0,0,0,1.071,1.171,0
"leaf_5",1.138,0.99,0.99,0,1.18,0.878,0,1.178,1.118,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0,0,0.886
"leaf_6",0.878,0.878,0.878,0,0.878,1.181,0,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0,0,0.878
"leaf_7",0,0,0,1.071,0,0,1.181,0,0,0,0,0,0,0,0,0,0,1.166,1.071,0
"leaf_8",1.138,0.99,0.99,0,1.178,0.878,0,1.18,1.118,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0,0,0.886
"leaf_9",1.118,0.99,0.99,0,1.118,0.878,0,1.118,1.181,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0,0,0.886
"leaf_10",0.99,1.051,1.101,0,0.99,0.878,0,0.99,0.99,1.182,1.101,1.101,1.18,1.101,1.101,1.101,1.101,0,0,0.886
"leaf_11",0.99,1.051,1.119,0,0.99,0.878,0,0.99,0.99,1.101,1.182,1.119,1.101,1.119,1.18,1.119,1.181,0,0,0.886
"leaf_12",0.99,1.051,1.126,0,0.99,0.878,0,0.99,0.99,1.101,1.119,1.182,1.101,1.126,1.119,1.15,1.119,0,0,0.886
"leaf_13",0.99,1.051,1.101,0,0.99,0.878,0,0.99,0.99,1.18,1.101,1.101,1.182,1.101,1.101,1.101,1.101,0,0,0.886
"leaf_14",0.99,1.051,1.136,0,0.99,0.878,0,0.99,0.99,1.101,1.119,1.126,1.101,1.182,1.119,1.126,1.119,0,0,0.886
"leaf_15",0.99,1.051,1.119,0,0.99,0.878,0,0.99,0.99,1.101,1.18,1.119,1.101,1.119,1.182,1.119,1.18,0,0,0.886
"leaf_16",0.99,1.051,1.126,0,0.99,0.878,0,0.99,0.99,1.101,1.119,1.15,1.101,1.126,1.119,1.182,1.119,0,0,0.886
"leaf_17",0.99,1.051,1.119,0,0.99,0.878,0,0.99,0.99,1.101,1.181,1.119,1.101,1.119,1.18,1.119,1.182,0,0,0.886
"leaf_18",0,0,0,1.071,0,0,1.166,0,0,0,0,0,0,0,0,0,0,1.181,1.071,0
"leaf_19",0,0,0,1.171,0,0,1.071,0,0,0,0,0,0,0,0,0,0,1.071,1.181,0
"leaf_20",0.886,0.886,0.886,0,0.886,0.878,0,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0,0,1.181
