	leaf_14	leaf_11	leaf_16	leaf_13	leaf_9	leaf_19	leaf_2	leaf_6	leaf_8	leaf_20	leaf_1	leaf_18	leaf_3	leaf_12	leaf_4	leaf_17	leaf_7	leaf_15	leaf_5	leaf_10
leaf_14	0.436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_11	0.0	0.437	0.41300000000000003	0.384	0.384	0.384	0.384	0.384	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
leaf_16	0.0	0.41300000000000003	0.437	0.384	0.384	0.384	0.384	0.384	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
leaf_13	0.0	0.384	0.384	0.436	0.39	0.39	0.39	0.39	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
leaf_9	0.0	0.384	0.384	0.39	0.437	0.427	0.395	0.395	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
leaf_19	0.0	0.384	0.384	0.39	0.427	0.437	0.395	0.395	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
leaf_2	0.0	0.384	0.384	0.39	0.395	0.395	0.436	0.423	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
leaf_6	0.0	0.384	0.384	0.39	0.395	0.395	0.423	0.436	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
leaf_8	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.43600000000000005	0.366	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198
leaf_20	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.366	0.43600000000000005	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198
leaf_1	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.436	0.404	0.404	0.404	0.354	0.354	0.269	0.269	0.269	0.269
leaf_18	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.404	0.436	0.431	0.431	0.354	0.354	0.269	0.269	0.269	0.269
leaf_3	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.404	0.431	0.436	0.435	0.354	0.354	0.269	0.269	0.269	0.269
leaf_12	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.404	0.431	0.435	0.436	0.354	0.354	0.269	0.269	0.269	0.269
leaf_4	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.354	0.354	0.354	0.354	0.436	0.403	0.269	0.269	0.269	0.269
leaf_17	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.354	0.354	0.354	0.354	0.403	0.436	0.269	0.269	0.269	0.269
leaf_7	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.269	0.269	0.269	0.269	0.269	0.269	0.436	0.42	0.328	0.328
leaf_15	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.269	0.269	0.269	0.269	0.269	0.269	0.42	0.436	0.328	0.328
leaf_5	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.269	0.269	0.269	0.269	0.269	0.269	0.328	0.328	0.436	0.397
leaf_10	0.0	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.198	0.198	0.269	0.269	0.269	0.269	0.269	0.269	0.328	0.328	0.397	0.436
