"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.894,0.826,0.873,0,0.826,0,0.873,0.874,0,0,0,0.893,0,0.814,0.866,0.826,0.826,0.886,0,0
"leaf_2",0.826,0.893,0.826,0,0.879,0,0.826,0.826,0,0,0,0.826,0,0.814,0.826,0.88,0.885,0.826,0,0
"leaf_3",0.873,0.826,0.894,0,0.826,0,0.878,0.873,0,0,0,0.873,0,0.814,0.866,0.826,0.826,0.873,0,0
"leaf_4",0,0,0,0.894,0,0.819,0,0,0.825,0.825,0.825,0,0.819,0,0,0,0,0,0.825,0.819
"leaf_5",0.826,0.879,0.826,0,0.894,0,0.826,0.826,0,0,0,0.826,0,0.814,0.826,0.879,0.879,0.826,0,0
"leaf_6",0,0,0,0.819,0,0.894,0,0,0.819,0.819,0.819,0,0.869,0,0,0,0,0,0.819,0.89
"leaf_7",0.873,0.826,0.878,0,0.826,0,0.894,0.873,0,0,0,0.873,0,0.814,0.866,0.826,0.826,0.873,0,0
"leaf_8",0.874,0.826,0.873,0,0.826,0,0.873,0.894,0,0,0,0.874,0,0.814,0.866,0.826,0.826,0.874,0,0
"leaf_9",0,0,0,0.825,0,0.819,0,0,0.894,0.857,0.878,0,0.819,0,0,0,0,0,0.878,0.819
"leaf_10",0,0,0,0.825,0,0.819,0,0,0.857,0.894,0.857,0,0.819,0,0,0,0,0,0.857,0.819
"leaf_11",0,0,0,0.825,0,0.819,0,0,0.878,0.857,0.894,0,0.819,0,0,0,0,0,0.882,0.819
"leaf_12",0.893,0.826,0.873,0,0.826,0,0.873,0.874,0,0,0,0.894,0,0.814,0.866,0.826,0.826,0.886,0,0
"leaf_13",0,0,0,0.819,0,0.869,0,0,0.819,0.819,0.819,0,0.894,0,0,0,0,0,0.819,0.869
"leaf_14",0.814,0.814,0.814,0,0.814,0,0.814,0.814,0,0,0,0.814,0,0.894,0.814,0.814,0.814,0.814,0,0
"leaf_15",0.866,0.826,0.866,0,0.826,0,0.866,0.866,0,0,0,0.866,0,0.814,0.894,0.826,0.826,0.866,0,0
"leaf_16",0.826,0.88,0.826,0,0.879,0,0.826,0.826,0,0,0,0.826,0,0.814,0.826,0.894,0.88,0.826,0,0
"leaf_17",0.826,0.885,0.826,0,0.879,0,0.826,0.826,0,0,0,0.826,0,0.814,0.826,0.88,0.893,0.826,0,0
"leaf_18",0.886,0.826,0.873,0,0.826,0,0.873,0.874,0,0,0,0.886,0,0.814,0.866,0.826,0.826,0.894,0,0
"leaf_19",0,0,0,0.825,0,0.819,0,0,0.878,0.857,0.882,0,0.819,0,0,0,0,0,0.894,0.819
"leaf_20",0,0,0,0.819,0,0.89,0,0,0.819,0.819,0.819,0,0.869,0,0,0,0,0,0.819,0.894
