	leaf_1	leaf_3	leaf_10	leaf_13	leaf_19	leaf_9	leaf_18	leaf_7	leaf_20	leaf_15	leaf_17	leaf_5	leaf_16	leaf_14	leaf_6	leaf_11	leaf_12	leaf_8	leaf_2	leaf_4
leaf_1	0.953	0.952	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_3	0.952	0.953	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_10	0.86	0.86	0.953	0.91	0.874	0.874	0.874	0.874	0.874	0.874	0.874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_13	0.86	0.86	0.91	0.953	0.874	0.874	0.874	0.874	0.874	0.874	0.874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_19	0.86	0.86	0.874	0.874	0.954	0.9279999999999999	0.9279999999999999	0.882	0.882	0.882	0.882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_9	0.86	0.86	0.874	0.874	0.9279999999999999	0.954	0.945	0.882	0.882	0.882	0.882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_18	0.86	0.86	0.874	0.874	0.9279999999999999	0.945	0.954	0.882	0.882	0.882	0.882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_7	0.86	0.86	0.874	0.874	0.882	0.882	0.882	0.953	0.9259999999999999	0.89	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_20	0.86	0.86	0.874	0.874	0.882	0.882	0.882	0.9259999999999999	0.953	0.89	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_15	0.86	0.86	0.874	0.874	0.882	0.882	0.882	0.89	0.89	0.953	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_17	0.86	0.86	0.874	0.874	0.882	0.882	0.882	0.89	0.89	0.91	0.953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9530000000000001	0.758	0.758	0.758	0.758	0.758	0.758	0.758	0.758
leaf_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	0.9530000000000001	0.887	0.887	0.887	0.887	0.887	0.887	0.887
leaf_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	0.887	0.9530000000000001	0.916	0.916	0.916	0.916	0.916	0.916
leaf_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	0.887	0.916	0.954	0.94	0.924	0.924	0.924	0.924
leaf_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	0.887	0.916	0.94	0.954	0.924	0.924	0.924	0.924
leaf_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	0.887	0.916	0.924	0.924	0.954	0.935	0.935	0.935
leaf_8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	0.887	0.916	0.924	0.924	0.935	0.954	0.94	0.94
leaf_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	0.887	0.916	0.924	0.924	0.935	0.94	0.954	0.9430000000000001
leaf_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.758	0.887	0.916	0.924	0.924	0.935	0.94	0.9430000000000001	0.954
