"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.953,0,0.952,0,0,0,0.86,0,0.86,0.86,0,0,0.86,0,0.86,0,0.86,0.86,0.86,0.86
"leaf_2",0,0.954,0,0.943,0.758,0.924,0,0.94,0,0,0.924,0.935,0,0.916,0,0.887,0,0,0,0
"leaf_3",0.952,0,0.953,0,0,0,0.86,0,0.86,0.86,0,0,0.86,0,0.86,0,0.86,0.86,0.86,0.86
"leaf_4",0,0.943,0,0.954,0.758,0.924,0,0.94,0,0,0.924,0.935,0,0.916,0,0.887,0,0,0,0
"leaf_5",0,0.758,0,0.758,0.953,0.758,0,0.758,0,0,0.758,0.758,0,0.758,0,0.758,0,0,0,0
"leaf_6",0,0.924,0,0.924,0.758,0.954,0,0.924,0,0,0.94,0.924,0,0.916,0,0.887,0,0,0,0
"leaf_7",0.86,0,0.86,0,0,0,0.953,0,0.882,0.874,0,0,0.874,0,0.89,0,0.89,0.882,0.882,0.926
"leaf_8",0,0.94,0,0.94,0.758,0.924,0,0.954,0,0,0.924,0.935,0,0.916,0,0.887,0,0,0,0
"leaf_9",0.86,0,0.86,0,0,0,0.882,0,0.954,0.874,0,0,0.874,0,0.882,0,0.882,0.945,0.928,0.882
"leaf_10",0.86,0,0.86,0,0,0,0.874,0,0.874,0.953,0,0,0.91,0,0.874,0,0.874,0.874,0.874,0.874
"leaf_11",0,0.924,0,0.924,0.758,0.94,0,0.924,0,0,0.954,0.924,0,0.916,0,0.887,0,0,0,0
"leaf_12",0,0.935,0,0.935,0.758,0.924,0,0.935,0,0,0.924,0.954,0,0.916,0,0.887,0,0,0,0
"leaf_13",0.86,0,0.86,0,0,0,0.874,0,0.874,0.91,0,0,0.953,0,0.874,0,0.874,0.874,0.874,0.874
"leaf_14",0,0.916,0,0.916,0.758,0.916,0,0.916,0,0,0.916,0.916,0,0.953,0,0.887,0,0,0,0
"leaf_15",0.86,0,0.86,0,0,0,0.89,0,0.882,0.874,0,0,0.874,0,0.953,0,0.91,0.882,0.882,0.89
"leaf_16",0,0.887,0,0.887,0.758,0.887,0,0.887,0,0,0.887,0.887,0,0.887,0,0.953,0,0,0,0
"leaf_17",0.86,0,0.86,0,0,0,0.89,0,0.882,0.874,0,0,0.874,0,0.91,0,0.953,0.882,0.882,0.89
"leaf_18",0.86,0,0.86,0,0,0,0.882,0,0.945,0.874,0,0,0.874,0,0.882,0,0.882,0.954,0.928,0.882
"leaf_19",0.86,0,0.86,0,0,0,0.882,0,0.928,0.874,0,0,0.874,0,0.882,0,0.882,0.928,0.954,0.882
"leaf_20",0.86,0,0.86,0,0,0,0.926,0,0.882,0.874,0,0,0.874,0,0.89,0,0.89,0.882,0.882,0.953
