"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.39,0.307,0.307,0.323,0.323,0.218,0,0.323,0,0.323,0.307,0,0,0,0.34,0,0.307,0.323,0.323,0
"leaf_2",0.307,0.391,0.32,0.307,0.307,0.218,0,0.307,0,0.307,0.32,0,0,0,0.307,0,0.32,0.307,0.307,0
"leaf_3",0.307,0.32,0.391,0.307,0.307,0.218,0,0.307,0,0.307,0.346,0,0,0,0.307,0,0.373,0.307,0.307,0
"leaf_4",0.323,0.307,0.307,0.39,0.389,0.218,0,0.377,0,0.382,0.307,0,0,0,0.323,0,0.307,0.357,0.382,0
"leaf_5",0.323,0.307,0.307,0.389,0.39,0.218,0,0.377,0,0.382,0.307,0,0,0,0.323,0,0.307,0.357,0.382,0
"leaf_6",0.218,0.218,0.218,0.218,0.218,0.39,0,0.218,0,0.218,0.218,0,0,0,0.218,0,0.218,0.218,0.218,0
"leaf_7",0,0,0,0,0,0,0.391,0,0.315,0,0,0.344,0.315,0.315,0,0.315,0,0,0,0.148
"leaf_8",0.323,0.307,0.307,0.377,0.377,0.218,0,0.39,0,0.377,0.307,0,0,0,0.323,0,0.307,0.357,0.377,0
"leaf_9",0,0,0,0,0,0,0.315,0,0.39,0,0,0.315,0.322,0.322,0,0.384,0,0,0,0.148
"leaf_10",0.323,0.307,0.307,0.382,0.382,0.218,0,0.377,0,0.39,0.307,0,0,0,0.323,0,0.307,0.357,0.383,0
"leaf_11",0.307,0.32,0.346,0.307,0.307,0.218,0,0.307,0,0.307,0.391,0,0,0,0.307,0,0.346,0.307,0.307,0
"leaf_12",0,0,0,0,0,0,0.344,0,0.315,0,0,0.391,0.315,0.315,0,0.315,0,0,0,0.148
"leaf_13",0,0,0,0,0,0,0.315,0,0.322,0,0,0.315,0.39,0.366,0,0.322,0,0,0,0.148
"leaf_14",0,0,0,0,0,0,0.315,0,0.322,0,0,0.315,0.366,0.39,0,0.322,0,0,0,0.148
"leaf_15",0.34,0.307,0.307,0.323,0.323,0.218,0,0.323,0,0.323,0.307,0,0,0,0.39,0,0.307,0.323,0.323,0
"leaf_16",0,0,0,0,0,0,0.315,0,0.384,0,0,0.315,0.322,0.322,0,0.39,0,0,0,0.148
"leaf_17",0.307,0.32,0.373,0.307,0.307,0.218,0,0.307,0,0.307,0.346,0,0,0,0.307,0,0.391,0.307,0.307,0
"leaf_18",0.323,0.307,0.307,0.357,0.357,0.218,0,0.357,0,0.357,0.307,0,0,0,0.323,0,0.307,0.39,0.357,0
"leaf_19",0.323,0.307,0.307,0.382,0.382,0.218,0,0.377,0,0.383,0.307,0,0,0,0.323,0,0.307,0.357,0.39,0
"leaf_20",0,0,0,0,0,0,0.148,0,0.148,0,0,0.148,0.148,0.148,0,0.148,0,0,0,0.39
