	leaf_13	leaf_6	leaf_10	leaf_2	leaf_1	leaf_4	leaf_15	leaf_17	leaf_8	leaf_11	leaf_16	leaf_19	leaf_5	leaf_18	leaf_3	leaf_14	leaf_9	leaf_20	leaf_7	leaf_12
leaf_13	0.9800000000000001	0.934	0.934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_6	0.934	0.9800000000000001	0.9710000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_10	0.934	0.9710000000000001	0.9800000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
leaf_2	0.0	0.0	0.0	0.979	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492
leaf_1	0.0	0.0	0.0	0.492	0.979	0.933	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504
leaf_4	0.0	0.0	0.0	0.492	0.933	0.979	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504	0.504
leaf_15	0.0	0.0	0.0	0.492	0.504	0.504	0.979	0.888	0.888	0.888	0.888	0.888	0.888	0.888	0.742	0.742	0.742	0.742	0.742	0.742
leaf_17	0.0	0.0	0.0	0.492	0.504	0.504	0.888	0.979	0.9359999999999999	0.9359999999999999	0.9359999999999999	0.9359999999999999	0.9359999999999999	0.9359999999999999	0.742	0.742	0.742	0.742	0.742	0.742
leaf_8	0.0	0.0	0.0	0.492	0.504	0.504	0.888	0.9359999999999999	0.979	0.95	0.95	0.95	0.95	0.95	0.742	0.742	0.742	0.742	0.742	0.742
leaf_11	0.0	0.0	0.0	0.492	0.504	0.504	0.888	0.9359999999999999	0.95	0.98	0.978	0.978	0.96	0.96	0.742	0.742	0.742	0.742	0.742	0.742
leaf_16	0.0	0.0	0.0	0.492	0.504	0.504	0.888	0.9359999999999999	0.95	0.978	0.98	0.979	0.96	0.96	0.742	0.742	0.742	0.742	0.742	0.742
leaf_19	0.0	0.0	0.0	0.492	0.504	0.504	0.888	0.9359999999999999	0.95	0.978	0.979	0.98	0.96	0.96	0.742	0.742	0.742	0.742	0.742	0.742
leaf_5	0.0	0.0	0.0	0.492	0.504	0.504	0.888	0.9359999999999999	0.95	0.96	0.96	0.96	0.98	0.97	0.742	0.742	0.742	0.742	0.742	0.742
leaf_18	0.0	0.0	0.0	0.492	0.504	0.504	0.888	0.9359999999999999	0.95	0.96	0.96	0.96	0.97	0.98	0.742	0.742	0.742	0.742	0.742	0.742
leaf_3	0.0	0.0	0.0	0.492	0.504	0.504	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.98	0.968	0.837	0.837	0.837	0.837
leaf_14	0.0	0.0	0.0	0.492	0.504	0.504	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.968	0.98	0.837	0.837	0.837	0.837
leaf_9	0.0	0.0	0.0	0.492	0.504	0.504	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.837	0.837	0.98	0.889	0.889	0.889
leaf_20	0.0	0.0	0.0	0.492	0.504	0.504	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.837	0.837	0.889	0.979	0.974	0.974
leaf_7	0.0	0.0	0.0	0.492	0.504	0.504	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.837	0.837	0.889	0.974	0.979	0.978
leaf_12	0.0	0.0	0.0	0.492	0.504	0.504	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.837	0.837	0.889	0.974	0.978	0.979
