"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.787,0.734,0,0.734,0,0.578,0,0,0.734,0,0,0.578,0,0.578,0,0.64,0.748,0,0,0.57
"leaf_2",0.734,0.787,0,0.773,0,0.578,0,0,0.773,0,0,0.578,0,0.578,0,0.64,0.734,0,0,0.57
"leaf_3",0,0,0.787,0,0.721,0,0.721,0.721,0,0.721,0.721,0,0.781,0,0.721,0,0,0.687,0.721,0
"leaf_4",0.734,0.773,0,0.787,0,0.578,0,0,0.786,0,0,0.578,0,0.578,0,0.64,0.734,0,0,0.57
"leaf_5",0,0,0.721,0,0.786,0,0.748,0.773,0,0.729,0.748,0,0.721,0,0.729,0,0,0.687,0.773,0
"leaf_6",0.578,0.578,0,0.578,0,0.788,0,0,0.578,0,0,0.77,0,0.599,0,0.578,0.578,0,0,0.57
"leaf_7",0,0,0.721,0,0.748,0,0.787,0.748,0,0.729,0.768,0,0.721,0,0.729,0,0,0.687,0.748,0
"leaf_8",0,0,0.721,0,0.773,0,0.748,0.786,0,0.729,0.748,0,0.721,0,0.729,0,0,0.687,0.784,0
"leaf_9",0.734,0.773,0,0.786,0,0.578,0,0,0.787,0,0,0.578,0,0.578,0,0.64,0.734,0,0,0.57
"leaf_10",0,0,0.721,0,0.729,0,0.729,0.729,0,0.786,0.729,0,0.721,0,0.769,0,0,0.687,0.729,0
"leaf_11",0,0,0.721,0,0.748,0,0.768,0.748,0,0.729,0.787,0,0.721,0,0.729,0,0,0.687,0.748,0
"leaf_12",0.578,0.578,0,0.578,0,0.77,0,0,0.578,0,0,0.788,0,0.599,0,0.578,0.578,0,0,0.57
"leaf_13",0,0,0.781,0,0.721,0,0.721,0.721,0,0.721,0.721,0,0.787,0,0.721,0,0,0.687,0.721,0
"leaf_14",0.578,0.578,0,0.578,0,0.599,0,0,0.578,0,0,0.599,0,0.787,0,0.578,0.578,0,0,0.57
"leaf_15",0,0,0.721,0,0.729,0,0.729,0.729,0,0.769,0.729,0,0.721,0,0.786,0,0,0.687,0.729,0
"leaf_16",0.64,0.64,0,0.64,0,0.578,0,0,0.64,0,0,0.578,0,0.578,0,0.788,0.64,0,0,0.57
"leaf_17",0.748,0.734,0,0.734,0,0.578,0,0,0.734,0,0,0.578,0,0.578,0,0.64,0.787,0,0,0.57
"leaf_18",0,0,0.687,0,0.687,0,0.687,0.687,0,0.687,0.687,0,0.687,0,0.687,0,0,0.787,0.687,0
"leaf_19",0,0,0.721,0,0.773,0,0.748,0.784,0,0.729,0.748,0,0.721,0,0.729,0,0,0.687,0.786,0
"leaf_20",0.57,0.57,0,0.57,0,0.57,0,0,0.57,0,0,0.57,0,0.57,0,0.57,0.57,0,0,0.787
