"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",0.429,0,0,0,0,0,0,0,0.399,0,0,0,0,0,0,0,0,0,0.361,0
"leaf_2",0,0.428,0.236,0.334,0.334,0.391,0.144,0.144,0,0.334,0.272,0.144,0.334,0.334,0.236,0.144,0.334,0.334,0,0.144
"leaf_3",0,0.236,0.429,0.236,0.236,0.236,0.144,0.144,0,0.236,0.236,0.144,0.236,0.236,0.424,0.144,0.236,0.236,0,0.144
"leaf_4",0,0.334,0.236,0.429,0.393,0.334,0.144,0.144,0,0.38,0.272,0.144,0.401,0.416,0.236,0.144,0.38,0.401,0,0.144
"leaf_5",0,0.334,0.236,0.393,0.429,0.334,0.144,0.144,0,0.38,0.272,0.144,0.393,0.393,0.236,0.144,0.38,0.393,0,0.144
"leaf_6",0,0.391,0.236,0.334,0.334,0.428,0.144,0.144,0,0.334,0.272,0.144,0.334,0.334,0.236,0.144,0.334,0.334,0,0.144
"leaf_7",0,0.144,0.144,0.144,0.144,0.144,0.428,0.161,0,0.144,0.144,0.368,0.144,0.144,0.144,0.368,0.144,0.144,0,0.417
"leaf_8",0,0.144,0.144,0.144,0.144,0.144,0.161,0.429,0,0.144,0.144,0.161,0.144,0.144,0.144,0.161,0.144,0.144,0,0.161
"leaf_9",0.399,0,0,0,0,0,0,0,0.429,0,0,0,0,0,0,0,0,0,0.361,0
"leaf_10",0,0.334,0.236,0.38,0.38,0.334,0.144,0.144,0,0.429,0.272,0.144,0.38,0.38,0.236,0.144,0.428,0.38,0,0.144
"leaf_11",0,0.272,0.236,0.272,0.272,0.272,0.144,0.144,0,0.272,0.428,0.144,0.272,0.272,0.236,0.144,0.272,0.272,0,0.144
"leaf_12",0,0.144,0.144,0.144,0.144,0.144,0.368,0.161,0,0.144,0.144,0.429,0.144,0.144,0.144,0.425,0.144,0.144,0,0.368
"leaf_13",0,0.334,0.236,0.401,0.393,0.334,0.144,0.144,0,0.38,0.272,0.144,0.428,0.401,0.236,0.144,0.38,0.427,0,0.144
"leaf_14",0,0.334,0.236,0.416,0.393,0.334,0.144,0.144,0,0.38,0.272,0.144,0.401,0.429,0.236,0.144,0.38,0.401,0,0.144
"leaf_15",0,0.236,0.424,0.236,0.236,0.236,0.144,0.144,0,0.236,0.236,0.144,0.236,0.236,0.429,0.144,0.236,0.236,0,0.144
"leaf_16",0,0.144,0.144,0.144,0.144,0.144,0.368,0.161,0,0.144,0.144,0.425,0.144,0.144,0.144,0.429,0.144,0.144,0,0.368
"leaf_17",0,0.334,0.236,0.38,0.38,0.334,0.144,0.144,0,0.428,0.272,0.144,0.38,0.38,0.236,0.144,0.429,0.38,0,0.144
"leaf_18",0,0.334,0.236,0.401,0.393,0.334,0.144,0.144,0,0.38,0.272,0.144,0.427,0.401,0.236,0.144,0.38,0.428,0,0.144
"leaf_19",0.361,0,0,0,0,0,0,0,0.361,0,0,0,0,0,0,0,0,0,0.429,0
"leaf_20",0,0.144,0.144,0.144,0.144,0.144,0.417,0.161,0,0.144,0.144,0.368,0.144,0.144,0.144,0.368,0.144,0.144,0,0.428
