"","leaf_1","leaf_2","leaf_3","leaf_4","leaf_5","leaf_6","leaf_7","leaf_8","leaf_9","leaf_10","leaf_11","leaf_12","leaf_13","leaf_14","leaf_15","leaf_16","leaf_17","leaf_18","leaf_19","leaf_20"
"leaf_1",1.005,0.598,0.985,0.598,0.965,0,0.598,0.598,0,0.598,0.965,0,0.965,0,0.616,0,0.598,0.598,0,0.598
"leaf_2",0.598,1.005,0.598,0.624,0.598,0,0.8,0.994,0,0.624,0.598,0,0.598,0,0.598,0,0.8,0.624,0,0.975
"leaf_3",0.985,0.598,1.005,0.598,0.965,0,0.598,0.598,0,0.598,0.965,0,0.965,0,0.616,0,0.598,0.598,0,0.598
"leaf_4",0.598,0.624,0.598,1.005,0.598,0,0.624,0.624,0,0.967,0.598,0,0.598,0,0.598,0,0.624,0.932,0,0.624
"leaf_5",0.965,0.598,0.965,0.598,1.005,0,0.598,0.598,0,0.598,0.975,0,1,0,0.616,0,0.598,0.598,0,0.598
"leaf_6",0,0,0,0,0,1.004,0,0,0.873,0,0,0.873,0,0.969,0,0.999,0,0,0.968,0
"leaf_7",0.598,0.8,0.598,0.624,0.598,0,1.005,0.8,0,0.624,0.598,0,0.598,0,0.598,0,1.004,0.624,0,0.8
"leaf_8",0.598,0.994,0.598,0.624,0.598,0,0.8,1.005,0,0.624,0.598,0,0.598,0,0.598,0,0.8,0.624,0,0.975
"leaf_9",0,0,0,0,0,0.873,0,0,1.004,0,0,0.989,0,0.873,0,0.873,0,0,0.873,0
"leaf_10",0.598,0.624,0.598,0.967,0.598,0,0.624,0.624,0,1.005,0.598,0,0.598,0,0.598,0,0.624,0.932,0,0.624
"leaf_11",0.965,0.598,0.965,0.598,0.975,0,0.598,0.598,0,0.598,1.005,0,0.975,0,0.616,0,0.598,0.598,0,0.598
"leaf_12",0,0,0,0,0,0.873,0,0,0.989,0,0,1.004,0,0.873,0,0.873,0,0,0.873,0
"leaf_13",0.965,0.598,0.965,0.598,1,0,0.598,0.598,0,0.598,0.975,0,1.005,0,0.616,0,0.598,0.598,0,0.598
"leaf_14",0,0,0,0,0,0.969,0,0,0.873,0,0,0.873,0,1.004,0,0.969,0,0,0.968,0
"leaf_15",0.616,0.598,0.616,0.598,0.616,0,0.598,0.598,0,0.598,0.616,0,0.616,0,1.005,0,0.598,0.598,0,0.598
"leaf_16",0,0,0,0,0,0.999,0,0,0.873,0,0,0.873,0,0.969,0,1.004,0,0,0.968,0
"leaf_17",0.598,0.8,0.598,0.624,0.598,0,1.004,0.8,0,0.624,0.598,0,0.598,0,0.598,0,1.005,0.624,0,0.8
"leaf_18",0.598,0.624,0.598,0.932,0.598,0,0.624,0.624,0,0.932,0.598,0,0.598,0,0.598,0,0.624,1.005,0,0.624
"leaf_19",0,0,0,0,0,0.968,0,0,0.873,0,0,0.873,0,0.968,0,0.968,0,0,1.004,0
"leaf_20",0.598,0.975,0.598,0.624,0.598,0,0.8,0.975,0,0.624,0.598,0,0.598,0,0.598,0,0.8,0.624,0,1.005
